Protein,Protein ID,Control,Treatment,Difference
sp|Q9BY42|RTF2_HUMAN,Q9BY42,1,0,-1
sp|Q9NWQ9|CN119_HUMAN,Q9NWQ9,1,0,-1
sp|Q9NUW8|TYDP1_HUMAN,Q9NUW8,1,0,-1
sp|Q9Y5V0|ZN706_HUMAN,Q9Y5V0,1,0,-1
sp|Q9HC36|MRM3_HUMAN,Q9HC36,1,0,-1
sp|Q8NG11|TSN14_HUMAN,Q8NG11,1,0,-1
sp|A4D1E9|GTPBA_HUMAN,A4D1E9,1,0,-1
sp|Q9BUE0|MED18_HUMAN,Q9BUE0,1,0,-1
sp|P25963|IKBA_HUMAN,P25963,1,0,-1
sp|Q9UKA9|PTBP2_HUMAN,Q9UKA9,1,0,-1
sp|P53816|PLAT3_HUMAN,P53816,1,0,-1
sp|Q96D31|CRCM1_HUMAN,Q96D31,1,0,-1
sp|Q8IWZ8|SUGP1_HUMAN,Q8IWZ8,1,0,-1
sp|Q96AQ6|PBIP1_HUMAN,Q96AQ6,1,0,-1
sp|P28799|GRN_HUMAN,P28799,1,0,-1
sp|O95167|NDUA3_HUMAN,O95167,1,0,-1
sp|O95159|ZFPL1_HUMAN,O95159,1,0,-1
sp|O95825|QORL1_HUMAN,O95825,1,0,-1
sp|Q6UWP7|LCLT1_HUMAN,Q6UWP7,1,0,-1
sp|A8MVJ9|HPF1L_HUMAN,A8MVJ9,1,0,-1
sp|P17706|PTN2_HUMAN,P17706,1,0,-1
sp|O43451|MGA_HUMAN,O43451,1,0,-1
sp|O14545|TRAD1_HUMAN,O14545,1,0,-1
sp|Q7Z569|BRAP_HUMAN,Q7Z569,1,0,-1
sp|Q9UHY1|NRBP_HUMAN,Q9UHY1,1,0,-1
sp|Q15648|MED1_HUMAN,Q15648,1,0,-1
sp|Q5VT79|AXA81_HUMAN,Q5VT79,1,0,-1
sp|Q8WUR7|CO040_HUMAN,Q8WUR7,1,0,-1
sp|Q16739|CEGT_HUMAN,Q16739,1,0,-1
sp|O95352|ATG7_HUMAN,O95352,1,0,-1
sp|O94811|TPPP_HUMAN,O94811,1,0,-1
sp|P54802|ANAG_HUMAN,P54802,1,0,-1
sp|Q16864|VATF_HUMAN,Q16864,1,0,-1
sp|Q13609|DNSL3_HUMAN,Q13609,1,0,-1
sp|Q96BI1|S22AI_HUMAN,Q96BI1,1,0,-1
sp|Q8WY22|BRI3B_HUMAN,Q8WY22,1,0,-1
sp|Q96D42|HAVR1_HUMAN,Q96D42,1,0,-1
sp|Q13568|IRF5_HUMAN,Q13568,1,0,-1
sp|Q9ULX3|NOB1_HUMAN,Q9ULX3,1,0,-1
sp|Q8NAP8|ZBT8B_HUMAN,Q8NAP8,1,0,-1
sp|Q6KCM7|SCMC2_HUMAN,Q6KCM7,1,0,-1
sp|P02792|FRIL_HUMAN,P02792,1,0,-1
sp|Q53GS7|GLE1_HUMAN,Q53GS7,1,0,-1
sp|Q9H8U3|ZFAN3_HUMAN,Q9H8U3,1,0,-1
sp|Q8N543|OGFD1_HUMAN,Q8N543,1,0,-1
sp|Q96BW5|PTER_HUMAN,Q96BW5,1,0,-1
sp|P54803|GALC_HUMAN,P54803,1,0,-1
sp|Q8IVV2|LOXH1_HUMAN,Q8IVV2,1,0,-1
sp|Q15270|NKX11_HUMAN,Q15270,1,0,-1
sp|Q8N511|TM199_HUMAN,Q8N511,1,0,-1
sp|Q6P1X6|CH082_HUMAN,Q6P1X6,1,0,-1
sp|Q15397|PUM3_HUMAN,Q15397,1,0,-1
sp|P49848|TAF6_HUMAN,P49848,1,0,-1
sp|Q8N122|RPTOR_HUMAN,Q8N122,1,0,-1
sp|Q8NEZ4|KMT2C_HUMAN,Q8NEZ4,1,0,-1
sp|Q9NWW5|CLN6_HUMAN,Q9NWW5,1,0,-1
sp|Q8NFG4|FLCN_HUMAN,Q8NFG4,1,0,-1
sp|Q96HY6|DDRGK_HUMAN,Q96HY6,1,0,-1
sp|P04279|SEMG1_HUMAN,P04279,1,0,-1
sp|Q96K17|BT3L4_HUMAN,Q96K17,1,0,-1
sp|Q9NRW3|ABC3C_HUMAN,Q9NRW3,1,0,-1
sp|Q7Z478|DHX29_HUMAN,Q7Z478,1,0,-1
sp|P48723|HSP13_HUMAN,P48723,1,0,-1
sp|Q6UW56|ARAID_HUMAN,Q6UW56,1,0,-1
sp|Q9UHC7|MKRN1_HUMAN,Q9UHC7,1,0,-1
sp|Q86SR1|GLT10_HUMAN,Q86SR1,1,0,-1
sp|Q9Y2U8|MAN1_HUMAN,Q9Y2U8,1,0,-1
sp|O60637|TSN3_HUMAN,O60637,1,0,-1
sp|Q8IXB1|DJC10_HUMAN,Q8IXB1,1,0,-1
sp|Q96KC8|DNJC1_HUMAN,Q96KC8,1,0,-1
sp|Q9BUN8|DERL1_HUMAN,Q9BUN8,1,0,-1
sp|Q8IZ21|PHAR4_HUMAN,Q8IZ21,1,0,-1
sp|P14635|CCNB1_HUMAN,P14635,1,0,-1
sp|O15431|COPT1_HUMAN,O15431,1,0,-1
sp|P48436|SOX9_HUMAN,P48436,1,0,-1
sp|Q96AH0|SOSB2_HUMAN,Q96AH0,1,0,-1
sp|P31641|SC6A6_HUMAN,P31641,1,0,-1
sp|Q96BJ3|AIDA_HUMAN,Q96BJ3,1,0,-1
sp|Q86WQ0|NR2CA_HUMAN,Q86WQ0,1,0,-1
sp|A8MV81|HIG1C_HUMAN,A8MV81,1,0,-1
sp|Q6NXT1|ANR54_HUMAN,Q6NXT1,1,0,-1
sp|P07902|GALT_HUMAN,P07902,1,0,-1
sp|Q9NQT5|EXOS3_HUMAN,Q9NQT5,1,0,-1
sp|Q9BXK5|B2L13_HUMAN,Q9BXK5,1,0,-1
sp|P36406|TRI23_HUMAN,P36406,1,0,-1
sp|Q9H2P0|ADNP_HUMAN,Q9H2P0,1,0,-1
sp|Q9H5X1|CIA2A_HUMAN,Q9H5X1,1,0,-1
sp|Q9H1C7|CYTM1_HUMAN,Q9H1C7,1,0,-1
sp|Q13190|STX5_HUMAN,Q13190,1,0,-1
sp|Q16611|BAK_HUMAN,Q16611,1,0,-1
sp|Q9Y2Q5|LTOR2_HUMAN,Q9Y2Q5,1,0,-1
sp|Q5TBB1|RNH2B_HUMAN,Q5TBB1,1,0,-1
sp|Q96B49|TOM6_HUMAN,Q96B49,1,0,-1
sp|P25067|CO8A2_HUMAN,P25067,1,0,-1
sp|P62487|RPB7_HUMAN,P62487,1,0,-1
sp|Q9P032|NDUF4_HUMAN,Q9P032,1,0,-1
sp|P49069|CAMLG_HUMAN,P49069,1,0,-1
sp|Q6ZSR9|YJ005_HUMAN,Q6ZSR9,1,0,-1
sp|Q16637|SMN_HUMAN,Q16637,1,0,-1
sp|Q9BV81|EMC6_HUMAN,Q9BV81,1,0,-1
sp|P31350|RIR2_HUMAN,P31350,1,0,-1
sp|Q9P2R6|RERE_HUMAN,Q9P2R6,1,0,-1
sp|Q9NWU1|OXSM_HUMAN,Q9NWU1,1,0,-1
sp|O43772|MCAT_HUMAN,O43772,1,0,-1
sp|O43716|GATC_HUMAN,O43716,1,0,-1
sp|O00471|EXOC5_HUMAN,O00471,1,0,-1
sp|O43286|B4GT5_HUMAN,O43286,1,0,-1
sp|O15525|MAFG_HUMAN,O15525,1,0,-1
sp|Q9NX20|RM16_HUMAN,Q9NX20,1,0,-1
sp|Q5GLZ8|HERC4_HUMAN,Q5GLZ8,1,0,-1
sp|O95399|UTS2_HUMAN,O95399,1,0,-1
sp|O15514|RPB4_HUMAN,O15514,1,0,-1
sp|Q9H410|DSN1_HUMAN,Q9H410,1,0,-1
sp|P08236|BGLR_HUMAN,P08236,1,0,-1
sp|Q8N5H7|SH2D3_HUMAN,Q8N5H7,1,0,-1
sp|Q8IUH3|RBM45_HUMAN,Q8IUH3,1,0,-1
sp|Q92947|GCDH_HUMAN,Q92947,1,0,-1
sp|Q9BQC6|RT63_HUMAN,Q9BQC6,1,0,-1
sp|P51636|CAV2_HUMAN,P51636,1,0,-1
sp|Q9Y5Q8|TF3C5_HUMAN,Q9Y5Q8,1,0,-1
sp|Q9NQE9|HINT3_HUMAN,Q9NQE9,1,0,-1
sp|Q08170|SRSF4_HUMAN,Q08170,1,0,-1
sp|A5A3E0|POTEF_HUMAN,A5A3E0,2,0,-2
sp|C9JLW8|MCRI1_HUMAN,C9JLW8,2,0,-2
sp|O00115|DNS2A_HUMAN,O00115,2,0,-2
sp|O00194|RB27B_HUMAN,O00194,2,0,-2
sp|O00273|DFFA_HUMAN,O00273,2,0,-2
sp|O00541|PESC_HUMAN,O00541,2,0,-2
sp|O00743|PPP6_HUMAN,O00743,2,0,-2
sp|O14521|DHSD_HUMAN,O14521,2,0,-2
sp|O14561|ACPM_HUMAN,O14561,2,0,-2
sp|O14907|TX1B3_HUMAN,O14907,2,0,-2
sp|O15127|SCAM2_HUMAN,O15127,2,0,-2
sp|O15155|BET1_HUMAN,O15155,2,0,-2
sp|O15260|SURF4_HUMAN,O15260,2,0,-2
sp|O15446|RPA34_HUMAN,O15446,2,0,-2
sp|O15533|TPSN_HUMAN,O15533,2,0,-2
sp|O43251|RFOX2_HUMAN,O43251,2,0,-2
sp|O43674|NDUB5_HUMAN,O43674,2,0,-2
sp|O43819|SCO2_HUMAN,O43819,2,0,-2
sp|O60502|OGA_HUMAN,O60502,2,0,-2
sp|O60568|PLOD3_HUMAN,O60568,2,0,-2
sp|O60573|IF4E2_HUMAN,O60573,2,0,-2
sp|O60656|UD19_HUMAN,O60656,2,0,-2
sp|O60826|CCD22_HUMAN,O60826,2,0,-2
sp|O60869|EDF1_HUMAN,O60869,2,0,-2
sp|O75122|CLAP2_HUMAN,O75122,2,0,-2
sp|O75208|COQ9_HUMAN,O75208,2,0,-2
sp|O75368|SH3L1_HUMAN,O75368,2,0,-2
sp|O75391|SPAG7_HUMAN,O75391,2,0,-2
sp|O75787|RENR_HUMAN,O75787,2,0,-2
sp|O75909|CCNK_HUMAN,O75909,2,0,-2
sp|O94855|SC24D_HUMAN,O94855,2,0,-2
sp|O94907|DKK1_HUMAN,O94907,2,0,-2
sp|O95292|VAPB_HUMAN,O95292,2,0,-2
sp|O95372|LYPA2_HUMAN,O95372,2,0,-2
sp|O95834|EMAL2_HUMAN,O95834,2,0,-2
sp|O96011|PX11B_HUMAN,O96011,2,0,-2
sp|O96013|PAK4_HUMAN,O96013,2,0,-2
sp|P00374|DYR_HUMAN,P00374,2,0,-2
sp|P01116|RASK_HUMAN,P01116,2,0,-2
sp|P04066|FUCO_HUMAN,P04066,2,0,-2
sp|P04899|GNAI2_HUMAN,P04899,2,0,-2
sp|P05204|HMGN2_HUMAN,P05204,2,0,-2
sp|P06132|DCUP_HUMAN,P06132,2,0,-2
sp|P06858|LIPL_HUMAN,P06858,2,0,-2
sp|P08134|RHOC_HUMAN,P08134,2,0,-2
sp|P11441|UBL4A_HUMAN,P11441,2,0,-2
sp|P16401|H15_HUMAN,P16401,2,0,-2
sp|P16402|H13_HUMAN,P16402,2,0,-2
sp|P19784|CSK22_HUMAN,P19784,2,0,-2
sp|P23434|GCSH_HUMAN,P23434,2,0,-2
sp|P25815|S100P_HUMAN,P25815,2,0,-2
sp|P29083|T2EA_HUMAN,P29083,2,0,-2
sp|P30038|AL4A1_HUMAN,P30038,2,0,-2
sp|P30049|ATPD_HUMAN,P30049,2,0,-2
sp|P35269|T2FA_HUMAN,P35269,2,0,-2
sp|P40616|ARL1_HUMAN,P40616,2,0,-2
sp|P47736|RPGP1_HUMAN,P47736,2,0,-2
sp|P48960|AGRE5_HUMAN,P48960,2,0,-2
sp|P49366|DHYS_HUMAN,P49366,2,0,-2
sp|P49643|PRI2_HUMAN,P49643,2,0,-2
sp|P51692|STA5B_HUMAN,P51692,2,0,-2
sp|P53365|ARFP2_HUMAN,P53365,2,0,-2
sp|P53701|CCHL_HUMAN,P53701,2,0,-2
sp|P53801|PTTG_HUMAN,P53801,2,0,-2
sp|P54105|ICLN_HUMAN,P54105,2,0,-2
sp|P54289|CA2D1_HUMAN,P54289,2,0,-2
sp|P54886|P5CS_HUMAN,P54886,2,0,-2
sp|P55210|CASP7_HUMAN,P55210,2,0,-2
sp|P55789|ALR_HUMAN,P55789,2,0,-2
sp|P57088|TMM33_HUMAN,P57088,2,0,-2
sp|P60468|SC61B_HUMAN,P60468,2,0,-2
sp|P60510|PP4C_HUMAN,P60510,2,0,-2
sp|P60880|SNP25_HUMAN,P60880,2,0,-2
sp|P61009|SPCS3_HUMAN,P61009,2,0,-2
sp|P61020|RAB5B_HUMAN,P61020,2,0,-2
sp|P61225|RAP2B_HUMAN,P61225,2,0,-2
sp|P61927|RL37_HUMAN,P61927,2,0,-2
sp|P62253|UB2G1_HUMAN,P62253,2,0,-2
sp|P63151|2ABA_HUMAN,P63151,2,0,-2
sp|P63218|GBG5_HUMAN,P63218,2,0,-2
sp|P63272|SPT4H_HUMAN,P63272,2,0,-2
sp|P78346|RPP30_HUMAN,P78346,2,0,-2
sp|P78536|ADA17_HUMAN,P78536,2,0,-2
sp|P80217|IN35_HUMAN,P80217,2,0,-2
sp|P82909|KGD4_HUMAN,P82909,2,0,-2
sp|Q01433|AMPD2_HUMAN,Q01433,2,0,-2
sp|Q02218|ODO1_HUMAN,Q02218,2,0,-2
sp|Q04323|UBXN1_HUMAN,Q04323,2,0,-2
sp|Q04941|PLP2_HUMAN,Q04941,2,0,-2
sp|Q12824|SNF5_HUMAN,Q12824,2,0,-2
sp|Q12913|PTPRJ_HUMAN,Q12913,2,0,-2
sp|Q12959|DLG1_HUMAN,Q12959,2,0,-2
sp|Q12979|ABR_HUMAN,Q12979,2,0,-2
sp|Q13084|RM28_HUMAN,Q13084,2,0,-2
sp|Q13217|DNJC3_HUMAN,Q13217,2,0,-2
sp|Q13247|SRSF6_HUMAN,Q13247,2,0,-2
sp|Q13576|IQGA2_HUMAN,Q13576,2,0,-2
sp|Q13637|RAB32_HUMAN,Q13637,2,0,-2
sp|Q13868|EXOS2_HUMAN,Q13868,2,0,-2
sp|Q14118|DAG1_HUMAN,Q14118,2,0,-2
sp|Q14119|VEZF1_HUMAN,Q14119,2,0,-2
sp|Q14141|SEPT6_HUMAN,Q14141,2,0,-2
sp|Q14232|EI2BA_HUMAN,Q14232,2,0,-2
sp|Q14653|IRF3_HUMAN,Q14653,2,0,-2
sp|Q15262|PTPRK_HUMAN,Q15262,2,0,-2
sp|Q15363|TMED2_HUMAN,Q15363,2,0,-2
sp|Q15654|TRIP6_HUMAN,Q15654,2,0,-2
sp|Q16626|MEA1_HUMAN,Q16626,2,0,-2
sp|Q16763|UBE2S_HUMAN,Q16763,2,0,-2
sp|Q53GS9|SNUT2_HUMAN,Q53GS9,2,0,-2
sp|Q5JRA6|TGO1_HUMAN,Q5JRA6,2,0,-2
sp|Q5JS54|PSMG4_HUMAN,Q5JS54,2,0,-2
sp|Q5JVS0|HABP4_HUMAN,Q5JVS0,2,0,-2
sp|Q5RI15|COX20_HUMAN,Q5RI15,2,0,-2
sp|Q5SSJ5|HP1B3_HUMAN,Q5SSJ5,2,0,-2
sp|Q5TGZ0|MIC10_HUMAN,Q5TGZ0,2,0,-2
sp|Q66K74|MAP1S_HUMAN,Q66K74,2,0,-2
sp|Q68EM7|RHG17_HUMAN,Q68EM7,2,0,-2
sp|Q6NYC1|JMJD6_HUMAN,Q6NYC1,2,0,-2
sp|Q6PI78|TMM65_HUMAN,Q6PI78,2,0,-2
sp|Q6UWE0|LRSM1_HUMAN,Q6UWE0,2,0,-2
sp|Q6UXN9|WDR82_HUMAN,Q6UXN9,2,0,-2
sp|Q7Z4V5|HDGR2_HUMAN,Q7Z4V5,2,0,-2
sp|Q86SJ2|AMGO2_HUMAN,Q86SJ2,2,0,-2
sp|Q86V88|MGDP1_HUMAN,Q86V88,2,0,-2
sp|Q86X55|CARM1_HUMAN,Q86X55,2,0,-2
sp|Q86X83|COMD2_HUMAN,Q86X83,2,0,-2
sp|Q86XZ4|SPAS2_HUMAN,Q86XZ4,2,0,-2
sp|Q8IUD2|RB6I2_HUMAN,Q8IUD2,2,0,-2
sp|Q8IXH7|NELFD_HUMAN,Q8IXH7,2,0,-2
sp|Q8IYB5|SMAP1_HUMAN,Q8IYB5,2,0,-2
sp|Q8N3D4|EH1L1_HUMAN,Q8N3D4,2,0,-2
sp|Q8N5N7|RM50_HUMAN,Q8N5N7,2,0,-2
sp|Q8N6M0|OTU6B_HUMAN,Q8N6M0,2,0,-2
sp|Q8N766|EMC1_HUMAN,Q8N766,2,0,-2
sp|Q8NBF2|NHLC2_HUMAN,Q8NBF2,2,0,-2
sp|Q8NBJ4|GOLM1_HUMAN,Q8NBJ4,2,0,-2
sp|Q8NBX0|SCPDL_HUMAN,Q8NBX0,2,0,-2
sp|Q8TB96|TIP_HUMAN,Q8TB96,2,0,-2
sp|Q8TCD5|NT5C_HUMAN,Q8TCD5,2,0,-2
sp|Q8TCT8|SPP2A_HUMAN,Q8TCT8,2,0,-2
sp|Q8WZ82|OVCA2_HUMAN,Q8WZ82,2,0,-2
sp|Q92520|FAM3C_HUMAN,Q92520,2,0,-2
sp|Q92575|UBXN4_HUMAN,Q92575,2,0,-2
sp|Q92609|TBCD5_HUMAN,Q92609,2,0,-2
sp|Q92692|NECT2_HUMAN,Q92692,2,0,-2
sp|Q92747|ARC1A_HUMAN,Q92747,2,0,-2
sp|Q92797|SYMPK_HUMAN,Q92797,2,0,-2
sp|Q92934|BAD_HUMAN,Q92934,2,0,-2
sp|Q93009|UBP7_HUMAN,Q93009,2,0,-2
sp|Q93062|RBPMS_HUMAN,Q93062,2,0,-2
sp|Q969M3|YIPF5_HUMAN,Q969M3,2,0,-2
sp|Q96AB3|ISOC2_HUMAN,Q96AB3,2,0,-2
sp|Q96BM9|ARL8A_HUMAN,Q96BM9,2,0,-2
sp|Q96EA4|SPDLY_HUMAN,Q96EA4,2,0,-2
sp|Q96EK5|KBP_HUMAN,Q96EK5,2,0,-2
sp|Q96MG7|NSE3_HUMAN,Q96MG7,2,0,-2
sp|Q96MX6|DAA10_HUMAN,Q96MX6,2,0,-2
sp|Q96P16|RPR1A_HUMAN,Q96P16,2,0,-2
sp|Q96T60|PNKP_HUMAN,Q96T60,2,0,-2
sp|Q99627|CSN8_HUMAN,Q99627,2,0,-2
sp|Q99685|MGLL_HUMAN,Q99685,2,0,-2
sp|Q99805|TM9S2_HUMAN,Q99805,2,0,-2
sp|Q99816|TS101_HUMAN,Q99816,2,0,-2
sp|Q9BRJ7|TIRR_HUMAN,Q9BRJ7,2,0,-2
sp|Q9BRT9|SLD5_HUMAN,Q9BRT9,2,0,-2
sp|Q9BS40|LXN_HUMAN,Q9BS40,2,0,-2
sp|Q9BTL3|RAMAC_HUMAN,Q9BTL3,2,0,-2
sp|Q9BTU6|P4K2A_HUMAN,Q9BTU6,2,0,-2
sp|Q9BU89|DOHH_HUMAN,Q9BU89,2,0,-2
sp|Q9BV44|THUM3_HUMAN,Q9BV44,2,0,-2
sp|Q9BV68|RN126_HUMAN,Q9BV68,2,0,-2
sp|Q9BWT3|PAPOG_HUMAN,Q9BWT3,2,0,-2
sp|Q9BXF6|RFIP5_HUMAN,Q9BXF6,2,0,-2
sp|Q9BXV9|GON7_HUMAN,Q9BXV9,2,0,-2
sp|Q9BZK7|TBL1R_HUMAN,Q9BZK7,2,0,-2
sp|Q9BZX2|UCK2_HUMAN,Q9BZX2,2,0,-2
sp|Q9C0C9|UBE2O_HUMAN,Q9C0C9,2,0,-2
sp|Q9C0J8|WDR33_HUMAN,Q9C0J8,2,0,-2
sp|Q9GZN8|CT027_HUMAN,Q9GZN8,2,0,-2
sp|Q9GZQ3|COMD5_HUMAN,Q9GZQ3,2,0,-2
sp|Q9H061|T126A_HUMAN,Q9H061,2,0,-2
sp|Q9H0B6|KLC2_HUMAN,Q9H0B6,2,0,-2
sp|Q9H0E2|TOLIP_HUMAN,Q9H0E2,2,0,-2
sp|Q9H0U6|RM18_HUMAN,Q9H0U6,2,0,-2
sp|Q9H1E5|TMX4_HUMAN,Q9H1E5,2,0,-2
sp|Q9H4A5|GLP3L_HUMAN,Q9H4A5,2,0,-2
sp|Q9H4B7|TBB1_HUMAN,Q9H4B7,2,0,-2
sp|Q9H814|PHAX_HUMAN,Q9H814,2,0,-2
sp|Q9HBL8|NMRL1_HUMAN,Q9HBL8,2,0,-2
sp|Q9HD33|RM47_HUMAN,Q9HD33,2,0,-2
sp|Q9NQS1|AVEN_HUMAN,Q9NQS1,2,0,-2
sp|Q9NRN7|ADPPT_HUMAN,Q9NRN7,2,0,-2
sp|Q9NRR5|UBQL4_HUMAN,Q9NRR5,2,0,-2
sp|Q9NSK0|KLC4_HUMAN,Q9NSK0,2,0,-2
sp|Q9NTM9|CUTC_HUMAN,Q9NTM9,2,0,-2
sp|Q9NUJ3|T11L1_HUMAN,Q9NUJ3,2,0,-2
sp|Q9NW81|DMAC2_HUMAN,Q9NW81,2,0,-2
sp|Q9NX14|NDUBB_HUMAN,Q9NX14,2,0,-2
sp|Q9NY12|GAR1_HUMAN,Q9NY12,2,0,-2
sp|Q9NYJ1|COA4_HUMAN,Q9NYJ1,2,0,-2
sp|Q9NZN8|CNOT2_HUMAN,Q9NZN8,2,0,-2
sp|Q9NZZ3|CHMP5_HUMAN,Q9NZZ3,2,0,-2
sp|Q9UBP9|GULP1_HUMAN,Q9UBP9,2,0,-2
sp|Q9UEY8|ADDG_HUMAN,Q9UEY8,2,0,-2
sp|Q9UHL4|DPP2_HUMAN,Q9UHL4,2,0,-2
sp|Q9UIV1|CNOT7_HUMAN,Q9UIV1,2,0,-2
sp|Q9UKI9|PO2F3_HUMAN,Q9UKI9,2,0,-2
sp|Q9UKS6|PACN3_HUMAN,Q9UKS6,2,0,-2
sp|Q9UP83|COG5_HUMAN,Q9UP83,2,0,-2
sp|Q9UPN9|TRI33_HUMAN,Q9UPN9,2,0,-2
sp|Q9UPQ0|LIMC1_HUMAN,Q9UPQ0,2,0,-2
sp|Q9Y2S6|TMA7_HUMAN,Q9Y2S6,2,0,-2
sp|Q9Y2V7|COG6_HUMAN,Q9Y2V7,2,0,-2
sp|Q9Y312|AAR2_HUMAN,Q9Y312,2,0,-2
sp|Q9Y3E1|HDGR3_HUMAN,Q9Y3E1,2,0,-2
sp|Q9Y5U2|TSSC4_HUMAN,Q9Y5U2,2,0,-2
sp|Q9Y5X1|SNX9_HUMAN,Q9Y5X1,2,0,-2
sp|Q9Y5Z4|HEBP2_HUMAN,Q9Y5Z4,2,0,-2
sp|Q9Y697|NFS1_HUMAN,Q9Y697,2,0,-2
sp|Q9Y6C9|MTCH2_HUMAN,Q9Y6C9,2,0,-2
sp|Q9Y6H1|CHCH2_HUMAN,Q9Y6H1,2,0,-2
sp|O14786|NRP1_HUMAN,O14786,2,0,-2
sp|O60504|VINEX_HUMAN,O60504,2,0,-2
sp|O75844|FACE1_HUMAN,O75844,2,0,-2
sp|O95989|NUDT3_HUMAN,O95989,2,0,-2
sp|P08651|NFIC_HUMAN,P08651,2,0,-2
sp|P09234|RU1C_HUMAN,P09234,2,0,-2
sp|P13929|ENOB_HUMAN,P13929,2,0,-2
sp|P18754|RCC1_HUMAN,P18754,2,0,-2
sp|P33764|S10A3_HUMAN,P33764,2,0,-2
sp|P35612|ADDB_HUMAN,P35612,2,0,-2
sp|P49137|MAPK2_HUMAN,P49137,2,0,-2
sp|P50897|PPT1_HUMAN,P50897,2,0,-2
sp|P51649|SSDH_HUMAN,P51649,2,0,-2
sp|P53985|MOT1_HUMAN,P53985,2,0,-2
sp|P55957|BID_HUMAN,P55957,3,1,-2
sp|P61024|CKS1_HUMAN,P61024,2,0,-2
sp|P84085|ARF5_HUMAN,P84085,2,0,-2
sp|Q02127|PYRD_HUMAN,Q02127,2,0,-2
sp|Q12962|TAF10_HUMAN,Q12962,2,0,-2
sp|Q13131|AAPK1_HUMAN,Q13131,2,0,-2
sp|Q13895|BYST_HUMAN,Q13895,2,0,-2
sp|Q14032|BAAT_HUMAN,Q14032,2,0,-2
sp|Q16563|SYPL1_HUMAN,Q16563,2,0,-2
sp|Q5VWZ2|LYPL1_HUMAN,Q5VWZ2,2,0,-2
sp|Q5XKP0|MIC13_HUMAN,Q5XKP0,2,0,-2
sp|Q6EEV4|GL1AD_HUMAN,Q6EEV4,2,0,-2
sp|Q6P3W7|SCYL2_HUMAN,Q6P3W7,2,0,-2
sp|Q8IVD9|NUDC3_HUMAN,Q8IVD9,2,0,-2
sp|Q8IWS0|PHF6_HUMAN,Q8IWS0,2,0,-2
sp|Q8IZV5|RDH10_HUMAN,Q8IZV5,2,0,-2
sp|Q8N335|GPD1L_HUMAN,Q8N335,2,0,-2
sp|Q8NC56|LEMD2_HUMAN,Q8NC56,2,0,-2
sp|Q8NFH3|NUP43_HUMAN,Q8NFH3,2,0,-2
sp|Q8WUH1|CHUR_HUMAN,Q8WUH1,2,0,-2
sp|Q92538|GBF1_HUMAN,Q92538,2,0,-2
sp|Q969Z0|FAKD4_HUMAN,Q969Z0,2,0,-2
sp|Q96DH6|MSI2H_HUMAN,Q96DH6,2,0,-2
sp|Q96EL2|RT24_HUMAN,Q96EL2,2,0,-2
sp|Q96IK1|BOD1_HUMAN,Q96IK1,2,0,-2
sp|Q96J01|THOC3_HUMAN,Q96J01,2,0,-2
sp|Q96JQ2|CLMN_HUMAN,Q96JQ2,2,0,-2
sp|Q96RQ1|ERGI2_HUMAN,Q96RQ1,2,0,-2
sp|Q96S19|MTL26_HUMAN,Q96S19,2,0,-2
sp|Q96S52|PIGS_HUMAN,Q96S52,2,0,-2
sp|Q99961|SH3G1_HUMAN,Q99961,2,0,-2
sp|Q9BQA1|MEP50_HUMAN,Q9BQA1,2,0,-2
sp|Q9BSH5|HDHD3_HUMAN,Q9BSH5,2,0,-2
sp|Q9BTE6|AASD1_HUMAN,Q9BTE6,2,0,-2
sp|Q9BVC6|TM109_HUMAN,Q9BVC6,2,0,-2
sp|Q9GZT8|NIF3L_HUMAN,Q9GZT8,2,0,-2
sp|Q9H0V9|LMA2L_HUMAN,Q9H0V9,2,0,-2
sp|Q9H2U1|DHX36_HUMAN,Q9H2U1,2,0,-2
sp|Q9H3R2|MUC13_HUMAN,Q9H3R2,2,0,-2
sp|Q9UDW1|QCR9_HUMAN,Q9UDW1,2,0,-2
sp|Q9UJX3|APC7_HUMAN,Q9UJX3,2,0,-2
sp|Q9UPT8|ZC3H4_HUMAN,Q9UPT8,2,0,-2
sp|Q9Y6B6|SAR1B_HUMAN,Q9Y6B6,2,0,-2
sp|O00214|LEG8_HUMAN,O00214,2,0,-2
sp|O94874|UFL1_HUMAN,O94874,2,0,-2
sp|P19012|K1C15_HUMAN,P19012,2,0,-2
sp|P42574|CASP3_HUMAN,P42574,2,0,-2
sp|P62714|PP2AB_HUMAN,P62714,2,0,-2
sp|P82932|RT06_HUMAN,P82932,2,0,-2
sp|Q01459|DIAC_HUMAN,Q01459,2,0,-2
sp|Q147X3|NAA30_HUMAN,Q147X3,2,0,-2
sp|Q16539|MK14_HUMAN,Q16539,2,0,-2
sp|Q2TAL8|QRIC1_HUMAN,Q2TAL8,2,0,-2
sp|Q49A26|GLYR1_HUMAN,Q49A26,2,0,-2
sp|Q99567|NUP88_HUMAN,Q99567,2,0,-2
sp|Q9BT09|CNPY3_HUMAN,Q9BT09,2,0,-2
sp|Q9BVJ7|DUS23_HUMAN,Q9BVJ7,2,0,-2
sp|Q9BY43|CHM4A_HUMAN,Q9BY43,2,0,-2
sp|Q9H299|SH3L3_HUMAN,Q9H299,2,0,-2
sp|Q9HA77|SYCM_HUMAN,Q9HA77,2,0,-2
sp|Q9Y2X9|ZN281_HUMAN,Q9Y2X9,2,0,-2
