Protein,Protein ID,Control,Treatment,Difference
sp|Q96PZ0|PUS7_HUMAN,Q96PZ0,1,0,-1
sp|O15084|ANR28_HUMAN,O15084,1,0,-1
sp|P11234|RALB_HUMAN,P11234,1,0,-1
sp|P20839|IMDH1_HUMAN,P20839,1,0,-1
sp|P62070|RRAS2_HUMAN,P62070,1,0,-1
sp|P80297|MT1X_HUMAN,P80297,1,0,-1
sp|Q8NEY1|NAV1_HUMAN,Q8NEY1,1,0,-1
sp|O14657|TOR1B_HUMAN,O14657,1,0,-1
sp|P61077|UB2D3_HUMAN,P61077,1,0,-1
sp|Q86U42|PABP2_HUMAN,Q86U42,1,0,-1
sp|P51668|UB2D1_HUMAN,P51668,1,0,-1
sp|P11802|CDK4_HUMAN,P11802,1,0,-1
sp|O43264|ZW10_HUMAN,O43264,1,0,-1
sp|O15160|RPAC1_HUMAN,O15160,1,0,-1
sp|Q6PL18|ATAD2_HUMAN,Q6PL18,1,0,-1
sp|Q9BX70|BTBD2_HUMAN,Q9BX70,1,0,-1
sp|Q92530|PSMF1_HUMAN,Q92530,1,0,-1
sp|Q6DKK2|TTC19_HUMAN,Q6DKK2,1,0,-1
sp|Q9NQX3|GEPH_HUMAN,Q9NQX3,1,0,-1
sp|Q01167|FOXK2_HUMAN,Q01167,1,0,-1
sp|Q14966|ZN638_HUMAN,Q14966,1,0,-1
sp|P19387|RPB3_HUMAN,P19387,1,0,-1
sp|P48729|KC1A_HUMAN,P48729,1,0,-1
sp|Q8WV74|NUDT8_HUMAN,Q8WV74,1,0,-1
sp|P45877|PPIC_HUMAN,P45877,1,0,-1
sp|Q86Y39|NDUAB_HUMAN,Q86Y39,1,0,-1
sp|P11908|PRPS2_HUMAN,P11908,1,0,-1
sp|O94906|PRP6_HUMAN,O94906,1,0,-1
sp|Q53T59|H1BP3_HUMAN,Q53T59,1,0,-1
sp|Q92922|SMRC1_HUMAN,Q92922,1,0,-1
sp|P78329|CP4F2_HUMAN,P78329,1,0,-1
sp|Q9BY49|PECR_HUMAN,Q9BY49,1,0,-1
sp|Q00534|CDK6_HUMAN,Q00534,1,0,-1
sp|Q9BYD2|RM09_HUMAN,Q9BYD2,1,0,-1
sp|Q9UBB6|NCDN_HUMAN,Q9UBB6,1,0,-1
sp|Q8N8N7|PTGR2_HUMAN,Q8N8N7,1,0,-1
sp|Q9P2B2|FPRP_HUMAN,Q9P2B2,1,0,-1
sp|Q5BKX5|CS054_HUMAN,Q5BKX5,1,0,-1
sp|P68106|FKB1B_HUMAN,P68106,1,0,-1
sp|Q13428|TCOF_HUMAN,Q13428,1,0,-1
sp|Q92925|SMRD2_HUMAN,Q92925,1,0,-1
sp|P0C7P0|CISD3_HUMAN,P0C7P0,1,0,-1
sp|Q8N2F6|ARM10_HUMAN,Q8N2F6,1,0,-1
sp|O00399|DCTN6_HUMAN,O00399,1,0,-1
sp|O43677|NDUC1_HUMAN,O43677,1,0,-1
sp|O43708|MAAI_HUMAN,O43708,1,0,-1
sp|O60238|BNI3L_HUMAN,O60238,1,0,-1
sp|O75394|RM33_HUMAN,O75394,1,0,-1
sp|O75607|NPM3_HUMAN,O75607,1,0,-1
sp|O95297|MPZL1_HUMAN,O95297,1,0,-1
sp|O95777|LSM8_HUMAN,O95777,1,0,-1
sp|O96007|MOC2B_HUMAN,O96007,1,0,-1
sp|P01034|CYTC_HUMAN,P01034,1,0,-1
sp|P02787|TRFE_HUMAN,P02787,1,0,-1
sp|P04004|VTNC_HUMAN,P04004,1,0,-1
sp|P24311|COX7B_HUMAN,P24311,1,0,-1
sp|P27449|VATL_HUMAN,P27449,1,0,-1
sp|P52434|RPAB3_HUMAN,P52434,1,0,-1
sp|P61960|UFM1_HUMAN,P61960,1,0,-1
sp|P84101|SERF2_HUMAN,P84101,1,0,-1
sp|Q01658|NC2B_HUMAN,Q01658,1,0,-1
sp|Q08431|MFGM_HUMAN,Q08431,1,0,-1
sp|Q14061|COX17_HUMAN,Q14061,1,0,-1
sp|Q15041|AR6P1_HUMAN,Q15041,1,0,-1
sp|Q16654|PDK4_HUMAN,Q16654,1,0,-1
sp|Q4U2R6|RM51_HUMAN,Q4U2R6,1,0,-1
sp|Q5BJD5|TM41B_HUMAN,Q5BJD5,1,0,-1
sp|Q5HYK3|COQ5_HUMAN,Q5HYK3,1,0,-1
sp|Q5RKV6|EXOS6_HUMAN,Q5RKV6,1,0,-1
sp|Q5VSY0|GKAP1_HUMAN,Q5VSY0,1,0,-1
sp|Q5ZPR3|CD276_HUMAN,Q5ZPR3,1,0,-1
sp|Q63HM9|PLCX3_HUMAN,Q63HM9,1,0,-1
sp|Q7L7X3|TAOK1_HUMAN,Q7L7X3,1,0,-1
sp|Q7Z4G1|COMD6_HUMAN,Q7Z4G1,1,0,-1
sp|Q7Z7N9|T179B_HUMAN,Q7Z7N9,1,0,-1
sp|Q86Y82|STX12_HUMAN,Q86Y82,1,0,-1
sp|Q8IUF8|RIOX2_HUMAN,Q8IUF8,1,0,-1
sp|Q8N4V1|EMC5_HUMAN,Q8N4V1,1,0,-1
sp|Q8N5M9|JAGN1_HUMAN,Q8N5M9,1,0,-1
sp|Q8ND04|SMG8_HUMAN,Q8ND04,1,0,-1
sp|Q8TAE8|G45IP_HUMAN,Q8TAE8,1,0,-1
sp|Q8WWV3|RT4I1_HUMAN,Q8WWV3,1,0,-1
sp|Q8WXE9|STON2_HUMAN,Q8WXE9,1,0,-1
sp|Q92482|AQP3_HUMAN,Q92482,1,0,-1
sp|Q969E2|SCAM4_HUMAN,Q969E2,1,0,-1
sp|Q96AT9|RPE_HUMAN,Q96AT9,1,0,-1
sp|Q96EH3|MASU1_HUMAN,Q96EH3,1,0,-1
sp|Q96GS4|BORC6_HUMAN,Q96GS4,1,0,-1
sp|Q96JB5|CK5P3_HUMAN,Q96JB5,1,0,-1
sp|Q96MW1|CCD43_HUMAN,Q96MW1,1,0,-1
sp|Q96N66|MBOA7_HUMAN,Q96N66,1,0,-1
sp|Q96S97|MYADM_HUMAN,Q96S97,1,0,-1
sp|Q99643|C560_HUMAN,Q99643,1,0,-1
sp|Q9BQE5|APOL2_HUMAN,Q9BQE5,1,0,-1
sp|Q9BRQ6|MIC25_HUMAN,Q9BRQ6,1,0,-1
sp|Q9BUI4|RPC3_HUMAN,Q9BUI4,1,0,-1
sp|Q9BVL2|NUP58_HUMAN,Q9BVL2,1,0,-1
sp|Q9BXW7|HDHD5_HUMAN,Q9BXW7,1,0,-1
sp|Q9BZG1|RAB34_HUMAN,Q9BZG1,1,0,-1
sp|Q9C005|DPY30_HUMAN,Q9C005,1,0,-1
sp|Q9GZT4|SRR_HUMAN,Q9GZT4,1,0,-1
sp|Q9H2H8|PPIL3_HUMAN,Q9H2H8,1,0,-1
sp|Q9H3Q1|BORG4_HUMAN,Q9H3Q1,1,0,-1
sp|Q9HCU5|PREB_HUMAN,Q9HCU5,1,0,-1
sp|Q9NRP0|OSTC_HUMAN,Q9NRP0,1,0,-1
sp|Q9NUM3|S39A9_HUMAN,Q9NUM3,1,0,-1
sp|Q9NWV8|BABA1_HUMAN,Q9NWV8,1,0,-1
sp|Q9NX24|NHP2_HUMAN,Q9NX24,1,0,-1
sp|Q9UDX5|MTFP1_HUMAN,Q9UDX5,1,0,-1
sp|Q9UDY2|ZO2_HUMAN,Q9UDY2,1,0,-1
sp|Q9UEE9|CFDP1_HUMAN,Q9UEE9,1,0,-1
sp|Q9UHQ9|NB5R1_HUMAN,Q9UHQ9,1,0,-1
sp|Q9UKM7|MA1B1_HUMAN,Q9UKM7,1,0,-1
sp|Q9UMX1|SUFU_HUMAN,Q9UMX1,1,0,-1
sp|Q9UNQ2|DIM1_HUMAN,Q9UNQ2,1,0,-1
sp|Q9Y6Q9|NCOA3_HUMAN,Q9Y6Q9,1,0,-1
sp|O43414|ERI3_HUMAN,O43414,1,0,-1
sp|P46976|GLYG_HUMAN,P46976,1,0,-1
sp|P62166|NCS1_HUMAN,P62166,1,0,-1
sp|Q8NEZ2|VP37A_HUMAN,Q8NEZ2,1,0,-1
sp|Q8WUX9|CHMP7_HUMAN,Q8WUX9,1,0,-1
sp|Q8WVK2|SNR27_HUMAN,Q8WVK2,1,0,-1
sp|Q99595|TI17A_HUMAN,Q99595,1,0,-1
sp|Q9H477|RBSK_HUMAN,Q9H477,1,0,-1
sp|Q9HC84|MUC5B_HUMAN,Q9HC84,1,0,-1
sp|Q9P2X0|DPM3_HUMAN,Q9P2X0,1,0,-1
sp|P04049|RAF1_HUMAN,P04049,1,0,-1
sp|Q12996|CSTF3_HUMAN,Q12996,1,0,-1
sp|Q14728|MFS10_HUMAN,Q14728,1,0,-1
sp|Q15006|EMC2_HUMAN,Q15006,1,0,-1
sp|Q6L8Q7|PDE12_HUMAN,Q6L8Q7,1,0,-1
sp|Q6P5R6|RL22L_HUMAN,Q6P5R6,1,0,-1
sp|Q8IXJ6|SIR2_HUMAN,Q8IXJ6,1,0,-1
sp|Q8TBF4|ZCRB1_HUMAN,Q8TBF4,1,0,-1
sp|Q9BVW5|TIPIN_HUMAN,Q9BVW5,1,0,-1
sp|Q9BWU0|NADAP_HUMAN,Q9BWU0,1,0,-1
sp|Q9H2A2|AL8A1_HUMAN,Q9H2A2,1,0,-1
sp|O15235|RT12_HUMAN,O15235,1,0,-1
sp|P82921|RT21_HUMAN,P82921,1,0,-1
sp|Q15208|STK38_HUMAN,Q15208,1,0,-1
sp|Q9BPX3|CND3_HUMAN,Q9BPX3,1,0,-1
sp|Q9ULA0|DNPEP_HUMAN,Q9ULA0,1,0,-1
sp|P04920|B3A2_HUMAN,P04920,1,0,-1
sp|P86790|CCZ1B_HUMAN,P86790,1,0,-1
sp|Q13410|BT1A1_HUMAN,Q13410,1,0,-1
sp|Q96B54|ZN428_HUMAN,Q96B54,1,0,-1
sp|Q99519|NEUR1_HUMAN,Q99519,1,0,-1
sp|Q9NX76|CKLF6_HUMAN,Q9NX76,1,0,-1
sp|Q9Y3Y2|CHTOP_HUMAN,Q9Y3Y2,1,0,-1
sp|P82970|HMGN5_HUMAN,P82970,1,0,-1
sp|Q96A73|P33MX_HUMAN,Q96A73,1,0,-1
sp|O60547|GMDS_HUMAN,O60547,1,0,-1
sp|Q6RW13|ATRAP_HUMAN,Q6RW13,1,0,-1
sp|Q8TCC3|RM30_HUMAN,Q8TCC3,1,0,-1
sp|Q8WTS6|SETD7_HUMAN,Q8WTS6,1,0,-1
sp|Q9BZL1|UBL5_HUMAN,Q9BZL1,1,0,-1
sp|Q7Z6G8|ANS1B_HUMAN,Q7Z6G8,1,0,-1
sp|Q9UJ70|NAGK_HUMAN,Q9UJ70,1,0,-1
sp|O95163|ELP1_HUMAN,O95163,1,0,-1
sp|Q15582|BGH3_HUMAN,Q15582,1,0,-1
sp|Q8IV48|ERI1_HUMAN,Q8IV48,1,0,-1
sp|Q96PE7|MCEE_HUMAN,Q96PE7,1,0,-1
sp|Q7Z2Z2|EFL1_HUMAN,Q7Z2Z2,1,0,-1
sp|Q6NXR4|TTI2_HUMAN,Q6NXR4,1,0,-1
sp|Q96E29|MTEF3_HUMAN,Q96E29,1,0,-1
sp|O14562|UBFD1_HUMAN,O14562,1,0,-1
sp|O15258|RER1_HUMAN,O15258,1,0,-1
sp|Q9BXR0|TGT_HUMAN,Q9BXR0,1,0,-1
sp|Q9UL15|BAG5_HUMAN,Q9UL15,1,0,-1
sp|Q53EZ4|CEP55_HUMAN,Q53EZ4,1,0,-1
sp|Q8WVT3|TPC12_HUMAN,Q8WVT3,1,0,-1
sp|Q12768|WASC5_HUMAN,Q12768,1,0,-1
sp|Q8N8A6|DDX51_HUMAN,Q8N8A6,1,0,-1
sp|Q14451|GRB7_HUMAN,Q14451,1,0,-1
sp|Q9BRN9|TM2D3_HUMAN,Q9BRN9,1,0,-1
sp|P34059|GALNS_HUMAN,P34059,1,0,-1
sp|Q7Z3U7|MON2_HUMAN,Q7Z3U7,1,0,-1
sp|P57081|WDR4_HUMAN,P57081,1,0,-1
sp|Q9NP92|RT30_HUMAN,Q9NP92,1,0,-1
sp|P17612|KAPCA_HUMAN,P17612,1,0,-1
sp|Q68CQ7|GL8D1_HUMAN,Q68CQ7,1,0,-1
sp|Q8NDH3|PEPL1_HUMAN,Q8NDH3,1,0,-1
sp|Q9BQP7|MGME1_HUMAN,Q9BQP7,1,0,-1
sp|Q9Y4E8|UBP15_HUMAN,Q9Y4E8,1,0,-1
sp|Q9H6F5|CCD86_HUMAN,Q9H6F5,1,0,-1
sp|P61018|RAB4B_HUMAN,P61018,1,0,-1
sp|Q5J8M3|EMC4_HUMAN,Q5J8M3,1,0,-1
sp|P62891|RL39_HUMAN,P62891,1,0,-1
sp|P61165|TM258_HUMAN,P61165,1,0,-1
sp|P13284|GILT_HUMAN,P13284,1,0,-1
sp|Q9H1K1|ISCU_HUMAN,Q9H1K1,1,0,-1
sp|Q9Y244|POMP_HUMAN,Q9Y244,1,0,-1
sp|Q6P6C2|ALKB5_HUMAN,Q6P6C2,1,0,-1
sp|Q8TF05|PP4R1_HUMAN,Q8TF05,1,0,-1
sp|P19174|PLCG1_HUMAN,P19174,1,0,-1
sp|Q9P003|CNIH4_HUMAN,Q9P003,1,0,-1
sp|Q9UPY8|MARE3_HUMAN,Q9UPY8,1,0,-1
sp|Q96HR9|REEP6_HUMAN,Q96HR9,1,0,-1
sp|P78310|CXAR_HUMAN,P78310,1,0,-1
sp|Q5UCC4|EMC10_HUMAN,Q5UCC4,1,0,-1
sp|P52657|T2AG_HUMAN,P52657,1,0,-1
sp|Q9NPD8|UBE2T_HUMAN,Q9NPD8,1,0,-1
sp|P23511|NFYA_HUMAN,P23511,1,0,-1
sp|O15120|PLCB_HUMAN,O15120,1,0,-1
sp|O95260|ATE1_HUMAN,O95260,1,0,-1
sp|P61966|AP1S1_HUMAN,P61966,1,0,-1
sp|O60888|CUTA_HUMAN,O60888,1,0,-1
sp|O75718|CRTAP_HUMAN,O75718,1,0,-1
sp|Q96A35|RM24_HUMAN,Q96A35,1,0,-1
sp|Q6NZY4|ZCHC8_HUMAN,Q6NZY4,1,0,-1
sp|P05362|ICAM1_HUMAN,P05362,1,0,-1
sp|P38432|COIL_HUMAN,P38432,1,0,-1
sp|O43402|EMC8_HUMAN,O43402,1,0,-1
sp|P10746|HEM4_HUMAN,P10746,1,0,-1
sp|Q9H173|SIL1_HUMAN,Q9H173,1,0,-1
sp|Q96CP2|FWCH2_HUMAN,Q96CP2,1,0,-1
sp|Q09013|DMPK_HUMAN,Q09013,1,0,-1
sp|Q15057|ACAP2_HUMAN,Q15057,1,0,-1
sp|Q53S08|RAB6D_HUMAN,Q53S08,1,0,-1
sp|Q9NPF4|OSGEP_HUMAN,Q9NPF4,1,0,-1
sp|Q9P1U0|RPA12_HUMAN,Q9P1U0,1,0,-1
sp|Q9HD42|CHM1A_HUMAN,Q9HD42,1,0,-1
sp|Q99447|PCY2_HUMAN,Q99447,1,0,-1
sp|Q5JTH9|RRP12_HUMAN,Q5JTH9,1,0,-1
sp|Q9H871|RMD5A_HUMAN,Q9H871,1,0,-1
sp|Q13287|NMI_HUMAN,Q13287,1,0,-1
sp|O43159|RRP8_HUMAN,O43159,1,0,-1
sp|Q8N129|CNPY4_HUMAN,Q8N129,1,0,-1
sp|P55081|MFAP1_HUMAN,P55081,1,0,-1
sp|Q9Y508|RN114_HUMAN,Q9Y508,1,0,-1
sp|Q8WUW1|BRK1_HUMAN,Q8WUW1,1,0,-1
sp|Q99807|COQ7_HUMAN,Q99807,1,0,-1
sp|P12277|KCRB_HUMAN,P12277,1,0,-1
sp|Q9UKG1|DP13A_HUMAN,Q9UKG1,1,0,-1
sp|Q5VIR6|VPS53_HUMAN,Q5VIR6,1,0,-1
sp|Q5BJH7|YIF1B_HUMAN,Q5BJH7,1,0,-1
sp|Q9UNP9|PPIE_HUMAN,Q9UNP9,1,0,-1
sp|P15848|ARSB_HUMAN,P15848,1,0,-1
sp|Q9P0P0|RN181_HUMAN,Q9P0P0,1,0,-1
sp|Q6P1L8|RM14_HUMAN,Q6P1L8,1,0,-1
sp|P56937|DHB7_HUMAN,P56937,1,0,-1
sp|Q71RG4|TMUB2_HUMAN,Q71RG4,1,0,-1
sp|P50583|AP4A_HUMAN,P50583,1,0,-1
sp|O00762|UBE2C_HUMAN,O00762,1,0,-1
sp|Q9Y6G5|COMDA_HUMAN,Q9Y6G5,1,0,-1
sp|Q5TFE4|NT5D1_HUMAN,Q5TFE4,1,0,-1
sp|O14683|P5I11_HUMAN,O14683,1,0,-1
sp|Q9H9T3|ELP3_HUMAN,Q9H9T3,1,0,-1
sp|O43639|NCK2_HUMAN,O43639,1,0,-1
sp|O95858|TSN15_HUMAN,O95858,1,0,-1
sp|Q8WXD5|GEMI6_HUMAN,Q8WXD5,1,0,-1
sp|Q86VU5|CMTD1_HUMAN,Q86VU5,1,0,-1
sp|O00746|NDKM_HUMAN,O00746,1,0,-1
sp|Q9H875|PKRI1_HUMAN,Q9H875,1,0,-1
sp|Q6IN84|MRM1_HUMAN,Q6IN84,1,0,-1
sp|Q96GC9|VMP1_HUMAN,Q96GC9,1,0,-1
sp|Q643R3|LPCT4_HUMAN,Q643R3,1,0,-1
sp|O60292|SI1L3_HUMAN,O60292,1,0,-1
sp|Q86Y79|PTH_HUMAN,Q86Y79,1,0,-1
sp|O95983|MBD3_HUMAN,O95983,1,0,-1
sp|Q8N998|CCD89_HUMAN,Q8N998,1,0,-1
sp|P51580|TPMT_HUMAN,P51580,1,0,-1
sp|Q9NVZ3|NECP2_HUMAN,Q9NVZ3,1,0,-1
sp|Q9H6S0|YTDC2_HUMAN,Q9H6S0,1,0,-1
sp|Q9Y5J9|TIM8B_HUMAN,Q9Y5J9,1,0,-1
sp|Q9Y3C0|WASC3_HUMAN,Q9Y3C0,1,0,-1
sp|O15498|YKT6_HUMAN,O15498,1,0,-1
sp|Q14CS0|UBX2B_HUMAN,Q14CS0,1,0,-1
sp|Q15054|DPOD3_HUMAN,Q15054,1,0,-1
sp|Q9GZP9|DERL2_HUMAN,Q9GZP9,1,0,-1
sp|P62875|RPAB5_HUMAN,P62875,1,0,-1
sp|Q4LDG9|DNAL1_HUMAN,Q4LDG9,1,0,-1
sp|Q9C0H2|TTYH3_HUMAN,Q9C0H2,1,0,-1
sp|O60832|DKC1_HUMAN,O60832,1,0,-1
sp|Q06547|GABP1_HUMAN,Q06547,1,0,-1
sp|Q9H0B3|IQCN_HUMAN,Q9H0B3,1,0,-1
sp|Q9BWS9|CHID1_HUMAN,Q9BWS9,1,0,-1
sp|Q96A00|PP14A_HUMAN,Q96A00,1,0,-1
sp|Q03405|UPAR_HUMAN,Q03405,1,0,-1
sp|P52732|KIF11_HUMAN,P52732,1,0,-1
sp|Q9UIC8|LCMT1_HUMAN,Q9UIC8,1,0,-1
sp|P61964|WDR5_HUMAN,P61964,1,0,-1
sp|Q9HAB3|S52A2_HUMAN,Q9HAB3,1,0,-1
