"ProteinID","f_control_1_imputed_intensity","f_control_2_imputed_intensity","f_control_3_imputed_intensity","f_wvirus_1_imputed_intensity","f_wvirus_2_imputed_intensity","f_wvirus_3_imputed_intensity","m_control_1_imputed_intensity","m_control_2_imputed_intensity","m_control_3_imputed_intensity","m_wvirus_1_imputed_intensity","m_wvirus_2_imputed_intensity","m_wvirus_3_imputed_intensity"
"SDC3","11.9408567998726","12.8130897341685","12.0779906476841","8.67006843029865","11.7685275857965","12.6474561778636","9.82651122496998","11.3353401051525","10.7209624338807","11.6062062384681","10.3285290798664","11.3349883093485"
"DNAJC6","12.1132668317142","12.9192897976124","12.1919043442787","12.1593668097437","12.8275451596127","12.8043932321902","13.1272785976723","13.301024555533","12.9024014958156","12.3500468871004","12.000894362715","12.3127638599763"
"FAM20B","14.4846215270986","14.0260392354198","14.197592985903","14.0052912032225","14.0455207848127","14.0448807419281","14.4735281918355","14.3424427972468","14.3949181542034","13.6824899031752","14.0619702221628","14.1850767360194"
"DENND4B","12.7667483604411","12.3090982931977","12.4426480862338","12.2878854925678","12.7406577716239","10.6616484695753","12.5983293779619","12.5769991657343","12.647737224616","12.1943567341912","12.2809650106065","12.667111542075"
"TMCC2","9.72273347499102","10.2591104296646","10.1691766419908","12.8698078027211","11.4001733885754","10.9929821844359","13.2847431451254","13.4039972800621","12.7437005069348","9.67556404646185","9.76473800722984","9.73851890781828"
"EFCAB14","11.7575145912831","11.3531468254981","10.5289717080678","10.9722540905876","10.6132328272108","11.4519784559793","10.8694319068633","10.4432687647318","10.2095269763994","11.7836166919706","10.2100038388316","11.872408038284"
"WDR1","20.0821282458996","19.8991813552321","19.9067937317279","19.9007459574027","19.847574302401","19.813608984266","19.5318173864735","19.4751990650121","19.4417588200731","19.4522613528085","19.4700014446547","19.4206778092247"
"FZD7","14.7496809096309","14.7863360015305","14.474802318716","14.654070966739","15.1106994368796","15.2164692646187","13.6135822981095","14.0967480923555","14.0583215695863","14.2722798569217","14.1520391955914","14.3253616774954"
"SLIT3","12.9865887011925","12.7791119495199","12.4917529056952","13.4646350864328","13.7436878859984","13.8081798883868","12.9154088580812","12.8738670154897","13.092729066224","12.5393090840149","12.2883412575018","13.1304820808022"
"LRP4","12.6944427747461","12.692096735597","12.6810912353189","12.6387978999517","12.8170176109588","12.3513809806743","12.4541193311258","12.4580861496441","12.181788964931","12.1571447922995","11.5319710903466","12.7704780730602"
"ATP9A","14.0553671777868","13.7371839543311","13.8033844673669","14.0969210038205","13.8393022219005","13.8298713567273","13.2371591607395","13.0937839689988","13.0822604998801","13.4826315157266","13.65193740267","13.4553272203046"
"N4BP1","13.4227218209006","13.2973032055066","13.4737945203173","13.2548573724431","13.1995910682728","13.2280069462109","13.0779556103028","13.081438498808","13.0321060102062","13.2949509458345","13.3436021377457","13.749125686449"
"ROCK2","15.7820460599519","15.8004373587255","15.8060586717428","15.8133327840177","15.5871006548555","15.4977271172587","15.8587702388774","15.7642573818395","15.8567659302547","15.7227088226957","15.641854189084","15.6436110234982"
"CLASP2","14.2321885542119","14.2845277246105","14.2216626372449","13.9893590174841","13.6760121470724","13.7937150630175","14.278689016311","14.2826685672759","14.2286007669742","13.9859575329363","13.9131044523617","13.7879637583921"
"PTCD1","12.8184363828247","12.4211943650715","12.5881711805592","12.1281812532629","12.161427951585","11.0550167704609","13.0285795115851","13.2086778914401","13.2928105016327","12.5796365008612","12.6287325923979","12.2091944127482"
"CPNE3","18.4176547635264","18.3521813969179","18.448317992367","18.8986338599576","19.1734795133627","19.056539817652","18.2344713074136","18.2852712591544","18.2786536295517","18.4683694871095","18.6025393943331","18.9138594431532"
"ZBED4","11.1881459894177","9.63837839497812","9.98411495310874","10.888519198672","10.0511417732948","10.5983866869601","9.63126255968582","10.6386564222112","8.54792018308511","11.19374538944","10.1705788227086","11.275307219419"
"DEPDC5","12.9092837088757","12.5990969124698","12.6061992970113","12.8453998796864","13.8390561247979","12.6667255295878","12.4412894599753","12.4354020093037","12.3574502866335","12.660419365591","12.623778632613","12.7201972224128"
"ATG13","13.2786280416619","13.3749715318274","13.4689548983353","12.7226880130204","12.9299832732453","12.4487977326634","13.1161506141493","12.9912702736813","13.1131723973439","13.2463011923537","13.0613104321133","13.1446964762928"
"HIP1R","13.9757673782723","14.0406921261233","14.1147834472499","14.0147440780349","13.9253782645556","13.814532399274","14.0359245544128","13.9844718645886","14.0472261789317","14.0565699813616","13.8524124661189","13.9588426752432"
"OBSL1","13.850362670042","13.7590871569782","13.7928106252604","13.262582318739","13.0705235008783","13.0808891277323","13.4771384624179","13.1202524597653","13.1629954724177","13.7130964860387","13.5684549449482","13.9386239574213"
"RNF40","13.7240234922244","13.5833178681375","13.6078966453425","13.7480250845982","13.3310428844068","13.1576579908414","14.377712132244","14.2392777952603","14.264171336329","13.9624893769154","13.9587611299362","13.4332333305233"
"PHF2","14.22446902686","13.7908677246427","14.002384322323","14.3296351890405","13.711032375104","14.1239839519318","14.3606276461929","14.4752457804496","14.3977281047164","14.3915591108926","14.5172633885119","13.6798978927514"
"ZC3H11A","13.2142629541808","13.0079260424576","13.3702923550257","14.2940247674857","13.9291104323262","13.9828777410205","13.8982140220423","13.7362750768222","13.8188517589237","14.3009244909763","14.0904598158609","13.5356034455"
"CLUH","16.1269222156129","15.969950806944","16.1003769416258","15.954332647352","15.59834333678","15.6767587360666","16.539826739164","16.5683079745285","16.5942298247993","16.1474533835951","16.1126614490579","16.2001993812325"
"CAND2","13.5861595535607","13.3865361479291","13.5101954817242","13.073006801414","12.3700579973349","12.7951102399081","13.4149098137086","13.3413242269757","13.3585138471497","12.9464676986692","12.7069815832335","12.7326613856891"
"TSC22D2","15.1402506278047","15.1305223005673","15.1531640731786","16.2713846025745","15.8160961608797","15.8321903470398","15.0820575391127","14.9761255204171","15.14981458551","16.032951863348","16.5776368259673","17.1077176974216"
"NPHP4","12.8310637387719","13.1466402677854","13.0500084619719","12.7002164472758","10.8931397727969","12.9310514147419","12.4634451863489","12.3638883468937","12.6820509070087","12.2761069532125","10.9412802925698","9.82692752006735"
"KDM4A","13.0508485620853","13.0630276191694","13.0197540299701","13.1079117693604","14.4170019916567","12.2004419449194","12.8691195496526","13.0488921067583","13.0708789989573","12.7938024280927","13.9600924597901","12.5938789420301"
"DNAJC13","15.3672372702743","15.4512175524208","15.3155033981399","14.963307035359","14.5937470837186","14.7755279797788","15.4688880971049","15.4714942311714","15.4976148603163","14.6893100820595","14.7436721096725","14.4444584627106"
"PHACTR2","11.1941289238721","11.9161668437714","11.9113695157831","12.468898912752","12.6136743757213","12.2151719774757","12.1255619945565","11.187296393501","11.8452861774581","12.0368570133157","11.8486151166823","12.7737491316762"
"PPP6R2","14.7031898337261","14.8265931736011","14.7509581590847","14.1669476250772","14.0067906539174","14.0079207880874","14.3180131405961","14.3325610948064","14.2460948034173","13.9963234208717","13.8016780498787","14.2837250361681"
"ADAMTS4","11.6955154097048","11.6895830932822","12.0885895067046","13.3728650601126","13.8950545307483","13.8220628905835","10.245500059933","10.4750834308181","10.0242879019441","9.76290223394151","10.4075389172439","10.2744289658539"
"CNOT3","15.757970700173","15.6917380676229","15.7421067665694","15.7043278649168","15.5255177504609","15.5182812474394","15.9367644452978","15.9414419820277","15.9499839727226","15.9158957136056","15.7673620272914","15.9999207482177"
"ANKRD17","15.882174938091","15.8875181311198","15.8139114286407","15.119569358028","14.9375163537752","14.8194706072121","16.0306800666536","15.9296745106562","15.805716166499","15.270912136556","15.3319630966377","15.5443577504786"
"SIN3B","12.8207792954675","12.7646352678835","12.6557699599358","12.6345365490588","12.7245841955781","12.6720783285477","13.1943644298576","13.1396920338856","13.2671187789931","12.9090867788853","12.9856569642432","12.5956281327838"
"DNAJB6","15.2547998101413","14.9049826477394","15.1622457615406","15.7816926835408","15.7474770911315","15.5877072078392","15.5877218557236","15.5866081924309","15.5416169567932","15.4940492796065","15.4436590951143","15.4310208929125"
"XYLB","12.612751031706","12.7066751566822","12.9389712297334","12.4753027870698","12.5731714172821","11.4831570407589","12.5239906824844","12.513379708593","12.345030940228","12.0601318465377","12.144224859446","12.4555404233685"
"LRP5","10.8092697301378","10.7574400152605","11.0078542310757","10.5057593274458","10.7008435235597","11.1303517610609","10.0644868017484","10.7255366784311","10.7728836209599","10.2049854674099","10.6156901701603","11.1769958865746"
"COQ9","14.0383446082872","13.7907862894869","13.2079080992001","13.6147213451459","13.0688168970983","13.3102009300028","13.7754971157006","13.976761003845","13.6771800714541","13.1902166765424","13.5168572746024","13.5783255128575"
"GGCT","14.3255584386629","14.579687171625","14.6482564549813","15.2774181784027","15.8269729513639","15.832830691603","13.7083187400416","13.8116757253401","13.7297057054235","14.5178784948726","14.4452994240664","15.2333912419462"
"NDUFS7","16.411635113234","16.4698643596938","16.2775253350947","15.7390580267262","15.7265374927251","15.6676271734687","16.2794255896897","16.3760711107893","16.5015200058702","16.0976350733003","15.923622290309","15.7747407394535"
"RTN2","13.1486672341233","12.5533413020917","12.4004125122988","12.3876161819036","10.7877178753976","13.0240903886546","11.5094533800785","10.4667710524253","10.3112457297827","11.1292121685739","10.8318455805774","10.2348060025295"
"NDUFS2","16.0992060162347","16.0171803150831","16.0613036807835","15.9929626699361","15.6439379026094","15.5563683406543","16.2248721853303","16.1039639132627","16.124501003499","15.6719473479633","15.8377757427142","15.6208612880446"
"ZPR1","12.6754300355475","12.8844319361905","12.8551079037245","15.4961890610355","15.089694606305","15.0393217768508","12.7032049773257","12.8824099680412","12.8285649438441","14.4895720361854","14.6914600113358","15.7041630276385"
"USP12","11.7856976646083","11.9074164823166","11.9532725153393","12.4805074899745","11.5554231480883","11.6180137676714","11.871809003457","11.7885511367485","11.4388646091391","11.4516387044901","11.8732633798015","12.0306050686816"
"DUSP11","12.2285571783195","11.8653814454031","11.7783605469051","11.7700444002968","12.3968482421825","11.3899824885991","12.5788278846555","12.5285298087556","12.2319351500631","12.0157565194948","11.766868423736","11.0093770510019"
"NIPSNAP2","16.6450391654119","16.7006970870643","16.8729633904287","17.317933673455","16.8669166689579","16.7843664621429","16.2494153409233","16.4869905301775","16.3929076906061","16.8436880073915","16.8108226386287","16.8217117096045"
"SEMA7A","12.4448156077246","12.8865863453227","13.0734771749481","10.3540729726716","12.4948455865699","12.7646414874019","13.8966635196768","13.7050815528235","13.7077042331568","10.1658422469555","10.4414318595741","10.4729558388123"
"HMMR","9.80703596857125","11.6543166341622","10.2707979891469","10.3077633888136","11.0156401748762","11.1229404345257","12.0134448122475","12.0164322467321","12.0907839768559","11.5403314936501","11.0148713257207","10.7375177701783"
"PPFIA2","12.7715554952227","12.7697448834799","12.7677768547931","13.2206579512474","13.625731670337","13.7248655311186","12.6786705556868","12.492166147224","12.3845868093183","13.0172433979353","12.8397982260724","12.805489967722"
"CILP","13.3906660735658","13.245337296043","13.2878277905363","13.0269660039837","13.3783355022695","13.0609491915918","12.7453655021177","13.0485260401108","12.5995456146925","12.1246641594334","10.432576479457","10.6821521885239"
"PDCD6","14.4895783077773","14.7103974973799","14.6203057522116","17.0478374980706","17.4820595094913","17.6547339127818","13.9756867840357","14.0216393455907","13.9608255250576","16.3627708799967","16.3753958514053","16.462828145815"
"TBCA","14.5138756076867","14.2471487106572","14.2775562092747","19.2007214365413","20.535639892993","20.5914931277266","14.2344282700137","14.393819447944","14.3933301204231","19.3497498799679","19.7752276699758","20.145693374677"
"ATP6V1G1","15.303056508141","15.0641364629801","14.6919506627472","16.9834946709365","16.309478130208","16.4893776033139","15.2634379353479","14.6393350554474","13.9961998238519","16.4752806180963","16.2854076376285","16.7833819622474"
"VPS4B","17.8629702450504","17.6635303084994","17.6627031408451","17.5085143837894","17.4889306219604","17.3349453760113","17.8219732354811","17.8952379987919","17.8409622802179","17.4550060718846","17.3792768224616","17.6047848570864"
"MPDU1","14.1431041511572","14.2793421544507","13.9905737917054","14.4205326667481","14.046024085743","14.6403805214901","13.5194765451316","13.9170736628782","14.4075466087595","14.4442060786841","16.4164792315431","16.2061444131114"
"ENTPD6","12.054288884705","12.7715348625091","12.637471683295","11.6502484750507","12.1379677396747","10.9371566638029","12.2525176077623","12.2059337251402","12.3134867873207","11.5954952687266","12.1189702636498","12.628625524027"
"ENTPD3","12.5691791864818","12.2761971199256","12.6793437407864","13.1201892681996","13.8032330917884","13.7855342049389","10.2084016786933","11.2858816122433","9.68787202781508","11.3749144937613","11.9931790012306","12.4270823297804"
"ENTPD5","12.3985673517677","12.5211783651536","12.496641600751","12.4457649764322","12.4403111830407","12.4339322513068","11.9582083124444","11.6009350086947","11.6061969831849","11.7417661123629","11.5995223693004","11.526440552043"
"ZNF217","10.8476446430833","10.461714761328","10.7827689315588","11.4898379277546","11.73820628546","11.8073146677281","12.3302838800299","12.0319527135072","11.8509876783955","11.4569447211205","11.2028033715283","10.8047683127776"
"MACROH2A1","18.5881436509888","17.6066582289481","18.1962803349137","19.1292553422141","18.7938191893917","18.8461514612322","18.2646258577741","18.3570063892677","18.4095193872961","19.4352592361259","19.4464654466028","18.1088868410194"
"SH3BGRL","16.1595993870942","16.2216343192156","16.0388418469295","18.5090713581334","19.3952809956502","19.3642201688242","15.6759818345611","15.7204072684865","15.6002149213122","18.2343917807777","18.456442655545","19.0366699902883"
"FLNB","19.1708492840329","19.0933479246099","19.1562658118824","18.5874772165544","18.3968054388294","18.4184456063807","18.9941241300174","18.9155584797824","18.906887660435","18.7203244295395","18.6106860493663","18.9241426944104"
"NCOR1","12.7647472151129","12.6603903950727","12.7345466305055","12.5837691539884","12.7993382919312","13.1393003297622","13.4082899307523","13.3519192405027","13.2490512151431","12.701104990476","12.5202061423981","13.02799063496"
"VAMP4","11.9875482589537","12.2023901712048","12.6820882268779","11.4658265562006","12.5764111236776","11.5228119909804","12.9315501027095","12.3314432313629","12.9929294874203","11.7412689393184","11.7468417875019","12.7269759287587"
"NDUFS6","12.4597901985488","12.2766943898976","12.3820214269707","15.0093256504307","16.0123146334018","16.1248018583761","12.3678051325486","12.5110558416784","12.3326575905811","14.3195733414965","15.1348674684432","15.1987059307949"
"PEX14","14.5595563407028","14.6456302896748","14.6659798337506","14.8994418959139","14.7010139941316","14.981446873917","14.4023992275338","14.645984848009","14.5364961441132","14.7194423006389","14.666384909815","15.2655417965014"
"TRIM3","14.3805963452279","14.2633058835678","14.3257832757141","14.3442404185779","14.0671906416849","14.2009828721475","14.4218544454434","14.4178920619053","14.4136477606562","14.0296668336119","13.948011259619","13.7492828467663"
"ULK1","13.0865111177575","13.147472065956","13.2170716401423","13.0126158100448","12.8820277860308","12.7670215934346","13.0645609009719","13.1739362984971","12.9209705956318","13.214871562359","13.1662588196756","13.2036722364204"
"TULP3","11.8141939032602","11.0902206105158","11.9804359424651","11.9925843440058","12.2700762771955","12.5821278651999","12.0121286581648","12.1445913318371","12.2212578253964","12.2300264419173","11.8615754780299","12.3452139466451"
"CS","18.3785954425169","17.912906874072","17.8365127148369","18.2480665411402","18.1306158071874","18.2095390383343","18.4372034487629","18.6699784436685","18.6109599368372","19.0397062483551","18.9445633738129","18.4338095408903"
"SPAG7","12.4733785190156","12.9097806031607","12.9488180033555","14.3314488298333","14.0807009616657","14.049278504253","13.0267412827062","12.7649192652155","12.9947829989982","13.8733095264767","14.006589064102","14.9084536075035"
"MRPL33","12.9499251724297","12.7661230417722","13.4049153593603","13.2957258939503","13.2163426959012","12.6518185919494","13.4112461518404","13.2047239640196","13.017013676076","13.3837582845416","13.1817408334082","13.7328987655276"
"SEC22B","18.7580214669576","18.6193781893584","18.7012556905472","18.5350019288883","17.8403230765085","17.9670010453541","18.0088443874862","18.0414773489729","18.1908904762958","17.7902530301122","17.9022691132094","17.1187282043625"
"PRPF40A","15.4012662017069","14.9663477273722","15.2756698556499","15.6664986436008","15.6497080718316","15.6433855464687","15.4946837355801","15.6434165516499","15.7813187272879","15.8301536956723","15.9069586899588","15.4131518880539"
"TACC1","14.4504509204482","14.140590153603","14.1663121785414","14.5109557399577","14.3153264910458","14.4380965825435","14.7964249792589","14.7157582659596","14.6739935969491","14.0844430182126","14.0692483534096","14.6724640166419"
"NME6","14.8988186443942","14.5681758368245","14.9997710385276","15.3297402883735","15.6552092561401","15.3055986650071","14.9422304101291","15.1698467281037","15.1074214320149","15.5240672273701","15.6419557658665","15.1985601455074"
"CDC45","10.2337533075368","12.2947643220659","9.64802123197502","10.1124545428124","10.5616525062942","10.4172169749977","10.9336208355279","13.120006159059","12.6855635216942","12.5359727374926","12.4010394897233","10.5070189526159"
"GIGYF1","12.8854428118928","12.7068736939842","12.8620503200459","12.7586250642738","13.2144860897311","12.6158503000216","13.444070161303","13.481168745299","13.3387642335607","12.714116699858","12.4218176361632","13.3129396638805"
"LRCH4","13.942386211204","14.1391995886526","13.9846409698741","13.8480458252352","13.7332695933503","13.4670068500711","14.227834015736","14.2106637346145","14.0569848006866","13.7255686300404","13.5357006367686","13.8258432533582"
"MTX2","15.6295928374992","15.1848908356842","15.2431963022211","15.944112643505","15.576256988677","15.5593143477031","15.1139822154799","15.2135029718685","15.3722733358935","15.5560239980872","15.8704706828757","15.9042676924688"
"VPS26A","17.031130403508","16.7393323344401","16.7845326101437","17.2926092227643","17.3682421387285","17.2558584415264","16.9579975516481","17.0397651416248","16.9453409528971","17.6406332974956","17.7817182934362","17.8189066674868"
"ZNF254","12.4712814674764","11.8802684435945","12.5539868037762","13.067562086723","11.1712429853241","11.6102534282105","12.5026279630071","12.3047306281434","12.6942751714955","12.6370142405832","12.7050750711654","10.498119110939"
"NDUFB1","14.1741532719969","14.2261562663371","14.0335692597228","15.7037981568487","15.2302719244211","15.4819570601872","14.188874698473","14.2461319259073","14.1645220100387","15.6724750663573","15.7280453877351","15.7764047581414"
"PMPCB","16.1982263184441","16.0934835901101","16.0401719749055","16.2619663422776","15.8077825549572","16.0021117764799","16.2758698751289","16.1851077170798","16.1642764738458","15.9954513943152","15.8082704047492","16.1112579549798"
"SAP30","10.195970624082","9.72190021415867","11.6706000729269","10.4150116699788","10.6518407017489","10.4338034966637","10.4313777682463","10.3606296089541","11.7123895536958","10.9310350231663","12.2446730358756","11.5343855699558"
"MED24","13.0246600841862","13.1477502852549","13.0909906741526","12.6314226386222","13.0864182330621","12.5239784349258","13.291199483852","13.4614282869804","13.3643261989173","13.35674081045","13.2974751715801","12.5721909779955"
"KATNA1","15.4120934565175","15.0111660933632","15.1013437791854","15.9231835430357","15.7911069138326","15.7798450110352","15.3025746693115","15.2131801809446","15.1349115758471","15.9860219958761","15.4877238650694","15.8851291347599"
"E2F6","10.9345668895376","10.1446659819633","10.4303166392092","9.75775078311271","10.9835111476085","12.1062207394808","10.7615429219652","10.5142998238516","9.92126225570134","10.3808398175162","11.3051950035885","11.3751189242062"
"ZNF324","16.3843115867637","16.1632899793805","15.8939698171717","17.6593409358906","18.3605899269274","17.9636073294128","15.8378989057661","16.4102244218961","16.3616405539189","17.1618109395632","17.9016859669297","18.0662574053523"
"PSIP1","12.9965299808251","12.9354615894798","13.0321473458536","15.0129867383379","14.6832194387884","14.4676692269546","14.0827561364909","13.9666676648671","13.9667667860321","15.5157706655796","15.5239263816418","15.1262083804867"
"ERLIN1","15.4063113165379","15.465735381028","15.5625405694702","15.3022819182573","15.3493745392487","15.2990863574258","15.5963120724863","15.6410808424526","15.6154399776875","15.1829917314202","15.0819785097791","15.1020043867272"
"SUPT3H","13.1917732890711","13.044506825506","13.1221242667627","13.127046394921","11.4429738922758","12.5430294028688","13.2797774156632","13.3050072023252","13.3016105086026","11.9102117312141","11.8856048675808","11.8732749166087"
"GPC4","15.3325436129973","15.0007790773929","15.1815482912576","15.5079989910085","15.9178312407005","15.9883118950603","15.2213454435624","15.2728192939067","15.3206806953121","16.4936162516849","16.6778022111097","16.9480477736067"
"NDUFS3","16.243863845144","16.0909208137794","16.0753976696811","16.2222100099194","16.1243697384256","16.2671140228172","16.3561200764242","16.3960862863815","16.3143796694367","15.6829342507388","15.784251425394","16.3364891257451"
"SRSF10","14.8602237455578","14.777512182466","14.9160800503304","15.8495859152144","15.9116962625354","15.8504530200215","15.4493518003029","15.254187145921","15.3051141111242","15.815796050099","16.0208649456948","16.404936973753"
"GMNN","10.4230596432807","10.1072331810857","11.1046458886587","11.8923229993229","11.0456087787364","11.713419803168","10.6272451462614","11.3716930481783","11.3012103712984","12.1979722511478","12.6706097811985","13.5975754011475"
"CLN5","15.9822070594677","15.5693275517578","15.7813161656094","16.0839861760618","16.3662897669044","16.2824206191801","14.5127219476046","14.6680650382135","14.6701749016938","15.1724275086455","15.5076552935036","16.2515452830599"
"HSBP1","10.6225399142625","10.8389897532933","9.73181817622107","13.9296930012941","10.5885146268438","13.2469216661373","10.4632705464757","9.59287239599066","11.1458928902791","14.582153745269","15.2475122042767","15.8057917261166"
"CLDN11","12.5302380616369","12.567799252214","13.0761124458499","13.4391685879327","14.1245171583749","13.8134906192058","10.454937759329","10.4497470642554","10.7115809426725","10.4011086369642","10.3195014023006","11.1804686476667"
"TNFRSF21","11.3722556484458","10.8719437295427","11.7716132652509","11.1719711247769","11.6955719565561","10.6525209460327","13.1712768944423","12.9354100217057","13.0864630175011","9.69290662648458","11.3966120262134","11.7187169470761"
"ECI2","14.6577371277098","14.4664270207249","14.5414899139906","15.9361594148671","15.8964814154095","15.6950080200476","14.3712389360878","14.4074271105668","14.3468045697841","14.9725176548777","15.1414964957635","14.893709174938"
"KHDRBS3","13.7276439682314","13.5767559484882","13.8327219272372","14.7787393766474","14.6099578324377","14.658719148869","13.6979992056767","14.0670477527401","14.1062194007264","15.1457252131128","15.0948900453275","14.6764254359538"
"TADA3","10.7014104362328","11.5609012014119","11.0310877460439","11.2950310406974","11.474184163526","10.1781278525895","11.173002471805","10.8309147761913","10.1739768859494","10.6077721004705","9.50159085526008","10.384476300468"
"TAF5L","12.4165389380207","11.933753347393","12.1977726502896","9.84618769611174","13.0579798807016","12.2933107017686","12.4776115613827","12.6003566443325","12.621227710052","12.3317623095096","12.3680071065794","12.7372283267112"
"EED","12.5364900731992","12.0003204850273","12.1445690274826","12.992433871032","12.8991473014783","12.4321843140708","12.7947326396032","13.1119050763102","12.9076342935208","13.5021853796145","13.6980643396159","13.2715272240709"
"BANF1","14.9683112949698","14.8964932410598","15.6541912707124","18.4048463574011","19.196357187195","19.4008919410967","14.7496180649011","14.7069923717147","15.3590769144119","18.2543873976386","18.7189910034814","19.5238490637386"
"SF3B1","17.1279641033543","17.1158666394145","17.0823465832212","17.4617911661929","17.0580551606984","17.1123275045975","17.5365204275138","17.501961549804","17.5843459831887","17.7181247860988","17.7474915146792","16.8064237532346"
"CSDE1","16.937580719165","16.7149430809747","16.8652378875736","16.5960819926791","16.5909422417731","16.6298261709514","17.0961283227022","17.1355289379523","17.1773708711278","16.6859259172457","16.7953674996354","17.182724105622"
"WBP4","12.1666369972949","10.3322192662406","11.8041471586215","12.3900910141615","12.8131037670261","12.7655078116051","12.0320939537526","10.5635252859903","11.5987550611685","12.237460946344","12.7045996701782","13.1866064056071"
"PRKRA","15.6977847856872","16.1020905306317","15.9591008716452","15.6783498023099","15.0636689313989","14.9753598834687","15.500066932277","15.4116632467997","15.4872842229451","15.2594747927041","15.4153852750712","15.4717641101152"
"CRCP","11.5000401595914","11.5533701038613","12.0762744849456","12.9594550238217","12.2403381832212","12.6374309269591","11.9562309365499","11.184621237642","11.9909584047496","12.4769739799115","11.9014401502273","12.1390972412743"
"ITGA10","12.0604020944897","12.6184956274478","12.541812943746","11.534127763865","12.3683072860008","12.6440432771567","12.6951586784754","12.6659842735568","12.3359820509655","10.4347593248762","10.8205076994806","11.0744492405505"
"MED6","12.212934051809","11.8281206128742","11.8856811227827","12.6436803506012","12.1972535587815","12.2073133249645","12.6296116193931","12.7431324554594","12.3515079728879","12.1604355673662","12.5529740291183","11.9866313617591"
"MYCBP2","15.1063870910469","14.9573560148119","15.0553968364108","14.7425410235293","14.5190710538283","14.3671212132167","15.1433034872599","15.1537776330795","15.1372033046152","14.9804163057154","14.9548415248809","14.8296583276198"
"GCAT","12.710102560831","13.3479811670512","13.3729330588419","12.8525626699421","12.8328999010212","12.8285252769994","12.7923388732055","12.6426045598916","12.5603495540912","12.6514194956379","12.8576991912316","11.9193698800325"
"LYPLA1","15.7428515029058","14.4628792565044","14.4307726794471","16.2919638627752","16.8577623589601","16.8189690610447","15.0953722963174","15.2989360561899","15.5748329711923","16.511499418801","16.562056052147","16.5121818164073"
"ERAL1","14.0759052765813","13.6962177383748","13.8790758432684","14.3364995862095","13.9755434942752","14.0523812490989","14.8124531002973","14.9037736018989","14.7503092064098","14.6446055202992","14.554954515097","14.1596663939496"
"SERPINB7","12.745636512629","12.6283042712301","12.6982011113171","12.0283515878561","11.3809149190405","10.3677207756302","12.5100322521112","12.5309134835297","12.2505530583503","14.5153980134379","10.5356511321824","15.4157516696222"
"SNRNP200","16.2871261656063","16.2643931166975","16.1875531208929","16.2943299694448","16.0472240484469","16.02800747568","16.6306510720206","16.6859532848139","16.6780361322778","16.5914127728536","16.6398352783226","15.8529854000024"
"TRMU","11.5207708969857","11.5898102929325","11.6260649073912","12.4135195112836","11.1136014729125","12.129505200634","11.8697133560517","11.8052037678926","11.5281708185234","12.2076854688416","11.8757071218359","11.6824021146278"
"TIPRL","16.5557245029468","16.1344002481499","16.4585155546442","16.5881539014221","16.5047988190521","16.5348879770345","16.1893941102077","16.4118734037278","16.4876594972732","16.312526703432","16.2989986836078","16.2386155896806"
"OFD1","11.1988869909569","11.1865042717396","11.665136022559","11.8288941365685","11.7356533285067","10.9535926372892","11.4603893403545","11.5377134531898","11.3841685582344","11.6096589408151","11.4483847848722","11.8687299724435"
"TOM1L1","13.8831873959219","13.82287949165","14.1521739102596","13.9355794517566","14.1304981688428","14.1454864077159","13.4380770841614","13.3806504537319","13.3607510841674","14.3920356188828","14.1692282193897","14.5782075598491"
"RPS6KA4","13.9189470691323","14.0673587282092","13.9368495432918","13.6395215995108","13.2221715118729","13.6639916480899","14.2750696307712","14.282241418482","14.1139700105404","13.8373224121194","13.8278884748691","13.3860780340087"
"SURF6","13.2881739681123","13.2988931101034","13.130782897475","14.5746171778821","14.563684875","14.5836058142128","13.374659152871","13.5702826587828","13.4553914414108","14.2052663435061","14.1443395912478","13.7756308552711"
"PPM1B","13.3321064989079","13.1704587123981","13.3209697369718","15.5871446165414","15.1676219905119","15.1535243238441","13.1574258898048","13.0160439164061","13.2018405844596","15.5305313116062","15.5269607054762","15.7048924924971"
"UTP20","14.4557446064035","14.2473564325111","14.3170168359211","14.5720606762465","14.3158712954237","14.4066434883016","14.8418345820495","14.853007337628","14.9444741541185","14.6330633328942","14.6162501658012","13.9532052079378"
"NUP155","15.8430549192212","16.0027073543395","15.9580768738407","15.7939334657864","15.4932956960476","15.5239692491886","16.1091328021205","15.993400607631","16.0198491359552","15.6745509107492","15.6434250074928","15.4005692822015"
"RP2","15.595135075659","15.2260847493599","15.5717022857429","16.080663492041","16.3279069590301","16.1955010137098","15.359320613189","15.5711482343331","15.5465689488526","15.9305895128749","15.9200294596986","16.4978081862852"
"WDHD1","12.5313497793652","12.5846008423794","12.7799203993173","12.8460760267865","12.954079959321","12.8741110894178","14.0065101734624","14.0266271800442","13.9372634619397","13.5410845121524","13.4778214967834","13.2607313949034"
"CRTAP","17.4921426707631","16.9884406078487","17.2822287468829","16.7496075905133","16.7136147374267","16.5919737025299","17.0734721539765","17.3696399422296","17.3666722575761","16.6470789270631","16.7943143217405","16.9292468485342"
"SLC25A12","15.3611316181165","15.0798889018379","15.1986330399926","15.4908696747638","15.0288686811566","15.1565808529567","15.0901827327894","15.1787231986877","15.1410054647406","15.0529543139707","15.0531113364596","14.6667843255134"
