gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
KALM	-0.5398127795621779	11.798159314848503	-6.606598692253398	1.8639477573309548e-5	3.130868619603204e-4	2.2332950615601987
AMPD2	-0.3656340855077864	16.412949876883367	-6.601205818602086	1.879321937110126e-5	3.139296894876983e-4	2.224649214213846
WDR81	-0.3809326935096822	13.571657432709905	-6.5961186596629044	1.893947589162711e-5	3.1540107924878807e-4	2.2164898931381316
CAVN3	-0.3879821172201861	15.99711001188654	-6.552082296894695	2.025701213339361e-5	3.3447724705180915e-4	2.1457137613977544
ABHEB	-1.1721070288199622	15.90665362294664	-6.537347272816648	2.071924415348007e-5	3.413846647915562e-4	2.1219728475245585
SEPT9	-0.32823991057471713	17.88595800255824	-6.530594528154733	2.0934790706670278e-5	3.4348073275479907e-4	2.1110830899996564
JCAD	-0.491740758986284	12.351322627003732	-6.485584133246842	2.24334833058595e-5	3.6154934038833657e-4	2.038339858671609
PAPS2	-0.5355792243512967	14.191641769951445	-6.470670213681433	2.2954756204755428e-5	3.688411962900474e-4	2.014176339832984
DPF3	-0.5727241211661036	12.780697329553451	-6.463560075002971	2.3207764263659906e-5	3.7213769624429505e-4	2.002645892862102
CLIP2	-0.3405692158233344	15.144673232804776	-6.461422267209743	2.328441148765021e-5	3.725984941141063e-4	1.9991776900423677
DIXC1	-0.4943219971540119	11.580408426236566	-6.452132921661932	2.362058540145237e-5	3.7642887841617844e-4	1.9841002299724497
GDN	-0.7642072448912777	12.007122852123015	-6.438509804741566	2.4122905684665394e-5	3.836479294675721e-4	1.961967505337693
SDC4	-0.5349243492127231	13.965277414905769	-6.418932425920035	2.4864640836045387e-5	3.939652580239404e-4	1.9301171501602674
PMGT2	-0.6283482145697447	12.682771742305885	-6.418716593825938	2.487295122666256e-5	3.939652580239404e-4	1.929765724097317
GT253	-0.4058755371475356	13.046825236531976	-6.417213411869132	2.4930911169067897e-5	3.9408068325577444e-4	1.9273180105127494
DYHC2	-0.3296342571479181	13.40409111553146	-6.40963489313858	2.5225306894632408e-5	3.979253787414934e-4	1.9149728239105244
HIC1	-0.5137522896495679	12.72477368795583	-6.4034350468617465	2.5468878558978e-5	4.009543897837488e-4	1.9048676588478735
KBTBB	-0.8403438057848339	12.015603001853556	-6.393212091014978	2.587594877744156e-5	4.06539906347804e-4	1.888193811383367
DISP2	-1.1638457470776677	12.666779222212387	-6.367247213704023	2.6941069171010362e-5	4.2157081477454245e-4	1.8457807900988126
DPYL2	-0.7401141907605043	17.905339428498852	-6.352442498887562	2.756903293216431e-5	4.288087382268837e-4	1.8215566477089205
SUN2	-0.4302672254392564	14.63731701973466	-6.350048165062102	2.7672036356446823e-5	4.295517499881975e-4	1.8176361335541635
PAX8	-5.442148482368645	9.330122508833037	-6.321776374160256	2.891949358106888e-5	4.462438523412156e-4	1.7712846213953295
FWCH2	-0.5409662963849198	15.143420706953737	-6.319146076521498	2.9038535282561367e-5	4.463096618428454e-4	1.7669667332879087
MRP3	-0.3791078374729116	12.873486847076855	-6.30771694511511	2.956183639648209e-5	4.5256143684917194e-4	1.7481937864367705
KGP1	-0.7902147892919789	11.568712054559636	-6.272882328883946	3.121914518534952e-5	4.714394021484723e-4	1.690866544972362
ANR44	-0.8756153063579988	11.29459209522888	-6.264511031695008	3.1631864467458564e-5	4.767461433399714e-4	1.6770653279929366
NHSL2	-1.1350564048127811	12.37094905261791	-6.261073477386737	3.180300685649172e-5	4.774748732103014e-4	1.6713952935396357
SETX	-0.40447131599443287	12.555815767696746	-6.253468321919017	3.218512156210481e-5	4.8228071365797513e-4	1.6588453454930168
PDZD8	-0.5929501465369564	14.69351604679785	-6.231292722835215	3.3327245669646425e-5	4.94904684746271e-4	1.622206484439733
MYO1B	-0.4169214693709354	17.446996319639428	-6.228456745487439	3.3476365955327154e-5	4.958965676849129e-4	1.6175160146743082
ABHD6	-0.45435504990885406	13.102526877071455	-6.22390914135327	3.371695851509518e-5	4.985110007070251e-4	1.6099923729464205
DOCK4	-0.47613965703855893	13.246093926346722	-6.219523928283809	3.3950688964635714e-5	5.00979622853858e-4	1.6027347292566088
ITPR1	-0.5940023241237979	13.515718301707889	-6.19965976254837	3.503106667432371e-5	5.127607201605184e-4	1.5698262397045664
HEBP2	-0.46552937292849783	15.384336697036572	-6.196748730617028	3.519241636712383e-5	5.127607201605184e-4	1.5649990920966896
PSD3	-0.31439955533844566	15.461972289424068	-6.177146638209525	3.629953028466166e-5	5.247238792264196e-4	1.5324643778603324
DPH2	-0.8006112479038977	12.380370301563625	-6.169121525947856	3.676333401567169e-5	5.304423907975486e-4	1.5191295562406015
PCDH1	-0.5674807971454089	14.117697575232484	-6.132762451272603	3.894439447076367e-5	5.557257904571176e-4	1.4586041961817884
PTPRU	-1.1006234109425646	11.015100681894708	-6.1007171342374	4.0979942792645394e-5	5.815711954350424e-4	1.405110653625135
ATRAP	-0.8898246623485275	13.51283901007736	-6.095615116684796	4.131424854922396e-5	5.841834744860268e-4	1.3965809192325676
CATD	-0.43880323978143115	18.935642614103624	-6.07827877384506	4.2471856767756764e-5	5.983761414544282e-4	1.3675709540751857
ETHE1	-0.5402377627061297	16.69699016287812	-6.07539148838617	4.2667950566293515e-5	6.000518111285076e-4	1.362735512314467
GBG12	-0.6449183164225465	17.99214478230255	-6.069509767186008	4.30703749470651e-5	6.046178808002262e-4	1.3528816740247454
CLUS	-0.6256916336220789	15.776706640436338	-6.031459154271828	4.577239147487991e-5	6.390877710954059e-4	1.289020632555383
CAVN1	-0.48583564952735614	17.134756468700935	-6.011836307713743	4.723514393312397e-5	6.551709495265529e-4	1.25601035921623
ITA6	-0.4184415873108228	14.812197190786874	-5.988375493316493	4.904892378618567e-5	6.703927597278839e-4	1.2164750797052584
AMPH	-0.47612435173908396	13.660669604496846	-5.97794850772582	4.987847182217502e-5	6.786671242036049e-4	1.1988799332490832
MTRR	-0.6900765802289435	11.991819363147812	-5.976394361107203	5.000337690223294e-5	6.786671242036049e-4	1.1962561057253769
OGFR	-0.36887602243864265	15.026031577149842	-5.968706915300174	5.0626074530070835e-5	6.847286636875842e-4	1.1832727601181716
MK07	-0.34205402720380385	13.774816255370359	-5.941335934394789	5.291034524988165e-5	7.070167611826969e-4	1.1369807665432212
ELP1	-0.3955963134079897	14.336695773694927	-5.936065501401714	5.336252749260076e-5	7.118359799484667e-4	1.1280553258783463
FUCO	-0.4916915096087385	16.7571721894544	-5.932256047372489	5.369189729307853e-5	7.150032281648489e-4	1.1216016986809372
PACN3	-0.3715633998426208	15.027162268230544	-5.915879309569822	5.5132434395432304e-5	7.304343139578826e-4	1.0938353374457268
PGFRB	-0.43023393788545566	14.04595756919967	-5.905599324092147	5.605743865663385e-5	7.389130515807482e-4	1.076387313699927
EHD2	-0.48753254632173015	15.79365213972434	-5.902397985055876	5.634882536424093e-5	7.407295175580426e-4	1.0709508201421976
RHG35	-0.31785263431764643	14.026118742338381	-5.9019937008522865	5.638573671008888e-5	7.407295175580426e-4	1.0702641686172232
ARRB1	-0.6777398134215127	13.917975782557354	-5.893454174568276	5.7171378701329944e-5	7.472635498491478e-4	1.0557551466150201
MYO1C	-0.3183123994378805	16.433348771460338	-5.882805196188504	5.8167276090463846e-5	7.590048760998949e-4	1.0376482497240769
S10AD	-0.635738770239108	16.88297912959746	-5.8763867948025545	5.8776337669378726e-5	7.646512650542979e-4	1.0267273681798148
NT5C	-0.3295928250490637	14.660948531649051	-5.876174070293213	5.879663835701044e-5	7.646512650542979e-4	1.0263653229853826
LOXL1	-0.5259419389028335	13.879400954227716	-5.8691439123604585	5.94717101774611e-5	7.721393823875041e-4	1.0143969457327273
KPCE	-0.46991551689139177	11.963302553301181	-5.867075423773439	5.967188733471627e-5	7.734471130034806e-4	1.0108742090047258
CO5A1	-0.4474860387598193	15.479552716092718	-5.8577056799093326	6.058756640946908e-5	7.827068172200017e-4	0.9949098365757276
DACH1	-0.5002605168022144	12.64815248810547	-5.850411855350303	6.131060795836205e-5	7.907339935193725e-4	0.9824742490826832
S14L2	-0.3489076465834955	15.66581627863886	-5.829618049598445	6.342221474860675e-5	8.099089722494494e-4	0.9469824677244585
SIPA1	-0.5729691038844349	17.789473900247696	-5.791544363182861	6.74894545286797e-5	8.534398176740522e-4	0.8818454566249425
SPD2A	-0.566602696304219	12.847370317401559	-5.750746962433791	7.215381895302417e-5	9.036074879189516e-4	0.8118320361467664
EPS8	-0.3094100417943564	15.444962433499702	-5.735573427935781	7.39740901637047e-5	9.249139858571246e-4	0.7857352877322779
STON1	-0.7920979177283257	11.99148013456558	-5.729305009269361	7.474011336622589e-5	9.314965731556711e-4	0.7749453020706198
ISLR2	-1.5559401701167361	12.61843376939358	-5.727085854262913	7.501329791208116e-5	9.334054685796083e-4	0.7711241516635461
CO9A2	-1.3694846874737892	10.718035655356806	-5.722906664010602	7.553062374607376e-5	9.383413112990665e-4	0.7639262345179496
SYP2L	-0.9406068532650389	11.254219396857263	-5.7180391614005845	7.613788694190461e-5	9.439353254064143e-4	0.755539868683071
RHPN2	-0.4217467497042372	13.50716689325394	-5.715480993061828	7.645909708637555e-5	9.453456248660456e-4	0.7511310507260802
MYORG	-0.5360189995185364	13.987196339559684	-5.713592968033909	7.669707619460583e-5	9.467827961356343e-4	0.747876613737013
GMPPA	-0.40501873750470657	15.070170198354537	-5.710294899876752	7.711465716784124e-5	9.504289838261511e-4	0.7421905034305265
K1C19	-0.5541267140775034	16.975549267795937	-5.695090412826475	7.90709058064968e-5	9.677613148718265e-4	0.7159580187282106
NFASC	-0.38053966896139313	13.65959345914104	-5.694536590548287	7.914313954718807e-5	9.677613148718265e-4	0.7150019183182081
ERLN1	-0.37958743519455995	14.80021889551408	-5.693216045830354	7.931565520448985e-5	9.683482739800903e-4	0.712722008114552
RASF8	-0.30437132904061337	13.226225577110402	-5.686488528853242	8.020069559750966e-5	9.776188239213677e-4	0.7011033804846036
KMT5B	-6.6669978023204095	10.310203279803892	-5.64382504660402	8.606051003785856e-5	0.0010376629249060868	0.6272814692909225
SNTB2	-0.36772596744039554	14.777723249296463	-5.639483238120186	8.668158896745732e-5	0.0010435336182661231	0.6197550922550477
SASH1	-0.46502607969841736	13.28580993630089	-5.627694399034743	8.839181299528889e-5	0.0010624777892803117	0.5993068763808242
UGDH	-0.30781326536490283	16.944363922780514	-5.619134670684619	8.965578435858829e-5	0.0010760077699949707	0.5844480907300458
BNI3L	-0.36305663729865045	14.582374162238422	-5.58213460437486	9.534187432094886e-5	0.0011268598124529168	0.5201078784316042
DCPS	-0.3193739481993016	15.055864872380175	-5.578307101222231	9.595132801020589e-5	0.0011306264817202594	0.5134417841595109
KCNK2	-1.9265828228689612	11.005722799054595	-5.5773015551034515	9.611211903959707e-5	0.0011308077908788903	0.5116901729176107
KCC1D	-0.3046678234024401	14.885471918114469	-5.5708173186665135	9.715579600664635e-5	0.001139638952554583	0.5003917398089435
ANX11	-0.26578460433700435	17.125777395584684	-5.550100535378151	1.0057080043768981e-4	0.001172622361325208	0.4642565753447556
GFPT2	-0.36764675055940077	13.848199759334118	-5.5384572536833305	1.0254522866209427e-4	0.0011938536576423758	0.4439229330273484
ICAL	-0.4897482682948936	16.30666088961851	-5.527412472600921	1.0445580605603345e-4	0.0012070621154498843	0.42461797025757697
CLD6	-0.481797462060478	14.486697941214848	-5.520368955019032	1.0569371403503054e-4	0.0012159467663467936	0.4122983432360705
MICA1	-0.3881517734135339	15.190857150089554	-5.497858590703684	1.0975425721114317e-4	0.00125426311944875	0.37288229235238823
FABP7	-0.4859664721266579	17.28288602536551	-5.481583374165559	1.1279186431164095e-4	0.001282430305192444	0.3443426298928962
GRIN1	-0.4205069204108377	13.780979912388213	-5.469476135811411	1.1510872238654037e-4	0.0013037585008165323	0.3230892628248334
DGKK	-0.42092067307970515	14.523009579732136	-5.467852289232226	1.1542324159742289e-4	0.0013047188225336597	0.3202372594823846
CMBL	-0.3342687925603987	15.97360907687115	-5.460880533478969	1.1678386769859084e-4	0.0013181830756051395	0.3079886656166
SPAS2	-0.29364402948690227	13.775536330504313	-5.4568972993952025	1.1756879123667298e-4	0.0013251195499240664	0.30098771615970676
PBLD	-0.6093168200988176	13.942692812420859	-5.454522778783017	1.1803933851808539e-4	0.0013284977361145444	0.29681326184175205
COT1	-0.4761871990437413	12.976183622763818	-5.4530860383819535	1.1832500956911906e-4	0.0013297884384668192	0.2942870859845037
PLXB2	-0.28512614415347215	15.37902391227426	-5.445201737864888	1.199056319939585e-4	0.0013436687320129903	0.28041956732471895
METK2	-0.3017371227346873	16.171418100622883	-5.429300097416588	1.2316131964354318e-4	0.0013742117401260192	0.2524258582915131
PRR14	-0.4880485797564347	12.874748673628208	-5.420462035939769	1.2501078599367127e-4	0.001389967612149513	0.23685283672173973
STOM	-0.39281929130300686	15.861267319784844	-5.416226570539717	1.259074094404255e-4	0.0013968358391129659	0.2293861734735021
ENPP5	-0.6702918076229026	11.358099831870065	-5.4059124382712485	1.2811917912466716e-4	0.0014193487977956362	0.21119373245162798
FAT4	-0.9210829614827613	10.13411278649454	-5.35916501348868	1.386667336798153e-4	0.0015231796438247506	0.12856609125631202
TGFR1	-0.44858076085044135	13.602913804552266	-5.355988889843926	1.3941561979486449e-4	0.0015292458041532596	0.12294194235129474
NAA50	-0.23644123726265404	16.005371865907478	-5.340585304790672	1.4310818267664237e-4	0.001564359441477677	0.09564748002200396
BICC1	-0.7708697052118915	12.403856407391025	-5.3401243307743185	1.4322025489676044e-4	0.001564359441477677	0.09483018428634615
CHMP6	-0.347106461851499	15.471982978928178	-5.332829939505027	1.4500596697980856e-4	0.0015809537870981056	0.08189377107957618
PP2BA	-0.31744814819697376	15.818193785808685	-5.329984712463388	1.4570880808388706e-4	0.0015827667526835307	0.07684598239612939
IPKB	-1.0527458646126708	11.800255614725213	-5.3299053372500405	1.4572846682587876e-4	0.0015827667526835307	0.07670514594015998
SI1L3	-0.367388518994875	13.139847240459364	-5.329120177604523	1.4592307595140693e-4	0.0015827667526835307	0.0753119835863938
NCEH1	-0.4744735667842524	17.237332651829963	-5.3269675463265	1.4645802380233754e-4	0.001583701630942554	0.07149201725725796
PAXX	-0.3924567510129804	14.64025925787645	-5.3265656288963195	1.465581312904543e-4	0.001583701630942554	0.07077872611808189
FRM4A	-0.35330017516303946	13.561876742833672	-5.326316638725397	1.4662018442569613e-4	0.001583701630942554	0.07033682774070016
MDGA1	-0.4090093419187855	13.383706702368352	-5.324399913360112	1.4709879192243647e-4	0.0015844699512199286	0.0669348295669856
GYS1	-0.4039392379117029	15.218548136926161	-5.316850397648945	1.4899989172070233e-4	0.0016027277426167387	0.05353060469764692
SMAP1	-0.31065098117183254	14.897853715195051	-5.313734106979781	1.4979211872664588e-4	0.0016068045618443105	0.047995477194735514
TMCC3	-0.6792166717415689	12.838361280555175	-5.31282019372485	1.5002529084096262e-4	0.00160708910037213	0.04637195692834162
VANG1	-0.4147979128311029	12.399674982253156	-5.296048930148387	1.5437243961019453e-4	0.0016468511150184951	0.016559700650544684
NIBA2	-0.37059323340142863	17.41645159874562	-5.286690536035543	1.568553299471931e-4	0.0016710464397250969	-9.119933651646761e-5
ARHG6	-0.4393550796653681	14.184723186373729	-5.274168567676664	1.6024316325123376e-4	0.0017001515424349863	-0.022388331706395093
RHDF1	-0.3567543318946386	13.670566510906077	-5.261329762106029	1.6379638342145232e-4	0.001733121733154605	-0.04527033321206009
PSA7	-0.38847437495978254	16.332098317308102	-5.239951128573347	1.698973071839745e-4	0.001787945004018633	-0.08341883536805383
S20A1	-0.49610032141734645	12.988167552432909	-5.228118128792349	1.7337600087438123e-4	0.0018213112273255756	-0.10455873720093845
LNP	-0.3872915212140085	16.025823563405037	-5.2275789473354095	1.735362761281023e-4	0.0018213112273255756	-0.10552241686839903
RETST	-0.45236411162530576	13.977014631901975	-5.220281993499245	1.7572066205498677e-4	0.0018417514673876444	-0.11856787281469039
TIM22	-0.6350212603883808	13.851298203536434	-5.214791098770502	1.773833607558493e-4	0.0018541806405890323	-0.12838888459459863
PCD10	-0.5849206275122423	11.595792596531927	-5.204287506129565	1.8060999796565462e-4	0.0018853744351394579	-0.14718616187750388
SOCS6	-0.5593562269285416	12.766787124468431	-5.199288911539498	1.8216705061872466e-4	0.001896537018288918	-0.1561365318050285
S12A2	-0.34449502322182385	15.201616859908684	-5.186079525622798	1.8634973609153542e-4	0.00193277580649673	-0.179804020704748
AKTS1	-0.4233650637934593	14.95908010134091	-5.180260654510333	1.8822402213815477e-4	0.0019491587485598264	-0.19023671703522815
RHOJ	-0.5568593926974342	12.833460608187764	-5.173267752630208	1.9050259514328738e-4	0.0019605607193888034	-0.20277993302907493
EPHB4	-0.3432813977614029	13.332748347203868	-5.173014787224525	1.9058556048063977e-4	0.0019605607193888034	-0.20323379309840206
COEA1	-0.3618720487611678	13.873218255883133	-5.1504683854438005	1.9813409323612543e-4	0.0020322304682897593	-0.24371759838778395
SI1L1	-0.42020471125801995	14.329542821758942	-5.130328299055236	2.0514150058888848e-4	0.002085471176574883	-0.2799340021763026
CH033	-0.35552330356756157	15.08514748185728	-5.115864141750736	2.1033364461574183e-4	0.002130071342399143	-0.30597472175828866
RGPA2	-0.3304702233640958	13.019583741595307	-5.111498808807631	2.1192750284492972e-4	0.00214046777873379	-0.3138389628095517
NUCL	-0.3042507560774898	18.441947121102817	-5.1036841162451	2.1481239658067606e-4	0.0021667911909311515	-0.32792314810942713
LARP7	-0.28197790305389825	13.939008136399103	-5.087662063698023	2.2085625562250603e-4	0.0022248693004873438	-0.35682262656916386
ROBO1	-0.32844278761188966	13.031396302389918	-5.082638852630506	2.2278750759269843e-4	0.002238525124739555	-0.36588961614811133
PDRG1	-0.43731993246462286	14.074518346003112	-5.077907928898276	2.246225277873136e-4	0.002251146132218992	-0.37443183832366067
THOP1	-0.29004063252882467	15.398788699264108	-5.068339209264157	2.2838246983645786e-4	0.002279986463522191	-0.3917175910071302
NID2	-0.46821984245431236	13.026824450887267	-5.051726485692532	2.3506731209134215e-4	0.0023377474247242556	-0.4217546710061306
PHIPL	-0.4420052464443039	13.107196417106794	-5.045461487886523	2.376411096266378e-4	0.0023573149356713803	-0.433090955781414
ITA10	-0.7543814279451552	11.504246381739145	-5.041065594967177	2.3946460168778488e-4	0.0023723773341731247	-0.4410479973646151
BAG5	-0.4171497520201945	13.514105452840337	-5.021136362569362	2.4791680353975274e-4	0.0024405524864441652	-0.47715129839730785
TRPM4	-0.30888208604346323	13.232092321243735	-5.018110672851702	2.4922702604294165e-4	0.0024472709362827745	-0.4826367407517198
KANK1	-0.5165777860737297	12.698600673331617	-5.015501830809402	2.503625454156571e-4	0.002452228609190888	-0.48736733884734296
WRIP1	-0.3395226143295764	13.164073650239432	-4.990384547753668	2.6157547171390524e-4	0.00255241209977295	-0.5329540396196215
RTTN	-0.49522333009088926	11.58662324869808	-4.98911550677673	2.621557323289423e-4	0.0025548685843636396	-0.5352592885057224
PPIH	-0.3168141658963428	15.84721017177497	-4.986561328780164	2.6332769123534814e-4	0.00256307816612929	-0.5398996064094961
COQA1	-0.5781496324884989	12.285128808832631	-4.985136298645812	2.639839277800993e-4	0.00256625375793229	-0.5424888756219328
MYO1E	-0.22366111541873426	15.51014709471695	-4.976004660773868	2.682298361106683e-4	0.0026002972968207833	-0.5590867214955413
DHRS3	-0.540503244540827	15.080314711757278	-4.975452235744087	2.684889712417499e-4	0.0026002972968207833	-0.5600911376712148
TBD2B	-0.36184599739578754	13.842539365755442	-4.973402843717199	2.6945259856399074e-4	0.00260638415302507	-0.5638176471668253
NOE2	-1.3171088238941848	11.633024295366884	-4.971227071479151	2.704796017134756e-4	0.0026098261321658802	-0.5677745046731726
SYNJ2	-0.23990076506430144	14.37889953174396	-4.9648526561617174	2.73512024154118e-4	0.0026289375329077718	-0.5793702368567191
H1X	-0.2500683596766202	14.58451972942764	-4.96448491439628	2.73688044390597e-4	0.0026289375329077718	-0.5800393444464342
FGFR1	-0.49939516069228507	12.770211961723275	-4.9551520275706835	2.7819504643222435e-4	0.002657890511183549	-0.5970259141512813
SNP25	-0.8419942746004683	12.615947870883419	-4.95381826048227	2.7884544195620764e-4	0.0026608355853907075	-0.5994543115796658
AMOL1	-0.3674186419641649	12.512601892550824	-4.950188111407177	2.806236895868387e-4	0.0026745225905843687	-0.6060648061305409
NUCKS	-0.505185042840413	15.96641717048138	-4.947641715807042	2.818781134882529e-4	0.002683189826925512	-0.6107027131866705
GAS6	-0.28437315660850565	13.291567198431252	-4.945720042898109	2.8282865510531743e-4	0.002688946761313024	-0.6142032791864747
SESN3	-0.5348462257670862	15.198997205077847	-4.932992488668958	2.892092717559343e-4	0.0027429030566413428	-0.6373990438459058
RHG22	-0.4822304988868936	13.63784776590595	-4.930388147106768	2.9053329608992606e-4	0.0027487560142230596	-0.6421477541394163
ADDB	-0.4400194879697462	15.10422667281135	-4.920885089397349	2.954184466052754e-4	0.002784811223332396	-0.6594821844274721
PRPK	-0.26203692144007246	14.977565659126592	-4.9200395625297695	2.958572300392343e-4	0.002785571038759231	-0.6610250119119412
BBS2	-0.4334528972694828	12.498394155681686	-4.916898076832175	2.974934578746359e-4	0.0027975896274377793	-0.6667579906443768
KPB1	-0.40918887145912536	13.378720738608735	-4.908598347806393	3.0186190052010787e-4	0.002828409638969734	-0.681909907083674
PDES1	-0.49391887513510757	13.496026077361172	-4.90651098280898	3.0297104870806473e-4	0.0028353860960320327	-0.6857218430989356
LAMA5	-0.28211460257979276	15.753578929788379	-4.894869782229347	3.09235184613197e-4	0.0028801461445950097	-0.7069902116980282
TRPV2	-0.5297342503668356	12.62878282570712	-4.892984746704461	3.1026216081098714e-4	0.0028862545749127355	-0.7104356299794796
RPC7L	-0.45729488842192506	13.54627727458568	-4.891689531649657	3.1096986084113744e-4	0.00288938184917745	-0.7128032278898759
NUCG	-0.3137268378120222	15.691512237975333	-4.890771895223236	3.1147227204633135e-4	0.0028905964912939366	-0.714480745409384
RL26L	-0.25324862116236013	16.279971571077027	-4.8864927212719795	3.1382634478217234e-4	0.0029055089087749453	-0.7223047228329476
KDM5C	-0.31240819278957577	12.647657285776246	-4.876645275198435	3.193143886597112e-4	0.002949296912834411	-0.7403176581336872
RELB	-0.7475538167544042	12.48111525687617	-4.873743498582151	3.2095058226771074e-4	0.0029608928568161164	-0.7456277108270655
NOC3L	-0.4191843513366555	14.55422291624691	-4.853210235743179	3.327810552021229e-4	0.003055535143219492	-0.7832297328284836
RL8	-0.23283455177302065	19.287072467696188	-4.813569274957024	3.569241657787108e-4	0.00324314681724725	-0.8559587472096224
RRP1B	-0.2813344822211404	14.692276389629933	-4.8135011868056345	3.5696716928939774e-4	0.00324314681724725	-0.8560838206287338
SMAD5	-0.4660414382926127	14.097471625154204	-4.810380196073062	3.589441474062812e-4	0.0032497190155746786	-0.8618174321155285
KI13A	-0.25784902499162865	13.744944521848902	-4.803201840640691	3.635346479294654e-4	0.003272232589059551	-0.8750090223377764
EPHB2	-0.3900222586812894	14.591637020760658	-4.800124466107663	3.655212899545725e-4	0.0032787301868243486	-0.8806660474333592
3MG	-0.40530461556442915	13.796999712374841	-4.795901865195584	3.6826566736555236e-4	0.003296266143632074	-0.8884300213491478
PARP4	-0.3443815354032209	15.651373148975367	-4.795812560951844	3.6832393967034494e-4	0.003296266143632074	-0.8885942439526211
DHX29	-0.24557878597920768	14.528353416091443	-4.7883866740686365	3.7320319111171387e-4	0.003332263165643856	-0.9022529009822966
PKHA2	-0.44974676432890676	12.52847598782903	-4.724737531691126	4.178885095829705e-4	0.003680542399803807	-1.0195742053070251
JAK1	-0.3137700887731756	14.260194873424643	-4.721506116899145	4.2030058575680615e-4	0.0036937120587341708	-1.0255423086860684
MPP10	-0.29274291693129084	14.176093548067705	-4.721461890930434	4.2033369833865774e-4	0.0036937120587341708	-1.0256239975056234
BMI1	-0.4799361102553483	12.498451436507816	-4.716174375141682	4.2431215660398893e-4	0.0037160761733211964	-1.0353919743448907
MOCS3	-0.37825434855512796	13.053466152731126	-4.706301251052136	4.318461470112548e-4	0.0037608818424485204	-1.0536393109835176
HOME3	-0.2665894529824748	15.271241254182403	-4.70326605019511	4.3419010891084257e-4	0.0037770654105141197	-1.0592510212306037
CFAH	-0.5563748198392324	12.7236159869681	-4.69583529708023	4.399845966096075e-4	0.0038231957629418075	-1.0729937276737527
PSB8	-0.36507955186252	15.050796873909817	-4.694883285747617	4.407327638662338e-4	0.0038254226613702014	-1.0747548388592518
CC106	-0.34521462625616234	13.357405555785405	-4.692644595370331	4.4249732531791847e-4	0.003836456743586903	-1.0788965391329777
ERF	-0.29731585749870576	13.47802121592898	-4.689972766690333	4.4461291167118894e-4	0.003850506251744807	-1.0838402686686877
FRMD5	-0.30241565827922406	14.692395414058954	-4.683754150307129	4.495777152484373e-4	0.00387623713025177	-1.0953496219861067
SC6A8	-0.39451215168052384	12.972383464798128	-4.669263517813934	4.6137165680693254e-4	0.003951638078180083	-1.1221846550881267
BOP1	-0.33203453573381037	14.418692087236328	-4.666088023343915	4.639988919558304e-4	0.003964304661203839	-1.1280682799606403
SNF8	-0.3119166859514747	14.151308254216621	-4.666027795989347	4.6404887087018255e-4	0.003964304661203839	-1.1281798807727146
BIN1	-0.4145426243757938	14.898025969183902	-4.665244028622579	4.6469978087016427e-4	0.003964304661203839	-1.1296322303344093
IFT88	-0.3748385934841422	12.861363747734034	-4.665015768249435	4.6488952694070994e-4	0.003964304661203839	-1.1300552173034841
UBF1	-0.24711312611679861	15.023879932520629	-4.654543426326372	4.736820495972368e-4	0.004026358055915035	-1.14946729465494
ILDR2	-0.4469004502204185	13.425384571275234	-4.654499092152781	4.7371963754175864e-4	0.004026358055915035	-1.1495494992358362
C2CD2	-1.4277090379824804	11.693769285013452	-4.594857008278206	5.272033582164441e-4	0.0044022335854077	-1.2603225535363007
ZEB1	-0.4328989510451368	12.886312104322752	-4.594742993021823	5.273114016189406e-4	0.0044022335854077	-1.2605346631460668
FSD1	-0.3162036079695205	14.138758558500493	-4.594474293488472	5.275661182461073e-4	0.0044022335854077	-1.2610345466693644
ANKZ1	-0.5668638404524308	13.806925594202063	-4.590440202349349	5.314056737789651e-4	0.004429519748101835	-1.2685403734391567
IPO4	-0.5266961691132179	15.510631184911194	-4.588914332198118	5.328655146971601e-4	0.004436932663597231	-1.2713798358812651
LRP1	-0.24999559525020879	16.248204940305865	-4.57450985475995	5.468535803362577e-4	0.004538826354615876	-1.2981964292834922
CAYP1	-0.3825312461667528	13.796693839880236	-4.566060321157252	5.552357199901381e-4	0.004588807857984383	-1.313936494505528
TYW4	-0.6303195047835832	12.632700957243253	-4.563623083231479	5.576782171613975e-4	0.004599218976526181	-1.3184779866316418
PLST	-0.7005843997672135	17.428732812199186	-4.561965911105042	5.593453320876543e-4	0.004603204918143584	-1.3215662607343477
CBR3	-0.4692401869204338	14.281415834580573	-4.556957585720889	5.64415214927096e-4	0.004640018104109963	-1.3309013412784312
MEPCE	-0.3432289353873047	13.492576796941455	-4.554128889032343	5.672997304813669e-4	0.004658806762358595	-1.3361748859712135
PLS1	-0.4268847004298805	14.074706866782341	-4.542155640529598	5.796796958799844e-4	0.004745441047219619	-1.3585054074808403
B4GT5	-0.295111300475339	16.246208287082265	-4.539573732074845	5.823858561851714e-4	0.004762581286595245	-1.3633226093059996
MYADM	-0.4656282206300889	17.046695683803666	-4.534451618069258	5.877933302792721e-4	0.004791686299352096	-1.3728811442540225
PLPP2	-0.5800359689696478	13.123870244031636	-4.4943072236216475	6.320200233608048e-4	0.005077577287290637	-1.4478842381489079
EVA1B	-0.43869995274873286	12.09996636450758	-4.482304082799791	6.459033808872736e-4	0.005172180889444744	-1.4703401856081726
