gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ANK1	-0.19872432860485856	14.121727824439091	-3.4947799083136473	0.004059049879515421	0.02138701281367983	-3.3512995865589463
HTRA1	-0.2685221536211907	17.75302475112416	-3.4936474052001345	0.004067793121287986	0.021417024246327052	-3.3534749425795374
MRP	-0.27660212453551486	18.766317210195126	-3.4923788296645073	0.004077609544300478	0.021441223411781486	-3.355911655226607
NUMA1	-0.17505386812971696	17.327382533757092	-3.491943797928888	0.004080981407969638	0.021444454330932346	-3.356747271329147
ARHGC	-0.19950624507397446	14.114614806300999	-3.477833615355802	0.004191892699181895	0.02190883704404408	-3.38384912194958
PNPH	-0.3222112346112041	15.259096453011816	-3.4723621423924316	0.00423571769536086	0.022108172158940544	-3.394357649250611
MOT8	-0.4074802378357462	13.362800300619448	-3.469818540927661	0.004256248951786424	0.022185555025498002	-3.399242753334775
FER	-0.25019161633868064	14.084576664926931	-3.459715661578048	0.004338796497312742	0.022585555796252474	-3.4186448308989403
DOCK6	-0.25640468681845435	12.707538223057247	-3.456205813609869	0.004367852176202714	0.022706408004230284	-3.4253849359319926
INP4B	-0.3504597348327207	11.720984956892845	-3.455692275563575	0.0043721198982822115	0.022713411121536915	-3.4263710867186212
COASY	-0.20170477214988658	14.699877294725603	-3.450741470490013	0.004413480299026032	0.022882424190350303	-3.4358779187297754
KLDC2	-0.4167548639997416	11.915496877752256	-3.44086011726588	0.004497219518118889	0.023285536745945804	-3.4548513517179584
DDX31	-0.22797836744024175	14.047917716034737	-3.4398688981202863	0.004505707790659806	0.023313965061850506	-3.456754513605609
GET3	-0.201201584449869	17.187201707720273	-3.4378639808337956	0.004522926409807793	0.02337195926184399	-3.4606039381016123
ANXA2	-0.23329921058341327	20.876631321417513	-3.4351003939766094	0.004546769790709291	0.02346398716811291	-3.4659098693485877
ANXA1	-0.3106773686376831	19.355974131999233	-3.4329438046275174	0.004565464465554344	0.02354404495355679	-3.470050290779273
LRCH2	-0.23696152896772157	12.599390340545163	-3.432273861434109	0.004571287766376018	0.02354404495355679	-3.4713364905166584
CATIN	-0.2030041912922516	12.048847969477373	-3.432264948241976	0.004571365292512634	0.02354404495355679	-3.471353602568814
CSN7B	-0.21029290162673203	14.904654954177994	-3.4288224158876166	0.004601407777180206	0.023683089532184287	-3.4779626455870885
PRS33	-0.47518855360810397	14.095670932316558	-3.416803105660619	0.004707872667638662	0.024158482026201203	-3.5010355076492505
4EBP2	-0.4230513483415347	13.288337366598352	-3.4104665722152703	0.004764999511780804	0.024411990252384264	-3.5131980740385123
THA11	-0.4911125733390086	12.184924193761782	-3.409916989239868	0.0047699871589039575	0.024421454993282476	-3.5142529168577985
SUOX	-0.19837169753681544	13.87246689829059	-3.3988056450072244	0.004871965548596824	0.02492715531015625	-3.535577842181759
CE290	-0.3355688569873747	13.605807754050833	-3.396256606809181	0.0048956692254429595	0.024982690004114103	-3.5404695067675123
RL29	-0.21666866457402925	18.60820325216923	-3.392809321195634	0.004927911177976165	0.025114262929961096	-3.547084647726929
GSTM5	-3.703315237742109	7.495513808645779	-3.392446131297453	0.004931320503074589	0.025115179798566523	-3.547781568943445
SURF6	-0.24659559808040013	13.0509068898996	-3.390658154919335	0.004948139303085921	0.025151424418365494	-3.5512124439723207
SAMD9	-0.6173830715161218	12.034093797090678	-3.3834627168471094	0.005016411706414482	0.025415396638948158	-3.5650185560457226
MGT4C	-0.4574348947910241	13.481043666454504	-3.3730465063252066	0.005116932372885279	0.025890945389673924	-3.5850017471381896
PK1IP	-0.5074890823649131	12.412581223631433	-3.3683309748149535	0.005163105371793308	0.026056762152132745	-3.594047250492209
CDK5	-0.3392161391359196	14.395148177271412	-3.35460814341496	0.005299881124478899	0.02659172613230477	-3.620366751146573
STA5B	-0.24843212242844628	13.336073912714378	-3.345759312993925	0.005390010132165492	0.02693965861044411	-3.6373348097388867
NEPRO	-0.26268362666672984	13.564088009611819	-3.344260593460643	0.005405427565775881	0.026982034774736218	-3.6402083995447088
GRB10	-0.2646133033862605	14.149945310401495	-3.341532311782365	0.0054336078307888605	0.02708792826925959	-3.6454392960471456
5MP1	-0.19529755960479597	16.992278132447932	-3.3374843608741624	0.005475692029563922	0.027227913627825208	-3.6531998681746654
BROX	-0.2593653613891985	15.073085292224299	-3.333329555949373	0.005519228863818477	0.02739185888571557	-3.6611646543314285
RGS20	-0.27686683305553794	12.973252255403322	-3.331534956048408	0.005538141624645532	0.027433202175075354	-3.6646047087238705
ANAG	-0.1974352763163909	15.174547480677626	-3.330436119741425	0.005549754164174573	0.027455749449609195	-3.6667109978003527
RHG31	-0.3198923629689126	12.840099485951708	-3.3234921398645656	0.005623708010972604	0.027728351967139766	-3.680020370570036
CTU1	-0.33352092652879045	13.40528359123186	-3.3232551777708106	0.005626249119730815	0.027728351967139766	-3.6804745166807082
UNC5B	-0.5180017847891989	11.428242490756553	-3.3176612350048496	0.005686573991761399	0.02799018097084076	-3.6911948403449477
ARMC5	-0.6648130490234739	12.152222133948488	-3.315254597968867	0.0057127271374792146	0.02808336216698853	-3.695806563006075
SYNP2	-0.284781806990669	12.897140506649059	-3.3142781955705423	0.005723372308877613	0.02811791942270448	-3.6976775270467286
AGAP3	-0.34921564646037184	13.501880860798233	-3.311581745334732	0.005752874090726581	0.028227193566927836	-3.7028442063189004
TNG2	-0.6280895644601524	13.068663602385726	-3.3044287532471595	0.005831878882402447	0.028560782158969664	-3.7165485779918566
TRPC4	-0.6149499919818353	10.93759332493547	-3.2987351129479414	0.005895545309572455	0.028818136940631667	-3.727455388418937
SH3L1	-0.2525217840274007	17.651020200314036	-3.2922580607299072	0.005968823023636388	0.02912141571820589	-3.7398611423282766
PEBB	-0.27191580330354626	14.89128577464969	-3.2880513525684614	0.006016905660918342	0.029300861192837785	-3.7479173840841584
PSB10	-0.6756529853703805	13.574228575669746	-3.2854837175651586	0.006046445061999543	0.029426284885588516	-3.7528342397145726
G6PE	-0.22478015222970624	15.4760614814066	-3.278942795097078	0.006122356186122199	0.02968230195048703	-3.765358266119719
SPB1	-0.2849603267448724	15.424047266133632	-3.2751792660269006	0.006166467832417435	0.029805233270795768	-3.7725634261402243
S39A9	-0.5361674084411817	12.676581785809798	-3.2739556517998456	0.006180878344453992	0.029839336482583342	-3.774905847683118
TECT1	-0.3561860614666438	12.12422625005921	-3.2701813665576283	0.006225541821504115	0.030034763489973634	-3.7821306680792937
COF2	-0.22690633953271858	16.974585443064377	-3.267286971023441	0.00626001276731279	0.030144965505505616	-3.787670699199718
FAF1	-0.21419856503343215	14.09079206564159	-3.263813625403014	0.006301632172092173	0.03032660482819358	-3.79431830955816
PXK	-0.31217370728690474	12.89529904175061	-3.263299186637175	0.006307820048898897	0.030337610711370883	-3.7953028374271387
IFT74	-0.18067897820161366	13.475661553392662	-3.2619066412889666	0.006324600809424952	0.030380741503951734	-3.7979678084417063
FKB15	-0.20513541262826046	14.872701530350216	-3.259665214262314	0.006351705253322246	0.030460207359023998	-3.802257107473201
NPAS3	-0.4546925549075315	11.7626139156921	-3.259567133167012	0.006352893961210869	0.030460207359023998	-3.8024447940317216
SFT2C	-0.49551364236573747	12.387352452347054	-3.25865421529048	0.00636396893267282	0.030494507941710738	-3.804191716228943
MID51	-0.45959667116260505	12.817075805585661	-3.2576013799085137	0.0063767653966992285	0.03050227208295335	-3.8062063244580777
SESN2	-0.22128551429604132	15.02827765750206	-3.257552872881384	0.006377355587872206	0.03050227208295335	-3.806299141603594
NOLC1	-0.1817906744442646	16.00182070809381	-3.2558024417052485	0.006398690083523178	0.030585502630337897	-3.8096484705216938
UBP20	-0.34105862879549453	12.082827469409047	-3.254960304393706	0.006408979710336202	0.030602443253824205	-3.8112597841041467
SYNE2	-0.2669098434549119	14.002111911037222	-3.242934938442857	0.006557738210685798	0.03125376254383041	-3.834264487221324
NAGA	-0.29455981843721124	13.280330493814354	-3.2421601618701534	0.006567440603377668	0.03127053324463269	-3.835746374231068
BRD3	-0.19747827946475935	13.319121125509753	-3.2414657855507105	0.006576148409701726	0.03127994261911335	-3.8370744541626385
PLPL4	-0.5817261831631994	12.174370581842298	-3.240129491115695	0.006592938819664257	0.03132149370832555	-3.839630205389109
HAT1	-0.5031428150938085	14.49936083894028	-3.239454297719442	0.006601438927305788	0.031342729265968934	-3.8409215191836177
TBCD	-0.2206181935632046	15.04719838022674	-3.237182113160213	0.006630124717109192	0.03144053653960865	-3.845266904958689
DHC24	-0.2410867506462417	14.05532934879026	-3.236696599993257	0.006636270420071885	0.03145050277690375	-3.846195375265318
KPCD2	-0.17706334690616968	13.417959952011302	-3.225159008104935	0.006784010215485794	0.032053005738659185	-3.8682552781948294
CDC5L	-0.18529686984728488	15.734138694447081	-3.2169745572293786	0.006890810472129325	0.03243936624803254	-3.88389921457472
TRAF2	-0.23467597109918117	13.135487231649716	-3.2114011739280226	0.006964502637644275	0.0327466366462875	-3.8945499775853936
TEAD1	-0.33961743083277224	13.862937399929349	-3.204611653550524	0.007055343913505498	0.033039002628988554	-3.907522184614626
TACC1	-0.21233343928585016	14.972339677597295	-3.2035014869899134	0.007070310185766848	0.033070134928645564	-3.9096430176597785
M4K4	-0.1475418430242245	16.809567489151505	-3.203407815579923	0.0070715744356869715	0.033070134928645564	-3.909821961487455
RRBP1	-0.21075704968009848	18.235082819268857	-3.200741849949008	0.007107651241515148	0.033198921144302285	-3.9149146163448556
XRCC6	-0.16595444310070961	18.1788898510925	-3.198471435338308	0.0071385208071407654	0.03332309502829156	-3.919251312148302
AP3S2	-0.31219373464050093	14.457094250717097	-3.1965906429241184	0.007164194688626145	0.033402842981681974	-3.9228435429502895
RALB	-0.2004686683378497	15.289163303766916	-3.1939188643543126	0.007200825241566536	0.03353342389440895	-3.927946127719128
RN5A	-0.6090797966141821	10.630439389729478	-3.1888009581076404	0.007271517804849673	0.03380190912630957	-3.9377190402121105
GEPH	-0.20483143107900162	14.102220469572453	-3.1877610362931805	0.0072859668499909575	0.033828635338734134	-3.9397046140041514
KPBB	-0.1572685602022499	13.683563858718317	-3.185418459297962	0.007318620970485943	0.033939722890560034	-3.9441771468354903
AMPD3	-0.27057022139724374	13.081816710313735	-3.182038234914998	0.0073659979715874156	0.03407814766510133	-3.9506301435071522
SPP24	-0.47827270609885125	13.080968800789309	-3.1781054493216594	0.0074215065874872095	0.03424510987883845	-3.9581370276780463
MOT1	-0.2494841314618835	15.235067077957094	-3.1748476320757515	0.007467805748161972	0.03433706237947223	-3.9643547316399226
FOXO3	-0.3810917125508141	12.884694848618537	-3.1729022817062713	0.007495590380678761	0.034431899817211294	-3.9680671778282184
UBA1	-0.19326789795226518	18.39543425096025	-3.1693163532588375	0.007547078370683155	0.03458669916841656	-3.974909759622501
EXOG	-0.19293919890915587	14.880904970705195	-3.1660890008904192	0.007593720619804073	0.034718615673260594	-3.9810673407408688
REEP3	-0.2764116380482696	13.108832591311769	-3.1650261473414196	0.007609144266638747	0.034766015719419896	-3.983095035225284
SORCN	-0.30348903125831317	18.428995593127922	-3.164758803568114	0.007613028773328029	0.034766015719419896	-3.9836050565912435
ERCC5	-0.2337510047248372	15.206174921589398	-3.164175786432352	0.00762150690490098	0.03478430704191016	-3.9847172817161978
THSD4	-0.39266901928689735	12.830520661169071	-3.163442938232918	0.00763217726612034	0.03481257630417471	-3.9861153059204395
GGT5	-0.4134331743931934	12.077045512206725	-3.157893742858312	0.007713461202706567	0.03514211351695898	-3.9967000210421544
MTMRD	-0.23023640362603895	13.250638960226208	-3.157230671470623	0.007723231581833436	0.03514544880744215	-3.9979646355596747
WIPF1	-0.2839192921918498	13.483551585109579	-3.1545896028491516	0.007762270923318498	0.03526149595923319	-4.003001381551622
TADA1	-0.5227726532599901	11.529052352847348	-3.1545852633996003	0.007762335229806766	0.03526149595923319	-4.0030096568356885
ASAP1	-0.17148044985758445	14.595016299743438	-3.1530327686314092	0.007785375973177853	0.035345516020667926	-4.005970158812457
T2AG	-0.5114845855713637	14.506001708121918	-3.146608965424909	0.007881442187449026	0.03569829696668088	-4.018218013582452
CHD1	-0.17135037378255075	12.542114023090924	-3.1457148913684865	0.007894906533339349	0.0357353780678532	-4.019922442600672
UBXN1	-0.30788481821245756	16.47190911901485	-3.145455381569922	0.007898818940290556	0.0357353780678532	-4.020417150999645
LMO7	-0.19242638348945496	16.146982810639074	-3.1447090888146163	0.007910080972035036	0.035736974657916636	-4.021839794547785
STXB1	-0.17476098210454705	15.230223918981896	-3.1446721434629006	0.007910638918061586	0.035736974657916636	-4.021910221668845
TBA1A	-1.0503661263159791	13.633618035897067	-3.138166290420035	0.008009506340422249	0.03613810037156746	-4.03431039243572
PPIP2	-0.45999929982703003	13.205597459136833	-3.1377603583776064	0.008015715975434469	0.03613810037156746	-4.035083992406444
UACA	-0.16193811863308202	13.882383750547248	-3.1374479255544	0.008020498611020131	0.0361387124553323	-4.035679398745096
ITPR3	-0.28851211498114465	13.634819728729079	-3.1363235244714396	0.008037734266401487	0.03618361874166958	-4.037822118694043
DHSO	-0.31644236470617704	16.281737989644288	-3.135768596995473	0.008046254256377222	0.03618361874166958	-4.03887958267163
K1671	-0.16259070411482726	12.989571961133326	-3.1357679257126128	0.008046264568279287	0.03618361874166958	-4.038880861846758
CTF1	-0.5567146036832551	12.88253246262298	-3.13421742792927	0.008070117827269253	0.036257253808592134	-4.041835347432157
ARRB2	-0.21030584218820772	13.02794001406497	-3.133792926315418	0.008076660793611195	0.036265699187017476	-4.042644205957785
CTCF	-0.5503490457998347	13.018161288443778	-3.1308524139102394	0.008122129656037858	0.03638583083813734	-4.0482467628941965
SPON1	-0.44397504929933695	12.755397145347047	-3.129227515273544	0.008147365026934817	0.036451663969868715	-4.051342390443935
CDC26	-0.37530556135462223	13.066562211943978	-3.1290011743377426	0.008150886414247358	0.036451663969868715	-4.051773580666879
C102A	-0.2231212309745679	12.863823611708968	-3.1252731203523156	0.008209106518700915	0.036627780491071155	-4.05887511651545
WDR48	-0.2035076896484411	14.100949438007804	-3.1231243495300847	0.00824285203999775	0.03674380352390316	-4.062967787440684
SFT2B	-0.5126497101610576	13.3301240652056	-3.1206629696290027	0.00828167739272779	0.036867347623319266	-4.067655416076985
8ODP	-0.2767799589952019	14.047040737781211	-3.1202541762304095	0.008288143302940153	0.036867347623319266	-4.0684339042930056
NEUA	-0.206522967628571	13.890397702949514	-3.1181311916759933	0.008321803916733195	0.036960976048220476	-4.0724766053624535
IL6RB	-0.28461453516343316	13.154505542281713	-3.1100817808095735	0.008450675701154358	0.03739319905146074	-4.087801379419182
CKAP4	-0.14943813593487565	18.623212627423243	-3.1096537044432946	0.00845758481824861	0.03739319905146074	-4.088616217783386
CPPED	-0.3748627328625141	15.61445423752484	-3.101679560593584	0.008587323454211109	0.03777353761504513	-4.103792104234662
DTNA	-0.2212006358063385	14.780765260559965	-3.101024890343265	0.008598062776103975	0.03779939751823664	-4.105037793061127
RAI14	-0.16023958959141274	16.237861727702803	-3.0949228081220475	0.008698809758457155	0.038070142651390713	-4.116646909227309
CSKI2	-0.2909928858747866	13.315244817967152	-3.092407583801349	0.008740679065306456	0.038167468327281476	-4.121431151333084
CK5P1	-0.37948955027602155	12.72723614594837	-3.091111342902044	0.008762335250597896	0.03824056186526366	-4.123896534192078
SRSF5	-0.25716792533856475	15.864094673118354	-3.0886547187946785	0.008803524921904747	0.0383960911544025	-4.128568503366623
DHR11	-0.455254184612556	11.821145324272639	-3.088270759687769	0.008809980121563782	0.0383960911544025	-4.129298663015652
CAV1	-0.387005592380364	17.95363207616596	-3.08681894468635	0.008834431071457453	0.03844732537365675	-4.132059404316291
CRTC3	-0.29019350282103845	12.27241904805864	-3.084993698723334	0.008865267343090328	0.03853839246909642	-4.135529990545273
CYREN	-0.24553867201070043	15.379171913675581	-3.0793831476110873	0.008960727923943798	0.03879430345776456	-4.146196235292866
SLX9	-0.3225750448792191	12.655466776550114	-3.0792143266532586	0.008963616165540318	0.03879430345776456	-4.146517138001142
ZC3H4	-0.2002755235269624	14.077688540525369	-3.0739823350867566	0.009053588642626785	0.039138276194390496	-4.156461076132183
PYR1	-0.2153054081303259	15.756985366155712	-3.073081301795695	0.009069174044303956	0.03918119306969207	-4.158173332113295
RBM28	-0.2081904013574874	14.018322027909791	-3.0718932186251457	0.009089765539415253	0.03921080686515773	-4.160430962950007
TTC27	-0.3966638107595399	13.655768026621189	-3.071848918370484	0.009090534239151266	0.03921080686515773	-4.160515141112618
ACOHC	-0.24306955632427718	14.649873796686041	-3.0710084379860687	0.00910513057888989	0.03923199827618065	-4.162112165503567
KHNYN	-0.511591549646841	11.283116928687097	-3.0673141142640725	0.00916956634874244	0.03942051823889992	-4.169131102029433
NCOR1	-0.2521628118941776	13.021638473999747	-3.0664518809591277	0.009184670617024266	0.03944184615604512	-4.170769099085659
ELP5	-0.2206530964907582	13.673169328465312	-3.06609564549498	0.009190918252474376	0.03944689362554814	-4.171445824639277
SC16A	-0.15903262943969626	15.185994857840775	-3.053510892715499	0.009414368946112124	0.04029318745736693	-4.1953449255360695
RL7A	-0.2068219107026828	17.792871014695322	-3.053242849072222	0.009419186678345516	0.04029318745736693	-4.195853791357592
NOC2L	-0.25777522598803704	14.598837325758334	-3.0510915879448333	0.009457941873343492	0.04039243405261051	-4.1999375907343515
LIFR	-0.3729933053380634	11.445415847877365	-3.048845322142462	0.009498578189385543	0.04052136180957289	-4.204201265436834
IMA5	-0.2137851251082592	15.304895863427717	-3.0425265858972965	0.009613823361973275	0.04090082291360293	-4.216192341633649
SDC3	-0.8654606848166791	11.905912255933282	-3.0420712137835	0.009622182343854651	0.04091400332868104	-4.217056351497912
XPP1	-0.25004685829561923	15.912554739871428	-3.0396977588246252	0.00966586772623095	0.041077296889015354	-4.221559346214853
FGD1	-0.26787293294099185	11.671153526205885	-3.037797572447212	0.009700984562207783	0.041181526714132055	-4.225164040031995
BTF3	-0.23333534783477075	17.109984281114215	-3.0323844497701042	0.009801721131337962	0.041541136369708624	-4.235430880953816
MACD1	-0.3451267588571986	14.24491317636454	-3.026793512277098	0.009906860344829056	0.041872637446595425	-4.246031887771963
SSH3	-0.2778124526423286	13.523488624942006	-3.024769783831177	0.00994519326484997	0.041989016297903484	-4.249868309084847
TLE5	-0.2687193723867684	13.886269749940134	-3.019702299167898	0.010041829111530502	0.04232807859098792	-4.259472999131665
NDKM	-0.2370398854952098	14.070391658729687	-3.0187194298033893	0.01006068014095487	0.04238456633597293	-4.261335580796735
RL38	-0.3273568592178673	17.084920899276838	-3.0181222126476013	0.010072151715504444	0.0424099208941408	-4.2624672853471655
BI2L1	-0.4135848580613521	11.332861366214418	-3.0164189581240013	0.010104940021544107	0.04250195702950164	-4.265694686795326
ZCH24	-0.5173010424759232	12.700472364155186	-3.015681502976505	0.010119169243628962	0.04251355066147367	-4.267091955610473
UBXN7	-0.2742006086790008	14.060462880046321	-3.0155974970294204	0.010120791405559907	0.04251355066147367	-4.267251119513389
RIOK2	-0.4306876339177903	12.118894587865435	-3.01542639716698	0.010124096158550757	0.04251355066147367	-4.267575295737975
VP37A	-0.21733480244400138	13.516970680889203	-3.0148517546513784	0.010135203101798806	0.042537223163890615	-4.268664026110502
IN35	-0.22157563573902964	13.265473917139728	-3.0104030601169858	0.0102216006344042	0.04285357850876628	-4.277091450758721
GFPT1	-0.19462514074268067	15.205452734533225	-3.009608412675871	0.010237110325006247	0.04289547790817542	-4.278596579219753
DMWD	-0.24567426855709823	13.072036506607576	-3.0055078425168236	0.010317516841602259	0.043185860321389005	-4.286362337961399
CCND3	-0.3733680235471184	11.693400522932333	-3.00376767567268	0.010351828652298318	0.043306170752514264	-4.289657367178227
RBM42	-0.18694463046840526	14.670525946518278	-3.003020726463244	0.010366591438617196	0.04332098432211051	-4.291071626190739
ZN384	-0.2969885913296044	12.518860020513408	-3.002838412417168	0.010370197890878471	0.04332098432211051	-4.291416806962248
PLD1	-0.3164236680685999	12.53080263433812	-2.9983142155230373	0.010460094153552929	0.04357158662677082	-4.299981462523209
ARFG3	-0.18241888444765164	15.486690519486183	-2.990849085365015	0.010610123914895436	0.04410204900381711	-4.314108677019669
RAD50	-0.19827374898991318	14.640147675423709	-2.9898069987603075	0.010631236575225772	0.044128682716402905	-4.316080264431488
S7A6O	-0.3007058767369369	13.564400569256703	-2.989692727349305	0.010633554251065842	0.044128682716402905	-4.316296454224819
TWSG1	-0.44288332754485504	14.669127370067525	-2.977530026190827	0.010883132860104781	0.045020278857997274	-4.339298731173757
ST38L	-0.21096129643736278	13.295023393621403	-2.9749855320187844	0.010936077326557355	0.0451713905453851	-4.344108811764761
RL1D1	-0.22203056129808493	16.77436787789394	-2.9720112424935072	0.010998289059431995	0.04540004990191223	-4.349730437958659
CHSTE	-0.30552156657875235	14.29770459129553	-2.9662958223884073	0.011118823701262793	0.04572770593586501	-4.360530153731053
NEK9	-0.1895021946807689	15.003608841306304	-2.9627630405649623	0.011193982710373467	0.045988168800092155	-4.367203720288729
LFA3	-0.2480786248293773	13.726872606216551	-2.958772255713301	0.011279492287644839	0.04626478368977525	-4.374740719978596
NUDT4	-0.28557892851427324	15.990510738549114	-2.958511160333158	0.01128510925286147	0.04626478368977525	-4.375233759776105
ZMIZ1	-0.5785108801193226	11.666874897149256	-2.949408813835512	0.01148267320316571	0.0469263003158275	-4.392417139062622
COR2A	-0.3257658202540237	11.95483789813527	-2.9460914226356953	0.01155552611846881	0.047075603259995775	-4.398677237481453
HPCL1	-0.34915706831615567	16.756628893767303	-2.9420417226106803	0.011645082784191798	0.04736600879323201	-4.406317440269187
OSBL1	-0.26126680653871076	14.238760364974455	-2.9399384286933907	0.011691867044733935	0.047531442763667435	-4.4102847478672444
DNJB2	-0.19924854443875034	14.408558933595197	-2.934815464690377	0.011806599907977557	0.047947742811666555	-4.419945596574722
DDAH2	-0.39048561323009656	17.16512229705328	-2.9311309904024343	0.011889805886066007	0.048204750384124036	-4.426891749418269
SSRP1	-0.19919513045161216	15.299230175987255	-2.9277413657909093	0.01196686639426763	0.04847204163969759	-4.433280545585307
SPN1	-0.3079173648806019	14.028443158799853	-2.9257660595800883	0.01201200146791773	0.048578957574621	-4.437002958092682
MAK16	-0.4957399418231628	12.673498345578498	-2.922558512818218	0.012085652360645037	0.04885141289435367	-4.443046449359178
AKA12	-0.24592841748505095	17.512802766543	-2.917909108223709	0.012193205623679973	0.04920942404533427	-4.451804299995259
OARD1	-0.1870630904381755	12.397365090097642	-2.9165947031493293	0.012223782858298844	0.049279165359034864	-4.454279679610504
ENTP5	-0.2612613576475829	12.396602107245341	-2.9165477103401156	0.012224877465016333	0.049279165359034864	-4.454368175665491
TUSC3	-0.2338869892427283	13.740782624033878	-2.915758778648486	0.012243268604884238	0.04930911441749597	-4.455853836102385
DOHH	-0.3340357304249765	14.23954436115623	-2.912759907482309	0.012313426966033752	0.04956600492486775	-4.461500369137586
HACL1	-0.27419531741527875	14.580131639312581	-2.910560216467358	0.012365141494718585	0.049722701863715836	-4.465641399870113
