"polyIC10ugYES"	"polyIC1ugYES"	"lipoYES"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"sp|Q86SQ0|PHLB2_HUMAN"	0.483995389039718	0.498394732722898	0.784568339554144	24.3466313103028	4.62933886986352	0.0294902446770205	0.102913564567643
"sp|P49720|PSB3_HUMAN"	0.0257501025669998	0.260942554895242	-0.0112001849639954	28.0672324733331	4.42741622080925	0.0296439581433698	0.103140522363067
"sp|Q99584|S10AD_HUMAN"	-0.801785131419048	0.0119975251599542	-0.0448244137668659	28.1411027690794	4.42351500095977	0.0297166735517689	0.103140522363067
"sp|Q96ST2|IWS1_HUMAN"	-0.00370652375117313	-0.632703920674075	-0.595719666896885	23.6071532730184	6.44310806796398	0.0297167532128152	0.103140522363067
"sp|O14818|PSA7_HUMAN"	0.162225533980532	0.204455719127855	0.128780806580407	29.0176398048854	4.42322388045163	0.0297221082275808	0.103140522363067
"sp|Q8IXI1|MIRO2_HUMAN"	0.368618307252288	0.110420683033057	-0.0454280737494829	25.5095796512798	4.42314449093054	0.0297235904851788	0.103140522363067
"sp|O43252|PAPS1_HUMAN"	-0.22133744549623	-0.206253279062223	-0.43773025044437	25.0904592281505	4.61365153930477	0.0297600463001095	0.103150205727981
"sp|Q01650|LAT1_HUMAN"	0.482935136478496	-0.227233957387276	0.104549496816558	25.3533814303102	4.60966808961855	0.0298290277587774	0.103272475765982
"sp|Q14764|MVP_HUMAN"	0.00522630497264367	0.182409413175517	-0.0014458669799531	29.9866703649919	4.41307738460952	0.0299122595282929	0.103443750784074
"sp|P13611|CSPG2_HUMAN"	0.240231572633726	-0.371471321693259	-0.0255908322228238	25.876449044407	4.84085083127921	0.0301371738480736	0.104104059380493
"sp|Q86V48|LUZP1_HUMAN"	0.10226713336974	-0.229713612845722	0.0241857437659986	25.2519808084561	4.39659515886291	0.0302242163805124	0.104287161024651
"sp|Q8IX01|SUGP2_HUMAN"	-0.576509647831765	-0.375575243166484	-0.276738452862402	27.9418272881062	4.57869614877349	0.0303719714135202	0.104588199099988
"sp|P11234|RALB_HUMAN"	0.0718320715992101	-0.335541726692208	-0.147851715633848	26.6141803926599	4.38845336157504	0.0303797314618112	0.104588199099988
"sp|Q5ZPR3|CD276_HUMAN"	-0.428734112167875	-0.169059852700469	-0.167758149417285	25.8555077937223	4.38597285531779	0.0304272987793662	0.104634392210974
"sp|Q92900|RENT1_HUMAN"	0.132756270062327	-0.0254508456373325	-0.118014962457605	26.4370394238026	4.37942279329601	0.0305533289442469	0.10494999987127
"sp|Q9UNS2|CSN3_HUMAN"	0.0299102412660358	0.23120735389159	-0.169676221563272	25.9326699319375	4.37251295984583	0.0306869499342182	0.105154960321997
"sp|P61353|RL27_HUMAN"	-0.238743193304085	-0.133019417479119	-0.313988102789659	29.4209570132028	4.3701468989216	0.0307328628027553	0.105154960321997
"sp|Q9Y3U8|RL36_HUMAN"	-0.324255338876004	-0.456552495468094	-0.290183491205898	29.3394133504298	4.36931610991971	0.030749003302443	0.105154960321997
"sp|Q5PRF9|SMAG2_HUMAN"	-1.08160566913057	0.569287626202575	-0.479503095570706	22.9276732849533	5.61015790203678	0.0307502756032993	0.105154960321997
"sp|P08729|K2C7_HUMAN"	0.180724049201495	0.439540811156347	0.471479445539474	25.2544786691741	4.36659884122819	0.0308018640963143	0.105162938108616
"sp|Q15904|VAS1_HUMAN"	-0.739657409108429	-0.0772633408520899	0.0168982886552716	24.3269380475707	6.33148889738919	0.0308212527485434	0.105162938108616
"sp|P04843|RPN1_HUMAN"	0.277938397654975	0.0412503614267123	0.0327385898014955	28.8123851607047	4.36362313411133	0.0308598755554975	0.10517759588659
"sp|Q15386|UBE3C_HUMAN"	0.394280945301623	0.232356803736554	0.155181607361604	24.2346867566744	4.35267020312698	0.03107451694788	0.105791466587005
"sp|Q9UBR2|CATZ_HUMAN"	-0.127446221422205	-0.401658087759705	0.183033839902206	27.7875006019018	4.35020576981549	0.0311230542760062	0.105839110212745
"sp|P62318|SMD3_HUMAN"	-0.515788118152298	0.113422347436101	-0.365394676245803	26.1945672032879	4.77023551012308	0.0312903251858026	0.106289973801884
"sp|Q9NVZ3|NECP2_HUMAN"	-0.0464745930317089	-0.309929707095984	-0.0730356660806741	27.4923959373719	4.33380750397199	0.0314483085589782	0.106708324944307
"sp|Q86VS8|HOOK3_HUMAN"	-0.265365261100016	-0.179085299061868	0.0881274721790342	25.1553864944432	4.32014810605363	0.0317223041802975	0.107518960186318
"sp|P49591|SYSC_HUMAN"	0.075083998615513	0.252147909339981	-0.0107408189257399	27.2169652140184	4.31268071296442	0.0318732843956621	0.107873648172723
"sp|P28288|ABCD3_HUMAN"	0.370641062738172	0.4567373277507	0.0826844700680488	25.9188126759273	4.31149357861512	0.0318973646359291	0.107873648172723
"sp|P06396|GELS_HUMAN"	-0.25981601900537	-0.00943363359732175	-0.0839886884733486	30.6129746038592	4.30171754462165	0.0320964835677901	0.108427371170572
"sp|P09972|ALDOC_HUMAN"	0.235775135576167	0.15768109875203	0.230774375517624	30.020093108484	4.296155738573	0.0322104214024097	0.108692435216942
"sp|C9JLW8|MCRI1_HUMAN"	-0.185319673676677	0.0102521211574178	0.0947753991095096	26.3425874746106	4.28584525873015	0.0324229044983581	0.109234053856851
"sp|Q9BXF6|RFIP5_HUMAN"	0.109093244539426	-0.150942096015199	0.136032874499198	24.5338310479221	4.28491152868505	0.0324422287890778	0.109234053856851
"sp|Q8TCJ2|STT3B_HUMAN"	0.351646724235289	0.141196138526933	0.190550562294819	25.9398306465443	4.28124080333022	0.0325183292415812	0.109370099666526
"sp|Q9Y617|SERC_HUMAN"	0.114883853307821	-0.0469102432478129	0.17414027158341	26.2467347431915	4.27213038307526	0.0327081159107036	0.109845543874705
"sp|Q93034|CUL5_HUMAN"	0.309299667433891	0.0485732922261661	0.0513029830622157	24.6828272292334	4.27101740025236	0.0327313908477825	0.109845543874705
"sp|Q96DV4|RM38_HUMAN"	-0.198305850171688	-0.275653934383689	-0.204482537217754	25.5984012282096	4.26672369544916	0.032821365045577	0.11002698304119
"sp|Q9BW92|SYTM_HUMAN"	-0.939928518491029	0.0675639877958953	-0.0417440479051241	24.1395570681458	6.12342191138523	0.0330332603774076	0.110616294859428
"sp|P12955|PEPD_HUMAN"	-0.321384501232307	-0.0612658566562452	-0.0792003326580553	26.3712162791354	4.24362450224476	0.0333104445059744	0.111399566825253
"sp|O00506|STK25_HUMAN"	-0.315027115152312	0.151393967494549	-1.07659659436585	26.393590607656	16.1580841049136	0.0333398834134325	0.111399566825253
"sp|P50552|VASP_HUMAN"	-0.286149676573316	-0.219459041274318	-0.115472408744915	27.7321748561499	4.24001250176362	0.0333876965208641	0.111432984276063
"sp|Q9NWS8|RMND1_HUMAN"	0.490992604797193	0.340488567984849	0.531960239179148	24.5760133015536	5.40674629819855	0.0334226215893282	0.111432984276063
"sp|Q9Y305|ACOT9_HUMAN"	0.233050665833585	0.131479001769846	-0.0332084755943794	26.7806500760946	4.22671539103186	0.0336739171054416	0.112148784794645
"sp|P62829|RL23_HUMAN"	0.106253231946303	-0.0995671345756471	-0.207571981346228	29.2175777470044	4.22461661866357	0.0337193572821666	0.112178187527208
"sp|Q99714|HCD2_HUMAN"	0.0684955930479855	0.229313433345155	-0.0282515150250239	27.0731182695864	4.21762250274468	0.0338713088374048	0.112561486201527
"sp|Q13438|OS9_HUMAN"	-0.0642886617320372	-0.455981061487232	0.0837538582163084	25.3149555699963	7.19138688084818	0.0339116524140467	0.112573459367973
"sp|P48723|HSP13_HUMAN"	-0.457903749622597	-0.0828600726742453	0.0718583838282149	24.697831353759	4.61644843972265	0.0339946522370202	0.112670921165013
"sp|P48637|GSHB_HUMAN"	-0.222802079287593	-0.0258876422586833	0.0126376146121896	27.3265117166127	4.21106281404	0.0340145568138502	0.112670921165013
"sp|O43684|BUB3_HUMAN"	-0.304881026833484	0.0048240237195998	-0.222742187888207	26.5669428952208	4.20630525363981	0.0341188978557002	0.112893187042119
"sp|P23528|COF1_HUMAN"	-0.229014560073929	0.303740497252209	-0.273756145999167	32.0671538184098	4.20392162526019	0.0341713166655113	0.112893187042119
"sp|Q15029|U5S1_HUMAN"	0.173442631348516	-0.0503386587881672	-0.126085053196461	26.8596722425702	4.20297354763339	0.0341921924200675	0.112893187042119
"sp|O00161|SNP23_HUMAN"	-0.223153771026147	-0.209895814298954	0.086604498240541	25.9524227270895	4.1976757079342	0.0343091230474235	0.11299016849637
"sp|P31948|STIP1_HUMAN"	-0.44815243712044	-0.163425053424503	-0.15667947047405	28.9971995315227	4.19408233564357	0.034388702247858	0.11299016849637
"sp|P52306|GDS1_HUMAN"	-0.37708603892413	-0.147334688691878	-0.0871725498033224	27.0590357911572	4.19382528996872	0.0343944031487652	0.11299016849637
"sp|P14209|CD99_HUMAN"	-0.936139697290235	-0.588315531718457	-0.388032831376962	27.5984728699849	4.1937466428376	0.0343961476510004	0.11299016849637
"sp|Q15836|VAMP3_HUMAN"	0.483960753821185	0.333740307740958	0.23477600718909	26.886838932796	4.36760723481864	0.0344059488273869	0.11299016849637
"sp|Q01518|CAP1_HUMAN"	-0.200141458293703	0.0206769606375848	-0.0221409861653056	29.5897781105674	4.18998301277022	0.0344797523212487	0.113111307400756
"sp|P17900|SAP3_HUMAN"	-0.592557877702889	0.265080986443675	0.107632514681293	25.9646293606303	4.356287209894	0.0346398967251002	0.113515126808243
"sp|P83436|COG7_HUMAN"	0.520443441120496	0.225505940393166	0.0777858782434405	24.5777132779766	4.3528769927256	0.0347107486352837	0.113625783994134
"sp|P22695|QCR2_HUMAN"	0.219097896029877	0.134139305869783	-0.0647190846045973	27.0593909079828	4.17576124302178	0.0347978443311627	0.113789322337975
"sp|P78344|IF4G2_HUMAN"	0.00612846095628283	-0.282617504350241	-0.148130072046801	26.9562106929115	4.16866966635733	0.0349577512969911	0.114129391090451
"sp|Q8IZ83|A16A1_HUMAN"	-0.502491471589928	0.0508256822173181	0.20418606630657	24.2128509424054	4.86718509279453	0.0349763375437121	0.114129391090451
"sp|Q9UJ83|HACL1_HUMAN"	0.372621933803938	-0.179518605679551	0.0475015197126693	23.68306492866	4.55912459311428	0.0350754924555385	0.114331179663585
"sp|Q8IVF2|AHNK2_HUMAN"	-0.138107645628891	-0.175667016369539	0.0816669844147242	29.6242092685268	4.15760667041899	0.0352089434509213	0.114644211194073
"sp|Q13045|FLII_HUMAN"	0.210434622047285	0.0421776089244782	-0.0885227253788444	26.2550252893632	4.1559455715907	0.0352468432852541	0.114645783254797
"sp|Q9BRA2|TXD17_HUMAN"	-0.177744643456901	0.100274453139842	0.107850168769563	29.2621668994081	4.15019341902923	0.0353784574408137	0.114889085447852
"sp|P62166|NCS1_HUMAN"	-0.571242141681827	-0.149907878479242	-0.0840744088300784	25.8913360503105	4.84226339817611	0.035405000047195	0.114889085447852
"sp|P25685|DNJB1_HUMAN"	-0.262720757015184	-0.289348574234378	-0.437094163751115	25.6028436781492	4.14691505773211	0.0354537284563274	0.114889085447852
"sp|Q96DI7|SNR40_HUMAN"	-0.188015034791232	-0.0150772295290042	-0.220113292707037	25.8230770545264	4.14613657309966	0.0354716301676464	0.114889085447852
"sp|P52943|CRIP2_HUMAN"	-0.127677544396631	0.0583837748028877	0.145074329163973	29.0304778996205	4.13902976823873	0.0356355491882836	0.11529812324488
"sp|P14927|QCR7_HUMAN"	-0.401867489989473	-0.17526614445511	0.00323908096121296	26.8481063459171	4.13648157429545	0.0356945409704417	0.115367166174508
"sp|P10619|PPGB_HUMAN"	-0.153081001370384	0.210263259840504	0.0801848505838444	27.9814064201245	4.1320946976575	0.0357963690909728	0.115536500397791
"sp|P45954|ACDSB_HUMAN"	0.150080364550942	-0.069923397261699	-0.285229917700619	24.4968480511576	4.52076385876555	0.035822348360934	0.115536500397791
"sp|Q9H7B2|RPF2_HUMAN"	0.189026164392297	-0.0922480962189549	-0.266438869067802	25.559314100956	4.11866599155833	0.0361102123147115	0.116219680483537
"sp|O95479|G6PE_HUMAN"	0.200761547800147	0.0681126728888728	-0.0610175020356678	26.5018584130593	4.11866041037289	0.036110343426013	0.116219680483537
"sp|P60174|TPIS_HUMAN"	-0.275741323811142	-0.145792477109723	0.0269205758356321	32.3891957620958	4.11706003888045	0.0361479619780715	0.116219680483537
"sp|Q9BY32|ITPA_HUMAN"	-0.257652136451875	-0.0741511734865436	-0.16275883858127	25.9989421216462	4.11398060468577	0.036220477688436	0.116330758529736
"sp|P12004|PCNA_HUMAN"	-0.472974138863947	0.325802723937694	-0.0904681412718926	26.5934775236608	4.27266158168097	0.036428607110738	0.116876703861049
"sp|Q7Z4W1|DCXR_HUMAN"	0.184325268317821	-0.0103681270857609	-0.21568151889661	24.2335473709666	4.10208618468966	0.0365021879283097	0.116915555237103
"sp|P36957|ODO2_HUMAN"	-0.179361762154532	0.0215744038484142	0.0222171754502689	28.4737556740876	4.1014624360001	0.0365170321024503	0.116915555237103
"sp|P27695|APEX1_HUMAN"	-0.368654108565029	-0.184845307298854	-0.151036277346137	27.2902095482826	4.09781881485174	0.0366038865675486	0.117071303176377
"sp|Q13445|TMED1_HUMAN"	-0.530282796457711	0.00405626554053146	0.186341935104442	25.1571525602808	4.47808659995666	0.0366762743710259	0.117132668697571
"sp|Q5SW79|CE170_HUMAN"	-0.262700212845012	-0.152948914005994	0.0109507578820475	26.0746360000265	4.09381823761053	0.0366995306624244	0.117132668697571
"sp|Q9BUR5|MIC26_HUMAN"	-0.41349365113339	-0.142324745937137	-0.119604728684784	25.6099748539917	4.25553244039677	0.0368085477027824	0.117219042710587
"sp|P62304|RUXE_HUMAN"	-0.473270730447679	0.0253414064772966	-0.0128703078525684	27.6561641213311	4.08788126725414	0.0368420129736143	0.117219042710587
"sp|Q12905|ILF2_HUMAN"	-0.100283661361723	0.266209294947118	0.0386095763871558	27.5696985381726	4.08659601111416	0.0368729438764267	0.117219042710587
"sp|P55084|ECHB_HUMAN"	0.257033054923413	0.0881189049021813	0.0574270464602513	28.7126574508293	4.0863187481118	0.0368796204872734	0.117219042710587
"sp|Q86X55|CARM1_HUMAN"	0.200607709298701	0.104786026322845	-0.0811439351654831	26.2043005257438	4.08264593808471	0.0369681979682232	0.117378817175788
"sp|P02675|FIBB_HUMAN"	-0.0753313258520735	0.567520722983382	0.00294639295450949	25.8245773726164	4.74802557613999	0.0370868472005535	0.117618563819424
"sp|O60493|SNX3_HUMAN"	-0.214043948900517	-0.0195925898965494	0.0140442699168789	28.1310439539588	4.07499716801166	0.0371534705254879	0.117618563819424
"sp|P04792|HSPB1_HUMAN"	-0.194203568769186	0.0546044193555062	0.111995857354797	30.5708067901711	4.07477503775366	0.037158867420758	0.117618563819424
"sp|Q6P1J9|CDC73_HUMAN"	0.186911915576002	0.379725239556302	-0.146253482553567	23.0088918598178	5.77711958634228	0.0372174317259443	0.117682364095246
"sp|Q9BUQ8|DDX23_HUMAN"	0.179027964693895	-0.225615706722986	-0.0876436557872692	26.2749350007269	4.05651711031672	0.0376056410494006	0.118719479121285
"sp|Q8NE71|ABCF1_HUMAN"	0.174187386255381	-0.12238970022417	0.0802291108479689	26.37347429549	4.0558162969207	0.037622915870355	0.118719479121285
"sp|Q86UP2|KTN1_HUMAN"	-0.128689523723899	-0.15048261486388	0.0337485355342378	29.1228645426467	4.05271778180176	0.0376994054755615	0.118776465011216
"sp|P10515|ODP2_HUMAN"	0.164199218631139	0.27433560449864	-0.00841764052494542	26.803841109651	4.05186381324674	0.0377205186697048	0.118776465011216
"sp|Q8IUD2|RB6I2_HUMAN"	-0.236412756791944	-0.150948212384439	-0.0921156434600086	24.9039925579525	4.04908909287204	0.0377892161059957	0.118776465011216
"sp|Q6P2E9|EDC4_HUMAN"	0.104735377571235	-0.165808589675553	-0.113679863333009	25.8265092811142	4.0488139709171	0.0377960357003707	0.118776465011216
"sp|Q9H583|HEAT1_HUMAN"	-0.292500069029026	-0.477684257970321	-0.470160540647086	23.4915653873929	5.10627160277699	0.0379491707782877	0.119045848899801
"sp|P41567|EIF1_HUMAN"	-0.571533071820313	-0.0304999263775823	0.0403786927045523	26.4966823267212	4.04223830186163	0.0379594629161572	0.119045848899801
"sp|O75935|DCTN3_HUMAN"	-0.321048016745892	-0.219445271292027	0.0120189759909265	26.5746163439038	4.0285648137025	0.0383019695953581	0.119975370743007
"sp|P04424|ARLY_HUMAN"	-0.460669089686187	0.0393184214905606	-0.0404516070058292	24.4442823850679	4.0272868484057	0.0383341670879255	0.119975370743007
"sp|P69849|NOMO3_HUMAN"	0.230855914531397	0.0608715586640424	-0.0158265840350372	26.1944979098853	4.02346863996489	0.0384305545847976	0.120154305354918
"sp|P08708|RS17_HUMAN"	-0.464618445124151	0.303961333317311	-0.237084786105869	29.5578860174666	4.01054854653282	0.0387588374304686	0.120862359628328
"sp|Q7Z4V5|HDGR2_HUMAN"	-0.302439457709653	0.0205530523324396	-0.237942929542901	25.778160358672	4.01012830589142	0.0387695705903921	0.120862359628328
"sp|Q5VWZ2|LYPL1_HUMAN"	0.143019140000323	0.283402615078071	0.0260057134080209	25.0429508082838	4.37701387795721	0.0388002135235168	0.120862359628328
"sp|P18206|VINC_HUMAN"	-0.225896824435071	0.0016478263491043	-0.138751304282266	30.0530478256569	4.00835873500597	0.0388148047892542	0.120862359628328
"sp|Q8NBX0|SCPDL_HUMAN"	0.264955213012684	0.0146541831020291	0.0983273856167936	26.92610518887	4.00455402209685	0.0389122726391927	0.120992712335481
"sp|Q13423|NNTM_HUMAN"	0.318205179683975	0.0808106902914834	0.102343887045368	26.6167652878599	4.00341979950709	0.0389413845758245	0.120992712335481
"sp|P42677|RS27_HUMAN"	-0.113268148848586	-0.348586541295387	-0.361759874956306	28.8060558773727	4.00210619182141	0.0389751328574151	0.120992712335481
"sp|O15118|NPC1_HUMAN"	0.392949613479513	-0.822568584439539	0.221682772509767	25.4203113369181	4.15682555921059	0.0390929703675942	0.121164006069434
"sp|Q7Z7H5|TMED4_HUMAN"	-0.205661638356992	-0.00645219675070762	0.0831677300669197	26.7567382885821	3.99570846108791	0.039139992524687	0.121164006069434
"sp|O94822|LTN1_HUMAN"	0.918659204987725	0.367787202462306	0.317165852789044	23.4187849260389	6.6457658285818	0.0391551824617358	0.121164006069434
"sp|Q96AQ6|PBIP1_HUMAN"	-0.27908305064959	-0.0865952899655701	0.0068632449578641	26.6672518625009	3.99383250014743	0.0391884889082276	0.121164006069434
"sp|Q01844|EWS_HUMAN"	-0.531925775962416	-0.25790528521431	-0.1472507435009	28.6151954989617	3.9911585581734	0.0392577367790575	0.121255751503057
"sp|P07919|QCR6_HUMAN"	-0.786014608446159	-0.196739346035191	-0.459330460802472	25.236475652542	5.02095074081004	0.0393779890701046	0.121468509888447
"sp|Q7Z3B4|NUP54_HUMAN"	0.251227649869029	0.320396983333673	-0.276675957587614	24.7198032152608	4.34778110161632	0.0394424056976218	0.121468509888447
"sp|P63173|RL38_HUMAN"	-0.0927278478728324	0.0997825289545928	-0.309421285673049	28.5859789135205	3.9839341967066	0.0394455506981085	0.121468509888447
"sp|Q9H9J2|RM44_HUMAN"	0.947612326361693	1.5988927989877	0.336050224684119	23.9863758236738	4.33645685391921	0.0396946727818199	0.121796962438158
"sp|P30626|SORCN_HUMAN"	-0.335206902569633	-0.296754155019892	-0.0164531848290146	28.4734124713608	3.97441108471281	0.0396947466450778	0.121796962438158
"sp|Q9UBI1|COMD3_HUMAN"	-0.0972407053922428	0.321716883021676	-0.172393412855397	24.3922715110313	3.9738422892098	0.0397096892297211	0.121796962438158
"sp|Q9BUL8|PDC10_HUMAN"	0.195357639500074	-0.0851218762299268	0.160977616612951	26.030362663956	3.97378419061528	0.0397112158863314	0.121796962438158
"sp|P50454|SERPH_HUMAN"	0.206882315220769	0.226440307888428	0.0399690439084435	30.7055265798055	3.96191052388211	0.0400246771219687	0.122635610701712
"sp|Q9UMY4|SNX12_HUMAN"	-0.261897010739142	-0.190999164857182	-0.0823982318056563	27.036358371412	3.95821766256974	0.0401227614706482	0.122813327818248
"sp|Q9Y5M8|SRPRB_HUMAN"	0.389369400591108	0.190108809613895	0.117069380409343	26.677997585518	3.95467900021084	0.0402170161120617	0.12297897940854
"sp|P09455|RET1_HUMAN"	0.269275165095612	0.558257191669077	0.465863335503714	28.0659970520687	3.95187187916136	0.040291971310818	0.123085344064154
"sp|P08962|CD63_HUMAN"	-0.504485959488014	-0.067321800347384	-0.147946451865126	29.5469652800069	3.94812949838267	0.0403921558526241	0.123194599639188
"sp|Q96B36|AKTS1_HUMAN"	-0.35219114925668	-0.211733815516732	0.150814614743899	26.5101129691911	4.10199737246155	0.0404353164433242	0.123194599639188
"sp|Q9UBI6|GBG12_HUMAN"	-0.373920672954439	-0.151772586102703	-0.11293342489354	27.9158295768435	3.94603488128019	0.0404483574533366	0.123194599639188
"sp|Q93009|UBP7_HUMAN"	0.252177012280463	0.111502550300206	-0.13313820899743	24.8768717725272	3.94209882707387	0.040554216971872	0.123309839510027
"sp|Q09161|NCBP1_HUMAN"	0.476722656961813	0.426045397820945	0.00982977707530949	24.5489794022439	4.29798080662127	0.0405666834941602	0.123309839510027
"sp|Q13418|ILK_HUMAN"	0.143607404086498	-0.116463099580409	0.0332283902720742	27.2487332871408	3.93848175660026	0.0406517854705732	0.12344605617625
"sp|P42224|STAT1_HUMAN"	0.309915845613958	0.355892254672259	-0.00399540707407444	27.3074978148987	3.93479297682731	0.0407515733337354	0.123626555143134
"sp|Q9Y2T2|AP3M1_HUMAN"	0.152955467714622	-0.0988404057398581	-0.0711071708736408	25.927296834291	3.92814938211727	0.0409320231266994	0.124015253630527
"sp|P23919|KTHY_HUMAN"	-0.358360874914816	-0.0249529518242586	-0.106477658161009	26.5441156386794	3.92709854215521	0.0409606516560358	0.124015253630527
"sp|Q9UMS4|PRP19_HUMAN"	-0.178232152949801	0.129481072516879	-0.133938822474307	27.9025760971457	3.92332038570922	0.0410637768674216	0.124204750564442
"sp|Q06587|RING1_HUMAN"	-0.761010095859388	-0.0962472963590054	-0.206546453188546	24.5324111390859	4.27310871367537	0.0411428735786075	0.12432126690814
"sp|P04040|CATA_HUMAN"	-0.219292515217173	-0.0553942015118819	-0.0527838178791159	28.2714216773933	3.91376776055608	0.0413258845786205	0.124751241723047
"sp|P40616|ARL1_HUMAN"	0.386174697521387	0.367335051829619	0.186085839457239	25.9229834125956	3.90442561269108	0.0415841259518058	0.125407245980643
"sp|Q7Z4H3|HDDC2_HUMAN"	-0.527461760536705	-0.155427691002409	-0.169727745579156	24.3200304365179	4.87613844430928	0.0419669222898183	0.126437217203543
"sp|P14678|RSMB_HUMAN"	-0.252087544471703	0.234973421907784	-0.165186670275887	26.9392326087654	3.8885700450766	0.0420267808934304	0.126493179427771
"sp|Q96A33|CCD47_HUMAN"	-0.304264976478518	-0.11107578429639	0.0468033173348653	27.2786005751482	3.88493312354384	0.0421290976738177	0.12667669801038
"sp|P25788|PSA3_HUMAN"	0.113149210612173	0.299948832749896	0.0643875526451521	27.9117607783549	3.88336365156672	0.042173341949175	0.126677465341597
"sp|P36507|MP2K2_HUMAN"	-0.091973513272542	-0.064679315395774	-0.242471420750094	27.9786211135488	3.8805239827448	0.0422535329848776	0.126677465341597
"sp|Q13505|MTX1_HUMAN"	-0.55371171464684	-0.146085866982367	-0.0572575411914295	26.1443525327279	3.87941875738001	0.0422847926367152	0.126677465341597
"sp|O43768|ENSA_HUMAN"	-0.459182360215868	-0.291581561756372	0.0733159349650271	27.4754561645242	3.87703634259191	0.0423522684048944	0.126677465341597
"sp|Q8ND24|RN214_HUMAN"	-0.279249273585314	0.0160086238773385	0.241993701631252	23.9200249787465	5.41431224391394	0.0424087893965868	0.126677465341597
"sp|O75165|DJC13_HUMAN"	0.300180742911801	0.0271560953664895	0.0727315086635857	25.1980778041028	3.87430951062466	0.0424296546578709	0.126677465341597
"sp|Q7Z422|SZRD1_HUMAN"	-0.327613119177414	-0.0171032701516994	0.100225396512056	26.5684614880867	3.87355323726995	0.0424511468533308	0.126677465341597
"sp|P53007|TXTP_HUMAN"	0.314368932818156	0.140733050515655	0.0653936140394009	28.0416581361651	3.87255519608415	0.042479529376213	0.126677465341597
"sp|P04216|THY1_HUMAN"	-0.0581689397072288	0.888687960843513	0.0986196558956991	27.186187105097	4.21611462082571	0.0425014472490738	0.126677465341597
"sp|Q9Y217|MTMR6_HUMAN"	0.0362109712031137	-0.663799395351252	-0.222241710951729	24.5871330766082	4.47554983576917	0.0425483669042969	0.126694068216488
"sp|P53611|PGTB2_HUMAN"	-0.7504988362267	-0.0533535430220837	0.0122731298173295	24.7663426914603	4.84241754472553	0.0426012469916452	0.126728369691651
"sp|Q9NTK5|OLA1_HUMAN"	-0.23857027592625	-0.128147823253623	-0.156769791337705	27.6983593475751	3.86060044325162	0.04282124509131	0.127157489342543
"sp|Q8TC12|RDH11_HUMAN"	0.41281121764966	0.0340115404644455	-0.128314379452871	25.4713062541049	3.86034779668063	0.0428285016323447	0.127157489342543
"sp|P07339|CATD_HUMAN"	-0.181201389102925	0.0306001227827662	0.0208684963110931	30.5173999164757	3.84788811352212	0.0431881740753373	0.128101224943692
"sp|P30085|KCY_HUMAN"	-0.328977781211239	-0.0566760843951097	0.0396689561104407	27.9266591411814	3.84344312841032	0.0433173473478836	0.128360108582123
"sp|Q9BYD2|RM09_HUMAN"	-0.449630361413288	-0.267480161862306	-0.222611712907121	25.0215128278746	3.8388362322878	0.0434517063949358	0.128579416175951
"sp|Q9BXK5|B2L13_HUMAN"	0.12054264757684	0.615488903623939	-0.179407120295591	24.978299718796	3.83802947972266	0.0434752856260721	0.128579416175951
"sp|P49368|TCPG_HUMAN"	0.0638875141646284	0.147062576512643	-0.0389132684193629	29.1028470037912	3.83419099832238	0.0435876808979748	0.128787516172994
"sp|Q6PGP7|TTC37_HUMAN"	0.145896464283648	-0.19107876427786	-0.0702423275526461	25.6156860955207	3.83143573586638	0.0436685692881564	0.128833122567497
"sp|Q14684|RRP1B_HUMAN"	-0.0981572909735205	-0.306758334275399	-0.0498981933698808	25.2117624855954	3.83013782943787	0.0437067341981911	0.128833122567497
"sp|Q9Y6I3|EPN1_HUMAN"	-0.0250349922986817	0.232167826747729	0.409460507508528	26.5526148088041	3.82937245907039	0.0437292583127273	0.128833122567497
"sp|Q9UFG5|CS025_HUMAN"	0.158626463866639	0.764466013962808	0.588465722657836	24.1129334254262	3.82011138952092	0.0440028892585633	0.12948163492954
"sp|O95819|M4K4_HUMAN"	0.0377054965568217	-0.220185367144794	-0.180680505426317	26.2392222440518	3.8190661745102	0.0440338980406596	0.12948163492954
"sp|P26641|EF1G_HUMAN"	-0.179007209119063	0.0832100349549545	-0.127082020193201	30.4147797699382	3.81394068839562	0.0441863308240618	0.129805290167714
"sp|P38159|RBMX_HUMAN"	-0.281786380665071	-0.158903695767895	-0.160690011357829	28.4870347101999	3.8121981536484	0.044238295599339	0.129833465245569
"sp|Q9NYF8|BCLF1_HUMAN"	-0.258289704749562	-0.125459675520412	-0.0713436499900908	27.2535320156062	3.80968317253427	0.0443134227550244	0.129929499829086
"sp|P16070|CD44_HUMAN"	-0.398413199142827	-0.236030459692461	-0.0983621420856255	30.3880110354187	3.79759299129255	0.0446766832167975	0.13076783760614
"sp|Q9UBV2|SE1L1_HUMAN"	-0.400189102070385	-0.724487550948685	0.184098086353336	25.1154342429517	5.27204494691231	0.0447122059252207	0.13076783760614
"sp|Q9NY27|PP4R2_HUMAN"	-0.0461113480391462	-0.451620316011651	-0.277339377448206	25.0574595072124	4.37884158276187	0.0447273804866955	0.13076783760614
"sp|P0CG29|GST2_HUMAN"	-0.360905579721992	-0.481253829167727	-0.137735987673371	26.879475485249	3.79435813183411	0.0447744714911263	0.130780725118028
