Protein,Protein ID,Control,Treatment,LogFC
sp|P08574|CY1_HUMAN,P08574,5,3,-0.7369655941662062
sp|P08579|RU2B_HUMAN,P08579,4,1,-2
sp|P08581|MET_HUMAN,P08581,3,0,-Inf
sp|P08621|RU17_HUMAN,P08621,19,14,-0.4405725913859815
sp|P08648|ITA5_HUMAN,P08648,3,3,0
sp|P08670|VIME_HUMAN,P08670,71,113,0.6704318429105057
sp|P08708|RS17_HUMAN,P08708,10,9,-0.15200309344504995
sp|P08727|K1C19_HUMAN,P08727,15,28,0.9004643264490856
sp|P08729|K2C7_HUMAN,P08729,60,66,0.13750352374993502
sp|P08754|GNAI3_HUMAN,P08754,10,4,-1.3219280948873622
sp|P08758|ANXA5_HUMAN,P08758,33,23,-0.5208321633014404
sp|P08865|RSSA_HUMAN,P08865,26,19,-0.45251220469750675
sp|P08962|CD63_HUMAN,P08962,6,3,-1
sp|P09001|RM03_HUMAN,P09001,3,2,-0.5849625007211563
sp|P09012|SNRPA_HUMAN,P09012,15,7,-1.0995356735509143
sp|P09104|ENOG_HUMAN,P09104,16,5,-1.6780719051126376
sp|P09110|THIK_HUMAN,P09110,9,9,0
sp|P09211|GSTP1_HUMAN,P09211,38,24,-0.6629650127224294
sp|P09382|LEG1_HUMAN,P09382,40,24,-0.7369655941662062
sp|P09417|DHPR_HUMAN,P09417,8,3,-1.415037499278844
sp|P09429|HMGB1_HUMAN,P09429,36,19,-0.9219974879987268
sp|P09493|TPM1_HUMAN,P09493,9,11,0.289506617194985
sp|P09496|CLCA_HUMAN,P09496,16,9,-0.8300749985576876
sp|P09497|CLCB_HUMAN,P09497,5,4,-0.3219280948873623
sp|P09525|ANXA4_HUMAN,P09525,63,58,-0.11929892837234443
sp|P09543|CN37_HUMAN,P09543,9,13,0.5305147166987798
sp|P09601|HMOX1_HUMAN,P09601,16,9,-0.8300749985576876
sp|P09622|DLDH_HUMAN,P09622,9,22,1.289506617194985
sp|P09651|ROA1_HUMAN,P09651,65,29,-1.1643868179008823
sp|P09661|RU2A_HUMAN,P09661,11,8,-0.4594316186372972
sp|P09669|COX6C_HUMAN,P09669,7,11,0.6520766965796931
sp|P09874|PARP1_HUMAN,P09874,13,27,1.0544477840223765
sp|P09936|UCHL1_HUMAN,P09936,43,24,-0.8413022539809418
sp|P09960|LKHA4_HUMAN,P09960,28,16,-0.8073549220576042
sp|P09972|ALDOC_HUMAN,P09972,15,11,-0.4474589769712214
sp|P0C0S5|H2AZ_HUMAN,P0C0S5,6,4,-0.5849625007211563
sp|P0C0S8|H2A1_HUMAN,P0C0S8,34,61,0.8432744963125469
sp|P0CG39|POTEJ_HUMAN,P0CG39,8,1,-3
sp|P0DMM9|ST1A3_HUMAN,P0DMM9,11,8,-0.4594316186372972
sp|P0DMV8|HS71A_HUMAN,P0DMV8,61,39,-0.6453351187006379
sp|P0DP23|CALM1_HUMAN,P0DP23,34,23,-0.5639008851933265
sp|P10155|RO60_HUMAN,P10155,3,4,0.41503749927884376
sp|P10253|LYAG_HUMAN,P10253,8,13,0.7004397181410922
sp|P10301|RRAS_HUMAN,P10301,6,6,0
sp|P10412|H14_HUMAN,P10412,16,34,1.0874628412503393
sp|P10515|ODP2_HUMAN,P10515,9,8,-0.16992500144231246
sp|P10599|THIO_HUMAN,P10599,28,18,-0.6374299206152917
sp|P10606|COX5B_HUMAN,P10606,11,9,-0.28950661719498483
sp|P10619|PPGB_HUMAN,P10619,5,2,-1.3219280948873622
sp|P10620|MGST1_HUMAN,P10620,10,17,0.765534746362977
sp|P10768|ESTD_HUMAN,P10768,9,5,-0.84799690655495
sp|P10809|CH60_HUMAN,P10809,111,98,-0.1797060222348978
sp|P10909|CLUS_HUMAN,P10909,6,7,0.22239242133644802
sp|P11021|BIP_HUMAN,P11021,90,108,0.2630344058337938
sp|P11047|LAMC1_HUMAN,P11047,8,8,0
sp|P11117|PPAL_HUMAN,P11117,4,2,-1
sp|P11142|HSP7C_HUMAN,P11142,114,67,-0.7668008237069691
sp|P11166|GTR1_HUMAN,P11166,6,5,-0.2630344058337938
sp|P11169|GTR3_HUMAN,P11169,4,5,0.32192809488736235
sp|P11172|UMPS_HUMAN,P11172,7,10,0.5145731728297582
sp|P11177|ODPB_HUMAN,P11177,12,13,0.11547721741993588
sp|P11216|PYGB_HUMAN,P11216,27,20,-0.43295940727610627
sp|P11233|RALA_HUMAN,P11233,5,1,-2.321928094887362
sp|P11279|LAMP1_HUMAN,P11279,3,5,0.7369655941662062
sp|P11310|ACADM_HUMAN,P11310,6,6,0
sp|P11413|G6PD_HUMAN,P11413,139,95,-0.5490854643925597
sp|P11441|UBL4A_HUMAN,P11441,2,0,-Inf
sp|P11586|C1TC_HUMAN,P11586,43,40,-0.10433665981473561
sp|P11717|MPRI_HUMAN,P11717,11,2,-2.4594316186372973
sp|P11766|ADHX_HUMAN,P11766,13,5,-1.3785116232537298
sp|P11940|PABP1_HUMAN,P11940,41,31,-0.4033556942312085
sp|P12004|PCNA_HUMAN,P12004,25,22,-0.18442457113742744
sp|P12081|SYHC_HUMAN,P12081,14,12,-0.22239242133644802
sp|P12236|ADT3_HUMAN,P12236,6,9,0.5849625007211562
sp|P12268|IMDH2_HUMAN,P12268,18,20,0.15200309344505006
sp|P12270|TPR_HUMAN,P12270,48,34,-0.4974996594708167
sp|P12429|ANXA3_HUMAN,P12429,27,20,-0.43295940727610627
sp|P12694|ODBA_HUMAN,P12694,5,3,-0.7369655941662062
sp|P12814|ACTN1_HUMAN,P12814,28,20,-0.4854268271702417
sp|P12830|CADH1_HUMAN,P12830,6,4,-0.5849625007211563
sp|P12931|SRC_HUMAN,P12931,10,8,-0.3219280948873623
sp|P12955|PEPD_HUMAN,P12955,14,6,-1.222392421336448
sp|P12956|XRCC6_HUMAN,P12956,25,30,0.2630344058337938
sp|P13010|XRCC5_HUMAN,P13010,14,27,0.9475325801058645
sp|P13073|COX41_HUMAN,P13073,15,13,-0.20645087746742632
sp|P13489|RINI_HUMAN,P13489,31,20,-0.632268215499513
sp|P13611|CSPG2_HUMAN,P13611,6,13,1.1154772174199359
sp|P13639|EF2_HUMAN,P13639,75,60,-0.3219280948873623
sp|P13645|K1C10_HUMAN,P13645,4,1,-2
sp|P13667|PDIA4_HUMAN,P13667,52,55,0.08091999538356746
sp|P13674|P4HA1_HUMAN,P13674,10,7,-0.5145731728297583
sp|P13693|TCTP_HUMAN,P13693,20,11,-0.862496476250065
sp|P13797|PLST_HUMAN,P13797,46,19,-1.2756344426134274
sp|P13798|ACPH_HUMAN,P13798,6,2,-1.5849625007211563
sp|P13804|ETFA_HUMAN,P13804,20,21,0.070389327891398
sp|P13861|KAP2_HUMAN,P13861,6,2,-1.5849625007211563
sp|P13984|T2FB_HUMAN,P13984,3,0,-Inf
sp|P13987|CD59_HUMAN,P13987,4,3,-0.4150374992788438
sp|P13995|MTDC_HUMAN,P13995,3,2,-0.5849625007211563
sp|P14174|MIF_HUMAN,P14174,9,6,-0.5849625007211563
sp|P14314|GLU2B_HUMAN,P14314,19,21,0.14438990933517493
sp|P14324|FPPS_HUMAN,P14324,9,4,-1.1699250014423124
sp|P14406|CX7A2_HUMAN,P14406,4,2,-1
sp|P14550|AK1A1_HUMAN,P14550,25,15,-0.7369655941662062
sp|P14618|KPYM_HUMAN,P14618,143,115,-0.31438128583401426
sp|P14625|ENPL_HUMAN,P14625,62,78,0.3312059084753731
sp|P14678|RSMB_HUMAN,P14678,15,10,-0.5849625007211563
sp|P14735|IDE_HUMAN,P14735,8,11,0.45943161863729726
sp|P14854|CX6B1_HUMAN,P14854,6,5,-0.2630344058337938
sp|P14866|HNRPL_HUMAN,P14866,36,23,-0.6463630453852997
sp|P14868|SYDC_HUMAN,P14868,27,20,-0.43295940727610627
sp|P14923|PLAK_HUMAN,P14923,35,27,-0.37439551478149785
sp|P14927|QCR7_HUMAN,P14927,5,4,-0.3219280948873623
sp|P15121|ALDR_HUMAN,P15121,55,33,-0.7369655941662062
sp|P15151|PVR_HUMAN,P15151,3,6,1
sp|P15170|ERF3A_HUMAN,P15170,19,15,-0.34103691783506696
sp|P15291|B4GT1_HUMAN,P15291,3,1,-1.5849625007211563
sp|P15311|EZRI_HUMAN,P15311,27,17,-0.6674246609131291
sp|P15374|UCHL3_HUMAN,P15374,3,1,-1.5849625007211563
sp|P15428|PGDH_HUMAN,P15428,14,5,-1.4854268271702418
sp|P15531|NDKA_HUMAN,P15531,31,18,-0.7842713089445628
sp|P15559|NQO1_HUMAN,P15559,41,28,-0.5501970825604795
sp|P15586|GNS_HUMAN,P15586,8,8,0
sp|P15880|RS2_HUMAN,P15880,19,21,0.14438990933517493
sp|P15924|DESP_HUMAN,P15924,4,16,2
sp|P15927|RFA2_HUMAN,P15927,9,0,-Inf
sp|P16070|CD44_HUMAN,P16070,18,19,0.07800251200127316
sp|P16083|NQO2_HUMAN,P16083,3,2,-0.5849625007211563
sp|P16144|ITB4_HUMAN,P16144,17,14,-0.28010791919273537
sp|P16152|CBR1_HUMAN,P16152,28,21,-0.4150374992788438
sp|P16278|BGAL_HUMAN,P16278,4,6,0.5849625007211562
sp|P16401|H15_HUMAN,P16401,2,9,2.169925001442312
sp|P16402|H13_HUMAN,P16402,2,5,1.3219280948873624
sp|P16403|H12_HUMAN,P16403,4,35,3.1292830169449664
sp|P16435|NCPR_HUMAN,P16435,15,24,0.6780719051126377
sp|P16615|AT2A2_HUMAN,P16615,5,30,2.584962500721156
sp|P16930|FAAA_HUMAN,P16930,4,1,-2
sp|P16949|STMN1_HUMAN,P16949,18,9,-1
sp|P16989|YBOX3_HUMAN,P16989,5,0,-Inf
sp|P17096|HMGA1_HUMAN,P17096,7,6,-0.22239242133644802
sp|P17174|AATC_HUMAN,P17174,16,6,-1.415037499278844
sp|P17252|KPCA_HUMAN,P17252,4,15,1.9068905956085185
sp|P17301|ITA2_HUMAN,P17301,14,16,0.19264507794239583
sp|P17655|CAN2_HUMAN,P17655,14,14,0
sp|P17812|PYRG1_HUMAN,P17812,6,8,0.41503749927884376
sp|P17844|DDX5_HUMAN,P17844,41,28,-0.5501970825604795
sp|P17858|PFKAL_HUMAN,P17858,6,9,0.5849625007211562
sp|P17931|LEG3_HUMAN,P17931,9,6,-0.5849625007211563
sp|P17980|PRS6A_HUMAN,P17980,26,16,-0.7004397181410921
sp|P17987|TCPA_HUMAN,P17987,26,24,-0.1154772174199359
sp|P18031|PTN1_HUMAN,P18031,7,4,-0.8073549220576042
sp|P18077|RL35A_HUMAN,P18077,10,12,0.2630344058337938
sp|P18084|ITB5_HUMAN,P18084,17,12,-0.5025003405291831
sp|P18085|ARF4_HUMAN,P18085,6,5,-0.2630344058337938
sp|P18124|RL7_HUMAN,P18124,15,21,0.48542682717024166
sp|P18206|VINC_HUMAN,P18206,73,41,-0.8322725542619335
sp|P18621|RL17_HUMAN,P18621,11,15,0.44745897697122117
sp|P18669|PGAM1_HUMAN,P18669,41,27,-0.6026645024546151
sp|P18858|DNLI1_HUMAN,P18858,5,4,-0.3219280948873623
sp|P18859|ATP5J_HUMAN,P18859,5,7,0.48542682717024166
sp|P18887|XRCC1_HUMAN,P18887,3,1,-1.5849625007211563
sp|P19022|CADH2_HUMAN,P19022,3,1,-1.5849625007211563
sp|P19224|UD16_HUMAN,P19224,9,6,-0.5849625007211563
sp|P19338|NUCL_HUMAN,P19338,47,56,0.2527660703799667
sp|P19388|RPAB1_HUMAN,P19388,4,1,-2
sp|P19404|NDUV2_HUMAN,P19404,8,6,-0.4150374992788438
sp|P19440|GGT1_HUMAN,P19440,6,9,0.5849625007211562
sp|P19525|E2AK2_HUMAN,P19525,4,10,1.3219280948873624
sp|P19623|SPEE_HUMAN,P19623,7,4,-0.8073549220576042
sp|P19784|CSK22_HUMAN,P19784,2,8,2
sp|P19838|NFKB1_HUMAN,P19838,3,1,-1.5849625007211563
sp|P20020|AT2B1_HUMAN,P20020,21,29,0.4656635723488118
sp|P20042|IF2B_HUMAN,P20042,15,10,-0.5849625007211563
sp|P20073|ANXA7_HUMAN,P20073,21,16,-0.39231742277876036
sp|P20290|BTF3_HUMAN,P20290,11,1,-3.4594316186372973
sp|P20339|RAB5A_HUMAN,P20339,4,4,0
sp|P20340|RAB6A_HUMAN,P20340,8,7,-0.19264507794239588
sp|P20618|PSB1_HUMAN,P20618,8,8,0
sp|P20645|MPRD_HUMAN,P20645,6,5,-0.2630344058337938
sp|P20674|COX5A_HUMAN,P20674,11,13,0.24100809950379498
sp|P20700|LMNB1_HUMAN,P20700,18,35,0.9593580155026541
sp|P20810|ICAL_HUMAN,P20810,30,16,-0.9068905956085186
sp|P21281|VATB2_HUMAN,P21281,4,4,0
sp|P21283|VATC1_HUMAN,P21283,10,4,-1.3219280948873622
sp|P21291|CSRP1_HUMAN,P21291,18,7,-1.3625700793847082
sp|P21333|FLNA_HUMAN,P21333,192,123,-0.6424479953819163
sp|P21399|ACOHC_HUMAN,P21399,19,11,-0.7884958948062882
sp|P21589|5NTD_HUMAN,P21589,5,8,0.6780719051126377
sp|P21796|VDAC1_HUMAN,P21796,35,45,0.36257007938470837
sp|P21912|SDHB_HUMAN,P21912,10,8,-0.3219280948873623
sp|P21926|CD9_HUMAN,P21926,3,6,1
sp|P21964|COMT_HUMAN,P21964,4,2,-1
sp|P21980|TGM2_HUMAN,P21980,11,15,0.44745897697122117
sp|P22059|OSBP1_HUMAN,P22059,5,3,-0.7369655941662062
sp|P22061|PIMT_HUMAN,P22061,14,3,-2.222392421336448
sp|P22087|FBRL_HUMAN,P22087,16,17,0.0874628412503394
sp|P22102|PUR2_HUMAN,P22102,12,11,-0.12553088208385899
sp|P22234|PUR6_HUMAN,P22234,29,10,-1.5360529002402097
sp|P22307|SCP2_HUMAN,P22307,20,21,0.070389327891398
sp|P22314|UBA1_HUMAN,P22314,38,31,-0.2937312030567103
sp|P22392|NDKB_HUMAN,P22392,15,7,-1.0995356735509143
sp|P22570|ADRO_HUMAN,P22570,20,23,0.2016338611696504
sp|P22626|ROA2_HUMAN,P22626,72,38,-0.9219974879987268
sp|P22692|IBP4_HUMAN,P22692,5,0,-Inf
sp|P22695|QCR2_HUMAN,P22695,18,23,0.3536369546147004
sp|P22830|HEMH_HUMAN,P22830,6,9,0.5849625007211562
sp|P23193|TCEA1_HUMAN,P23193,17,8,-1.0874628412503393
sp|P23229|ITA6_HUMAN,P23229,16,14,-0.19264507794239588
sp|P23246|SFPQ_HUMAN,P23246,43,18,-1.2563397532597855
sp|P23284|PPIB_HUMAN,P23284,51,59,0.21021770739034581
sp|P23368|MAOM_HUMAN,P23368,7,9,0.36257007938470837
sp|P23381|SYWC_HUMAN,P23381,15,11,-0.4474589769712214
sp|P23396|RS3_HUMAN,P23396,31,37,0.25525705524207465
sp|P23434|GCSH_HUMAN,P23434,2,4,1
sp|P23526|SAHH_HUMAN,P23526,27,22,-0.29545588352617136
sp|P23528|COF1_HUMAN,P23528,44,22,-1
sp|P23588|IF4B_HUMAN,P23588,19,5,-1.9259994185562233
sp|P23786|CPT2_HUMAN,P23786,3,5,0.7369655941662062
sp|P23919|KTHY_HUMAN,P23919,14,9,-0.6374299206152917
sp|P23921|RIR1_HUMAN,P23921,4,7,0.8073549220576041
sp|P24534|EF1B_HUMAN,P24534,14,10,-0.4854268271702417
sp|P24539|AT5F1_HUMAN,P24539,11,16,0.5405683813627028
sp|P24666|PPAC_HUMAN,P24666,10,7,-0.5145731728297583
sp|P24752|THIL_HUMAN,P24752,26,19,-0.45251220469750675
sp|P25205|MCM3_HUMAN,P25205,8,15,0.9068905956085185
sp|P25325|THTM_HUMAN,P25325,15,8,-0.9068905956085186
sp|P25398|RS12_HUMAN,P25398,24,17,-0.4974996594708167
sp|P25685|DNJB1_HUMAN,P25685,12,7,-0.777607578663552
sp|P25705|ATPA_HUMAN,P25705,60,64,0.09310940439148145
sp|P25774|CATS_HUMAN,P25774,4,1,-2
sp|P25786|PSA1_HUMAN,P25786,24,14,-0.777607578663552
sp|P25787|PSA2_HUMAN,P25787,14,6,-1.222392421336448
sp|P25788|PSA3_HUMAN,P25788,19,12,-0.6629650127224294
sp|P25789|PSA4_HUMAN,P25789,13,10,-0.3785116232537297
sp|P25815|S100P_HUMAN,P25815,2,4,1
sp|P26006|ITA3_HUMAN,P26006,13,20,0.6214883767462702
sp|P26038|MOES_HUMAN,P26038,61,47,-0.37614848588524896
sp|P26196|DDX6_HUMAN,P26196,13,9,-0.5305147166987798
sp|P26373|RL13_HUMAN,P26373,12,15,0.32192809488736235
sp|P26440|IVD_HUMAN,P26440,4,0,-Inf
sp|P26447|S10A4_HUMAN,P26447,28,24,-0.22239242133644802
sp|P26583|HMGB2_HUMAN,P26583,7,4,-0.8073549220576042
sp|P26599|PTBP1_HUMAN,P26599,31,15,-1.0473057147783567
sp|P26639|SYTC_HUMAN,P26639,29,16,-0.8579809951275721
sp|P26640|SYVC_HUMAN,P26640,8,17,1.0874628412503393
sp|P26641|EF1G_HUMAN,P26641,36,31,-0.21572869105543707
sp|P26885|FKBP2_HUMAN,P26885,8,5,-0.6780719051126377
sp|P27105|STOM_HUMAN,P27105,10,12,0.2630344058337938
sp|P27144|KAD4_HUMAN,P27144,4,0,-Inf
sp|P27216|ANX13_HUMAN,P27216,4,7,0.8073549220576041
sp|P27348|1433T_HUMAN,P27348,39,29,-0.42742122373467617
sp|P27635|RL10_HUMAN,P27635,10,20,1
sp|P27694|RFA1_HUMAN,P27694,4,5,0.32192809488736235
sp|P27695|APEX1_HUMAN,P27695,21,10,-1.070389327891398
sp|P27708|PYR1_HUMAN,P27708,19,22,0.21150410519371182
sp|P27797|CALR_HUMAN,P27797,32,34,0.0874628412503394
sp|P27816|MAP4_HUMAN,P27816,30,14,-1.0995356735509143
sp|P27824|CALX_HUMAN,P27824,35,22,-0.6698513983076693
sp|P28066|PSA5_HUMAN,P28066,15,7,-1.0995356735509143
sp|P28070|PSB4_HUMAN,P28070,6,6,0
sp|P28072|PSB6_HUMAN,P28072,6,3,-1
sp|P28074|PSB5_HUMAN,P28074,8,10,0.32192809488736235
sp|P28331|NDUS1_HUMAN,P28331,20,26,0.37851162325372983
sp|P28482|MK01_HUMAN,P28482,7,2,-1.8073549220576042
sp|P28676|GRAN_HUMAN,P28676,3,1,-1.5849625007211563
sp|P28838|AMPL_HUMAN,P28838,20,11,-0.862496476250065
sp|P29083|T2EA_HUMAN,P29083,2,2,0
sp|P29144|TPP2_HUMAN,P29144,5,4,-0.3219280948873623
sp|P29218|IMPA1_HUMAN,P29218,7,2,-1.8073549220576042
sp|P29317|EPHA2_HUMAN,P29317,5,14,1.4854268271702418
sp|P29353|SHC1_HUMAN,P29353,5,1,-2.321928094887362
sp|P29401|TKT_HUMAN,P29401,118,79,-0.5788623011847384
sp|P29692|EF1D_HUMAN,P29692,29,21,-0.46566357234881184
sp|P29966|MARCS_HUMAN,P29966,9,7,-0.36257007938470825
sp|P30038|AL4A1_HUMAN,P30038,2,4,1
sp|P30040|ERP29_HUMAN,P30040,17,18,0.08246216019197297
sp|P30041|PRDX6_HUMAN,P30041,28,13,-1.106915203916512
sp|P30043|BLVRB_HUMAN,P30043,29,15,-0.9510903995190535
sp|P30044|PRDX5_HUMAN,P30044,16,14,-0.19264507794239588
sp|P30046|DOPD_HUMAN,P30046,8,3,-1.415037499278844
sp|P30048|PRDX3_HUMAN,P30048,21,19,-0.1443899093351748
sp|P30049|ATPD_HUMAN,P30049,2,2,0
sp|P30050|RL12_HUMAN,P30050,20,18,-0.15200309344504995
sp|P30084|ECHM_HUMAN,P30084,16,17,0.0874628412503394
sp|P30085|KCY_HUMAN,P30085,10,6,-0.7369655941662062
sp|P30086|PEBP1_HUMAN,P30086,24,16,-0.5849625007211563
sp|P30101|PDIA3_HUMAN,P30101,51,57,0.16046467219324612
sp|P30153|2AAA_HUMAN,P30153,24,16,-0.5849625007211563
sp|P30405|PPIF_HUMAN,P30405,5,3,-0.7369655941662062
sp|P30419|NMT1_HUMAN,P30419,8,4,-1
sp|P30519|HMOX2_HUMAN,P30519,4,4,0
sp|P30520|PURA2_HUMAN,P30520,11,8,-0.4594316186372972
sp|P30533|AMRP_HUMAN,P30533,10,7,-0.5145731728297583
sp|P30566|PUR8_HUMAN,P30566,3,2,-0.5849625007211563
sp|P30622|CLIP1_HUMAN,P30622,7,3,-1.222392421336448
sp|P30626|SORCN_HUMAN,P30626,8,6,-0.4150374992788438
sp|P30740|ILEU_HUMAN,P30740,11,12,0.12553088208385882
sp|P30837|AL1B1_HUMAN,P30837,9,17,0.9175378398080271
sp|P30838|AL3A1_HUMAN,P30838,105,94,-0.1596566659884852
sp|P31040|SDHA_HUMAN,P31040,14,20,0.5145731728297582
sp|P31150|GDIA_HUMAN,P31150,8,4,-1
sp|P31153|METK2_HUMAN,P31153,19,13,-0.5474877953024933
sp|P31327|CPSM_HUMAN,P31327,31,62,1
sp|P31689|DNJA1_HUMAN,P31689,15,14,-0.0995356735509144
sp|P31930|QCR1_HUMAN,P31930,25,28,0.16349873228287956
sp|P31937|3HIDH_HUMAN,P31937,5,8,0.6780719051126377
sp|P31939|PUR9_HUMAN,P31939,35,37,0.08017034868398336
sp|P31942|HNRH3_HUMAN,P31942,19,7,-1.4405725913859815
sp|P31943|HNRH1_HUMAN,P31943,36,27,-0.4150374992788438
sp|P31946|1433B_HUMAN,P31946,23,12,-0.9385994553358568
sp|P31947|1433S_HUMAN,P31947,10,5,-1
sp|P31948|STIP1_HUMAN,P31948,73,36,-1.019899557437705
sp|P31949|S10AB_HUMAN,P31949,21,15,-0.4854268271702417
sp|P32321|DCTD_HUMAN,P32321,3,4,0.41503749927884376
sp|P32322|P5CR1_HUMAN,P32322,10,11,0.13750352374993502
sp|P32969|RL9_HUMAN,P32969,5,7,0.48542682717024166
sp|P33176|KINH_HUMAN,P33176,21,18,-0.22239242133644802
sp|P33240|CSTF2_HUMAN,P33240,8,2,-2
sp|P33316|DUT_HUMAN,P33316,9,3,-1.5849625007211563
sp|P33527|MRP1_HUMAN,P33527,15,36,1.2630344058337937
sp|P33991|MCM4_HUMAN,P33991,8,12,0.5849625007211562
sp|P33992|MCM5_HUMAN,P33992,4,10,1.3219280948873624
sp|P33993|MCM7_HUMAN,P33993,9,24,1.4150374992788437
sp|P34896|GLYC_HUMAN,P34896,7,2,-1.8073549220576042
sp|P34897|GLYM_HUMAN,P34897,24,24,0
sp|P34932|HSP74_HUMAN,P34932,43,28,-0.6189098326444937
sp|P34949|MPI_HUMAN,P34949,7,0,-Inf
sp|P35052|GPC1_HUMAN,P35052,4,4,0
sp|P35080|PROF2_HUMAN,P35080,8,7,-0.19264507794239588
sp|P35221|CTNA1_HUMAN,P35221,33,29,-0.18641312423088133
sp|P35222|CTNB1_HUMAN,P35222,13,14,0.10691520391651188
sp|P35232|PHB1_HUMAN,P35232,24,20,-0.2630344058337938
sp|P35237|SPB6_HUMAN,P35237,13,10,-0.3785116232537297
sp|P35241|RADI_HUMAN,P35241,19,10,-0.9259994185562233
sp|P35244|RFA3_HUMAN,P35244,5,2,-1.3219280948873622
sp|P35249|RFC4_HUMAN,P35249,7,7,0
sp|P35250|RFC2_HUMAN,P35250,3,2,-0.5849625007211563
sp|P35268|RL22_HUMAN,P35268,7,8,0.19264507794239583
sp|P35269|T2FA_HUMAN,P35269,2,0,-Inf
sp|P35270|SPRE_HUMAN,P35270,16,9,-0.8300749985576876
sp|P35354|PGH2_HUMAN,P35354,12,6,-1
sp|P35579|MYH9_HUMAN,P35579,151,194,0.36150810286204865
sp|P35580|MYH10_HUMAN,P35580,14,33,1.2370391973008494
sp|P35606|COPB2_HUMAN,P35606,12,16,0.41503749927884376
sp|P35613|BASI_HUMAN,P35613,10,9,-0.15200309344504995
sp|P35637|FUS_HUMAN,P35637,15,7,-1.0995356735509143
sp|P35658|NU214_HUMAN,P35658,4,5,0.32192809488736235
sp|P35659|DEK_HUMAN,P35659,10,7,-0.5145731728297583
sp|P35754|GLRX1_HUMAN,P35754,6,3,-1
sp|P35813|PPM1A_HUMAN,P35813,3,1,-1.5849625007211563
sp|P35914|HMGCL_HUMAN,P35914,3,4,0.41503749927884376
sp|P35998|PRS7_HUMAN,P35998,31,14,-1.1468413883292712
sp|P36405|ARL3_HUMAN,P36405,8,2,-2
sp|P36542|ATPG_HUMAN,P36542,6,12,1
sp|P36543|VATE1_HUMAN,P36543,5,5,0
sp|P36551|HEM6_HUMAN,P36551,4,8,1
sp|P36578|RL4_HUMAN,P36578,34,45,0.40439025507933524
sp|P36639|8ODP_HUMAN,P36639,3,0,-Inf
sp|P36776|LONM_HUMAN,P36776,6,18,1.584962500721156
sp|P36871|PGM1_HUMAN,P36871,13,15,0.20645087746742624
sp|P36954|RPB9_HUMAN,P36954,3,0,-Inf
sp|P36957|ODO2_HUMAN,P36957,10,14,0.48542682717024166
sp|P37108|SRP14_HUMAN,P37108,8,4,-1
sp|P37198|NUP62_HUMAN,P37198,5,2,-1.3219280948873622
sp|P37235|HPCL1_HUMAN,P37235,4,4,0
sp|P37268|FDFT_HUMAN,P37268,9,7,-0.36257007938470825
sp|P37802|TAGL2_HUMAN,P37802,48,22,-1.125530882083859
sp|P37837|TALDO_HUMAN,P37837,40,25,-0.6780719051126377
sp|P38117|ETFB_HUMAN,P38117,40,36,-0.15200309344504995
sp|P38159|RBMX_HUMAN,P38159,32,18,-0.8300749985576876
sp|P38606|VATA_HUMAN,P38606,8,11,0.45943161863729726
sp|P38646|GRP75_HUMAN,P38646,80,71,-0.17218097538268035
sp|P38919|IF4A3_HUMAN,P38919,9,16,0.8300749985576875
sp|P39019|RS19_HUMAN,P39019,25,15,-0.7369655941662062
sp|P39023|RL3_HUMAN,P39023,30,43,0.5193741590935794
sp|P39060|COIA1_HUMAN,P39060,3,2,-0.5849625007211563
sp|P39656|OST48_HUMAN,P39656,8,11,0.45943161863729726
sp|P39687|AN32A_HUMAN,P39687,19,9,-1.0780025120012733
sp|P39748|FEN1_HUMAN,P39748,13,5,-1.3785116232537298
sp|P40121|CAPG_HUMAN,P40121,6,4,-0.5849625007211563
sp|P40123|CAP2_HUMAN,P40123,3,1,-1.5849625007211563
sp|P40222|TXLNA_HUMAN,P40222,4,3,-0.4150374992788438
sp|P40227|TCPZ_HUMAN,P40227,31,22,-0.4947646917495779
sp|P40261|NNMT_HUMAN,P40261,4,5,0.32192809488736235
sp|P40429|RL13A_HUMAN,P40429,12,21,0.8073549220576041
sp|P40616|ARL1_HUMAN,P40616,2,3,0.5849625007211562
sp|P40763|STAT3_HUMAN,P40763,10,6,-0.7369655941662062
sp|P40818|UBP8_HUMAN,P40818,3,2,-0.5849625007211563
sp|P40925|MDHC_HUMAN,P40925,28,15,-0.9004643264490856
sp|P40926|MDHM_HUMAN,P40926,55,46,-0.2577977574676468
sp|P40937|RFC5_HUMAN,P40937,3,6,1
sp|P40938|RFC3_HUMAN,P40938,4,4,0
sp|P40939|ECHA_HUMAN,P40939,18,46,1.3536369546147005
sp|P41091|IF2G_HUMAN,P41091,23,16,-0.523561956057013
sp|P41208|CETN2_HUMAN,P41208,3,2,-0.5849625007211563
sp|P41223|BUD31_HUMAN,P41223,4,0,-Inf
sp|P41227|NAA10_HUMAN,P41227,8,4,-1
sp|P41240|CSK_HUMAN,P41240,5,2,-1.3219280948873622
sp|P41250|GARS_HUMAN,P41250,15,11,-0.4474589769712214
sp|P41252|SYIC_HUMAN,P41252,16,13,-0.2995602818589078
sp|P41567|EIF1_HUMAN,P41567,5,0,-Inf
sp|P42126|ECI1_HUMAN,P42126,7,5,-0.4854268271702417
sp|P42166|LAP2A_HUMAN,P42166,29,6,-2.273018494406416
sp|P42167|LAP2B_HUMAN,P42167,9,17,0.9175378398080271
