Protein,Protein ID,Control,Treatment,LogFC
sp|P42224|STAT1_HUMAN,P42224,21,15,-0.4854268271702417
sp|P42330|AK1C3_HUMAN,P42330,126,82,-0.6197279188818328
sp|P42677|RS27_HUMAN,P42677,3,8,1.4150374992788437
sp|P42704|LPPRC_HUMAN,P42704,35,85,1.2801079191927351
sp|P42765|THIM_HUMAN,P42765,24,25,0.058893689053568614
sp|P42766|RL35_HUMAN,P42766,8,11,0.45943161863729726
sp|P42785|PCP_HUMAN,P42785,4,3,-0.4150374992788438
sp|P42892|ECE1_HUMAN,P42892,8,2,-2
sp|P43034|LIS1_HUMAN,P43034,9,16,0.8300749985576875
sp|P43243|MATR3_HUMAN,P43243,25,16,-0.6438561897747247
sp|P43304|GPDM_HUMAN,P43304,9,15,0.7369655941662062
sp|P43307|SSRA_HUMAN,P43307,4,3,-0.4150374992788438
sp|P43353|AL3B1_HUMAN,P43353,4,4,0
sp|P43487|RANG_HUMAN,P43487,9,7,-0.36257007938470825
sp|P43490|NAMPT_HUMAN,P43490,34,17,-1
sp|P43686|PRS6B_HUMAN,P43686,19,10,-0.9259994185562233
sp|P43897|EFTS_HUMAN,P43897,3,4,0.41503749927884376
sp|P45880|VDAC2_HUMAN,P45880,19,21,0.14438990933517493
sp|P45954|ACDSB_HUMAN,P45954,6,5,-0.2630344058337938
sp|P45973|CBX5_HUMAN,P45973,10,4,-1.3219280948873622
sp|P45974|UBP5_HUMAN,P45974,13,8,-0.7004397181410921
sp|P45985|MP2K4_HUMAN,P45985,4,0,-Inf
sp|P46060|RAGP1_HUMAN,P46060,15,11,-0.4474589769712214
sp|P46063|RECQ1_HUMAN,P46063,8,6,-0.4150374992788438
sp|P46087|NOP2_HUMAN,P46087,3,14,2.222392421336448
sp|P46108|CRK_HUMAN,P46108,7,0,-Inf
sp|P46109|CRKL_HUMAN,P46109,6,2,-1.5849625007211563
sp|P46379|BAG6_HUMAN,P46379,9,2,-2.1699250014423126
sp|P46459|NSF_HUMAN,P46459,6,12,1
sp|P46776|RL27A_HUMAN,P46776,3,8,1.4150374992788437
sp|P46777|RL5_HUMAN,P46777,19,25,0.3959286763311393
sp|P46778|RL21_HUMAN,P46778,5,8,0.6780719051126377
sp|P46779|RL28_HUMAN,P46779,7,13,0.8930847960834881
sp|P46781|RS9_HUMAN,P46781,22,27,0.2954558835261713
sp|P46782|RS5_HUMAN,P46782,17,13,-0.38702312310924736
sp|P46783|RS10_HUMAN,P46783,25,13,-0.9434164716336325
sp|P46821|MAP1B_HUMAN,P46821,42,27,-0.6374299206152917
sp|P46926|GNPI1_HUMAN,P46926,9,5,-0.84799690655495
sp|P46937|YAP1_HUMAN,P46937,3,0,-Inf
sp|P46940|IQGA1_HUMAN,P46940,46,40,-0.20163386116965057
sp|P47712|PA24A_HUMAN,P47712,11,21,0.932885804141463
sp|P47736|RPGP1_HUMAN,P47736,2,0,-Inf
sp|P47755|CAZA2_HUMAN,P47755,7,4,-0.8073549220576042
sp|P47756|CAPZB_HUMAN,P47756,20,16,-0.3219280948873623
sp|P47813|IF1AX_HUMAN,P47813,5,4,-0.3219280948873623
sp|P47897|SYQ_HUMAN,P47897,15,13,-0.20645087746742632
sp|P47914|RL29_HUMAN,P47914,7,6,-0.22239242133644802
sp|P47985|UCRI_HUMAN,P47985,7,8,0.19264507794239583
sp|P47989|XDH_HUMAN,P47989,3,4,0.41503749927884376
sp|P48047|ATPO_HUMAN,P48047,15,15,0
sp|P48059|LIMS1_HUMAN,P48059,6,2,-1.5849625007211563
sp|P48147|PPCE_HUMAN,P48147,10,2,-2.321928094887362
sp|P48163|MAOX_HUMAN,P48163,18,9,-1
sp|P48444|COPD_HUMAN,P48444,8,12,0.5849625007211562
sp|P48449|LSS_HUMAN,P48449,4,2,-1
sp|P48506|GSH1_HUMAN,P48506,15,10,-0.5849625007211563
sp|P48507|GSH0_HUMAN,P48507,7,5,-0.4854268271702417
sp|P48509|CD151_HUMAN,P48509,5,3,-0.7369655941662062
sp|P48556|PSMD8_HUMAN,P48556,10,10,0
sp|P48637|GSHB_HUMAN,P48637,15,5,-1.5849625007211563
sp|P48643|TCPE_HUMAN,P48643,44,23,-0.9358696625802845
sp|P48735|IDHP_HUMAN,P48735,11,16,0.5405683813627028
sp|P48739|PIPNB_HUMAN,P48739,11,4,-1.4594316186372973
sp|P48960|AGRE5_HUMAN,P48960,2,1,-1
sp|P49006|MRP_HUMAN,P49006,4,1,-2
sp|P49023|PAXI_HUMAN,P49023,6,4,-0.5849625007211563
sp|P49189|AL9A1_HUMAN,P49189,15,9,-0.7369655941662062
sp|P49207|RL34_HUMAN,P49207,4,6,0.5849625007211562
sp|P49257|LMAN1_HUMAN,P49257,8,9,0.16992500144231237
sp|P49321|NASP_HUMAN,P49321,18,9,-1
sp|P49327|FAS_HUMAN,P49327,117,95,-0.30050911125245666
sp|P49354|FNTA_HUMAN,P49354,3,2,-0.5849625007211563
sp|P49366|DHYS_HUMAN,P49366,2,0,-Inf
sp|P49368|TCPG_HUMAN,P49368,42,30,-0.4854268271702417
sp|P49406|RM19_HUMAN,P49406,4,5,0.32192809488736235
sp|P49411|EFTU_HUMAN,P49411,40,33,-0.27753397552890896
sp|P49419|AL7A1_HUMAN,P49419,21,16,-0.39231742277876036
sp|P49458|SRP09_HUMAN,P49458,8,4,-1
sp|P49585|PCY1A_HUMAN,P49585,3,1,-1.5849625007211563
sp|P49588|SYAC_HUMAN,P49588,43,28,-0.6189098326444937
sp|P49589|SYCC_HUMAN,P49589,11,3,-1.8744691179161412
sp|P49591|SYSC_HUMAN,P49591,10,9,-0.15200309344504995
sp|P49643|PRI2_HUMAN,P49643,2,0,-Inf
sp|P49720|PSB3_HUMAN,P49720,7,4,-0.8073549220576042
sp|P49721|PSB2_HUMAN,P49721,16,3,-2.415037499278844
sp|P49736|MCM2_HUMAN,P49736,7,8,0.19264507794239583
sp|P49748|ACADV_HUMAN,P49748,18,27,0.5849625007211562
sp|P49750|YLPM1_HUMAN,P49750,10,5,-1
sp|P49753|ACOT2_HUMAN,P49753,7,13,0.8930847960834881
sp|P49755|TMEDA_HUMAN,P49755,13,16,0.29956028185890793
sp|P49756|RBM25_HUMAN,P49756,3,6,1
sp|P49757|NUMB_HUMAN,P49757,9,0,-Inf
sp|P49770|EI2BB_HUMAN,P49770,3,3,0
sp|P49773|HINT1_HUMAN,P49773,14,7,-1
sp|P49790|NU153_HUMAN,P49790,5,1,-2.321928094887362
sp|P49792|RBP2_HUMAN,P49792,3,9,1.584962500721156
sp|P49821|NDUV1_HUMAN,P49821,4,15,1.9068905956085185
sp|P49840|GSK3A_HUMAN,P49840,5,4,-0.3219280948873623
sp|P49902|5NTC_HUMAN,P49902,5,1,-2.321928094887362
sp|P49903|SPS1_HUMAN,P49903,3,0,-Inf
sp|P49915|GUAA_HUMAN,P49915,21,11,-0.9328858041414629
sp|P49959|MRE11_HUMAN,P49959,3,4,0.41503749927884376
sp|P50213|IDH3A_HUMAN,P50213,14,14,0
sp|P50238|CRIP1_HUMAN,P50238,14,6,-1.222392421336448
sp|P50395|GDIB_HUMAN,P50395,49,30,-0.7078192485066896
sp|P50402|EMD_HUMAN,P50402,5,3,-0.7369655941662062
sp|P50453|SPB9_HUMAN,P50453,4,3,-0.4150374992788438
sp|P50454|SERPH_HUMAN,P50454,16,22,0.45943161863729726
sp|P50502|F10A1_HUMAN,P50502,18,11,-0.710493382805015
sp|P50552|VASP_HUMAN,P50552,16,9,-0.8300749985576876
sp|P50570|DYN2_HUMAN,P50570,19,9,-1.0780025120012733
sp|P50579|MAP2_HUMAN,P50579,8,5,-0.6780719051126377
sp|P50895|BCAM_HUMAN,P50895,3,0,-Inf
sp|P50914|RL14_HUMAN,P50914,9,14,0.6374299206152918
sp|P50990|TCPQ_HUMAN,P50990,35,36,0.04064198449734577
sp|P50991|TCPD_HUMAN,P50991,35,24,-0.5443205162238103
sp|P50995|ANX11_HUMAN,P50995,31,26,-0.253756592245783
sp|P51114|FXR1_HUMAN,P51114,7,4,-0.8073549220576042
sp|P51116|FXR2_HUMAN,P51116,3,0,-Inf
sp|P51148|RAB5C_HUMAN,P51148,13,15,0.20645087746742624
sp|P51149|RAB7A_HUMAN,P51149,11,13,0.24100809950379498
sp|P51153|RAB13_HUMAN,P51153,5,3,-0.7369655941662062
sp|P51398|RT29_HUMAN,P51398,5,4,-0.3219280948873623
sp|P51452|DUS3_HUMAN,P51452,5,3,-0.7369655941662062
sp|P51553|IDH3G_HUMAN,P51553,4,2,-1
sp|P51570|GALK1_HUMAN,P51570,11,10,-0.13750352374993496
sp|P51571|SSRD_HUMAN,P51571,7,10,0.5145731728297582
sp|P51572|BAP31_HUMAN,P51572,13,11,-0.24100809950379493
sp|P51610|HCFC1_HUMAN,P51610,9,5,-0.84799690655495
sp|P51648|AL3A2_HUMAN,P51648,15,18,0.2630344058337938
sp|P51659|DHB4_HUMAN,P51659,21,22,0.06711419585853703
sp|P51665|PSMD7_HUMAN,P51665,11,5,-1.137503523749935
sp|P51690|ARSL_HUMAN,P51690,3,3,0
sp|P51692|STA5B_HUMAN,P51692,2,0,-Inf
sp|P51812|KS6A3_HUMAN,P51812,8,17,1.0874628412503393
sp|P51858|HDGF_HUMAN,P51858,15,16,0.09310940439148145
sp|P51970|NDUA8_HUMAN,P51970,5,5,0
sp|P51991|ROA3_HUMAN,P51991,24,11,-1.125530882083859
sp|P52209|6PGD_HUMAN,P52209,72,52,-0.46948528330122025
sp|P52272|HNRPM_HUMAN,P52272,72,33,-1.125530882083859
sp|P52292|IMA1_HUMAN,P52292,18,7,-1.3625700793847082
sp|P52294|IMA5_HUMAN,P52294,6,0,-Inf
sp|P52298|NCBP2_HUMAN,P52298,4,3,-0.4150374992788438
sp|P52306|GDS1_HUMAN,P52306,4,0,-Inf
sp|P52564|MP2K6_HUMAN,P52564,4,0,-Inf
sp|P52565|GDIR1_HUMAN,P52565,22,15,-0.5525410230287788
sp|P52594|AGFG1_HUMAN,P52594,11,0,-Inf
sp|P52597|HNRPF_HUMAN,P52597,15,14,-0.0995356735509144
sp|P52788|SPSY_HUMAN,P52788,3,3,0
sp|P52815|RM12_HUMAN,P52815,5,6,0.2630344058337938
sp|P52888|THOP1_HUMAN,P52888,6,2,-1.5849625007211563
sp|P52895|AK1C2_HUMAN,P52895,59,32,-0.8826430493618412
sp|P52907|CAZA1_HUMAN,P52907,4,7,0.8073549220576041
sp|P52943|CRIP2_HUMAN,P52943,9,6,-0.5849625007211563
sp|P52948|NUP98_HUMAN,P52948,8,11,0.45943161863729726
sp|P53004|BIEA_HUMAN,P53004,7,8,0.19264507794239583
sp|P53007|TXTP_HUMAN,P53007,3,7,1.222392421336448
sp|P53041|PPP5_HUMAN,P53041,8,5,-0.6780719051126377
sp|P53365|ARFP2_HUMAN,P53365,2,1,-1
sp|P53367|ARFP1_HUMAN,P53367,10,3,-1.7369655941662063
sp|P53384|NUBP1_HUMAN,P53384,4,0,-Inf
sp|P53396|ACLY_HUMAN,P53396,68,57,-0.2545728270855977
sp|P53582|MAP11_HUMAN,P53582,6,3,-1
sp|P53597|SUCA_HUMAN,P53597,8,8,0
sp|P53602|MVD1_HUMAN,P53602,4,0,-Inf
sp|P53611|PGTB2_HUMAN,P53611,3,0,-Inf
sp|P53618|COPB_HUMAN,P53618,9,11,0.289506617194985
sp|P53621|COPA_HUMAN,P53621,23,29,0.3344190390705593
sp|P53634|CATC_HUMAN,P53634,10,7,-0.5145731728297583
sp|P53701|CCHL_HUMAN,P53701,2,2,0
sp|P53801|PTTG_HUMAN,P53801,2,1,-1
sp|P53990|IST1_HUMAN,P53990,6,2,-1.5849625007211563
sp|P53992|SC24C_HUMAN,P53992,11,2,-2.4594316186372973
sp|P53999|TCP4_HUMAN,P53999,13,8,-0.7004397181410921
sp|P54105|ICLN_HUMAN,P54105,2,1,-1
sp|P54136|SYRC_HUMAN,P54136,21,22,0.06711419585853703
sp|P54289|CA2D1_HUMAN,P54289,2,3,0.5849625007211562
sp|P54577|SYYC_HUMAN,P54577,27,10,-1.4329594072761063
sp|P54578|UBP14_HUMAN,P54578,12,8,-0.5849625007211563
sp|P54652|HSP72_HUMAN,P54652,8,8,0
sp|P54709|AT1B3_HUMAN,P54709,4,3,-0.4150374992788438
sp|P54727|RD23B_HUMAN,P54727,22,8,-1.4594316186372973
sp|P54819|KAD2_HUMAN,P54819,15,11,-0.4474589769712214
sp|P54886|P5CS_HUMAN,P54886,2,16,3
sp|P54920|SNAA_HUMAN,P54920,17,10,-0.765534746362977
sp|P55010|IF5_HUMAN,P55010,8,4,-1
sp|P55011|S12A2_HUMAN,P55011,14,14,0
sp|P55036|PSMD4_HUMAN,P55036,16,11,-0.5405683813627028
sp|P55060|XPO2_HUMAN,P55060,24,22,-0.12553088208385899
sp|P55072|TERA_HUMAN,P55072,58,43,-0.43171624042547413
sp|P55084|ECHB_HUMAN,P55084,18,29,0.6880559936852598
sp|P55145|MANF_HUMAN,P55145,8,7,-0.19264507794239588
sp|P55209|NP1L1_HUMAN,P55209,10,11,0.13750352374993502
sp|P55210|CASP7_HUMAN,P55210,2,1,-1
sp|P55263|ADK_HUMAN,P55263,7,2,-1.8073549220576042
sp|P55265|DSRAD_HUMAN,P55265,10,15,0.5849625007211562
sp|P55327|TPD52_HUMAN,P55327,6,4,-0.5849625007211563
sp|P55735|SEC13_HUMAN,P55735,5,6,0.2630344058337938
sp|P55769|NH2L1_HUMAN,P55769,8,5,-0.6780719051126377
sp|P55786|PSA_HUMAN,P55786,25,21,-0.25153876699596445
sp|P55789|ALR_HUMAN,P55789,2,0,-Inf
sp|P55795|HNRH2_HUMAN,P55795,3,3,0
sp|P55884|EIF3B_HUMAN,P55884,22,15,-0.5525410230287788
sp|P56134|ATPK_HUMAN,P56134,3,6,1
sp|P56192|SYMC_HUMAN,P56192,14,12,-0.22239242133644802
sp|P56378|ATP68_HUMAN,P56378,3,2,-0.5849625007211563
sp|P56381|ATP5E_HUMAN,P56381,3,0,-Inf
sp|P56385|ATP5I_HUMAN,P56385,6,7,0.22239242133644802
sp|P56537|IF6_HUMAN,P56537,8,6,-0.4150374992788438
sp|P56545|CTBP2_HUMAN,P56545,3,2,-0.5849625007211563
sp|P56556|NDUA6_HUMAN,P56556,3,4,0.41503749927884376
sp|P56945|BCAR1_HUMAN,P56945,3,0,-Inf
sp|P57088|TMM33_HUMAN,P57088,2,5,1.3219280948873624
sp|P57105|SYJ2B_HUMAN,P57105,3,0,-Inf
sp|P58546|MTPN_HUMAN,P58546,8,4,-1
sp|P58876|H2B1D_HUMAN,P58876,47,0,-Inf
sp|P59998|ARPC4_HUMAN,P59998,6,4,-0.5849625007211563
sp|P60033|CD81_HUMAN,P60033,4,3,-0.4150374992788438
sp|P60174|TPIS_HUMAN,P60174,66,43,-0.6181293646563556
sp|P60228|EIF3E_HUMAN,P60228,16,13,-0.2995602818589078
sp|P60468|SC61B_HUMAN,P60468,2,2,0
sp|P60510|PP4C_HUMAN,P60510,2,1,-1
sp|P60604|UB2G2_HUMAN,P60604,5,1,-2.321928094887362
sp|P60660|MYL6_HUMAN,P60660,19,14,-0.4405725913859815
sp|P60709|ACTB_HUMAN,P60709,369,287,-0.36257007938470825
sp|P60842|IF4A1_HUMAN,P60842,42,33,-0.34792330342030686
sp|P60866|RS20_HUMAN,P60866,9,10,0.15200309344505006
sp|P60880|SNP25_HUMAN,P60880,2,0,-Inf
sp|P60891|PRPS1_HUMAN,P60891,8,5,-0.6780719051126377
sp|P60900|PSA6_HUMAN,P60900,11,14,0.3479233034203068
sp|P60903|S10AA_HUMAN,P60903,21,22,0.06711419585853703
sp|P60953|CDC42_HUMAN,P60953,7,4,-0.8073549220576042
sp|P60981|DEST_HUMAN,P60981,25,19,-0.3959286763311392
sp|P60983|GMFB_HUMAN,P60983,4,2,-1
sp|P61006|RAB8A_HUMAN,P61006,3,6,1
sp|P61009|SPCS3_HUMAN,P61009,2,1,-1
sp|P61011|SRP54_HUMAN,P61011,11,9,-0.28950661719498483
sp|P61019|RAB2A_HUMAN,P61019,9,14,0.6374299206152918
sp|P61020|RAB5B_HUMAN,P61020,2,3,0.5849625007211562
sp|P61026|RAB10_HUMAN,P61026,13,19,0.5474877953024933
sp|P61081|UBC12_HUMAN,P61081,9,4,-1.1699250014423124
sp|P61086|UBE2K_HUMAN,P61086,3,2,-0.5849625007211563
sp|P61088|UBE2N_HUMAN,P61088,15,7,-1.0995356735509143
sp|P61106|RAB14_HUMAN,P61106,13,10,-0.3785116232537297
sp|P61158|ARP3_HUMAN,P61158,27,15,-0.84799690655495
sp|P61160|ARP2_HUMAN,P61160,7,10,0.5145731728297582
sp|P61163|ACTZ_HUMAN,P61163,11,4,-1.4594316186372973
sp|P61201|CSN2_HUMAN,P61201,6,5,-0.2630344058337938
sp|P61204|ARF3_HUMAN,P61204,16,15,-0.09310940439148147
sp|P61221|ABCE1_HUMAN,P61221,11,19,0.7884958948062882
sp|P61225|RAP2B_HUMAN,P61225,2,5,1.3219280948873624
sp|P61247|RS3A_HUMAN,P61247,29,34,0.22948184612276717
sp|P61254|RL26_HUMAN,P61254,8,0,-Inf
sp|P61289|PSME3_HUMAN,P61289,20,11,-0.862496476250065
sp|P61313|RL15_HUMAN,P61313,12,20,0.7369655941662062
sp|P61353|RL27_HUMAN,P61353,9,14,0.6374299206152918
sp|P61457|PHS_HUMAN,P61457,10,4,-1.3219280948873622
sp|P61513|RL37A_HUMAN,P61513,8,3,-1.415037499278844
sp|P61586|RHOA_HUMAN,P61586,15,19,0.3410369178350669
sp|P61604|CH10_HUMAN,P61604,36,32,-0.16992500144231246
sp|P61758|PFD3_HUMAN,P61758,6,3,-1
sp|P61769|B2MG_HUMAN,P61769,3,2,-0.5849625007211563
sp|P61803|DAD1_HUMAN,P61803,4,2,-1
sp|P61916|NPC2_HUMAN,P61916,9,3,-1.5849625007211563
sp|P61923|COPZ1_HUMAN,P61923,6,2,-1.5849625007211563
sp|P61927|RL37_HUMAN,P61927,2,1,-1
sp|P61956|SUMO2_HUMAN,P61956,4,3,-0.4150374992788438
sp|P61970|NTF2_HUMAN,P61970,11,4,-1.4594316186372973
sp|P61978|HNRPK_HUMAN,P61978,55,36,-0.6114347120823472
sp|P61981|1433G_HUMAN,P61981,11,9,-0.28950661719498483
sp|P62072|TIM10_HUMAN,P62072,4,4,0
sp|P62081|RS7_HUMAN,P62081,15,12,-0.3219280948873623
sp|P62136|PP1A_HUMAN,P62136,4,5,0.32192809488736235
sp|P62140|PP1B_HUMAN,P62140,15,4,-1.9068905956085185
sp|P62191|PRS4_HUMAN,P62191,13,15,0.20645087746742624
sp|P62195|PRS8_HUMAN,P62195,21,11,-0.9328858041414629
sp|P62241|RS8_HUMAN,P62241,16,25,0.6438561897747247
sp|P62244|RS15A_HUMAN,P62244,18,11,-0.710493382805015
sp|P62249|RS16_HUMAN,P62249,19,19,0
sp|P62253|UB2G1_HUMAN,P62253,2,0,-Inf
sp|P62258|1433E_HUMAN,P62258,45,28,-0.6844981742720706
sp|P62263|RS14_HUMAN,P62263,18,14,-0.36257007938470825
sp|P62266|RS23_HUMAN,P62266,8,6,-0.4150374992788438
sp|P62269|RS18_HUMAN,P62269,16,21,0.3923174227787603
sp|P62273|RS29_HUMAN,P62273,9,5,-0.84799690655495
sp|P62277|RS13_HUMAN,P62277,13,9,-0.5305147166987798
sp|P62280|RS11_HUMAN,P62280,16,13,-0.2995602818589078
sp|P62304|RUXE_HUMAN,P62304,4,3,-0.4150374992788438
sp|P62306|RUXF_HUMAN,P62306,7,5,-0.4854268271702417
sp|P62310|LSM3_HUMAN,P62310,6,0,-Inf
sp|P62312|LSM6_HUMAN,P62312,4,2,-1
sp|P62314|SMD1_HUMAN,P62314,5,4,-0.3219280948873623
sp|P62316|SMD2_HUMAN,P62316,12,5,-1.2630344058337937
sp|P62318|SMD3_HUMAN,P62318,10,6,-0.7369655941662062
sp|P62328|TYB4_HUMAN,P62328,24,15,-0.6780719051126377
sp|P62330|ARF6_HUMAN,P62330,4,3,-0.4150374992788438
sp|P62333|PRS10_HUMAN,P62333,26,15,-0.7935491225325738
sp|P62424|RL7A_HUMAN,P62424,20,28,0.48542682717024166
sp|P62495|ERF1_HUMAN,P62495,9,8,-0.16992500144231246
sp|P62633|CNBP_HUMAN,P62633,11,5,-1.137503523749935
sp|P62701|RS4X_HUMAN,P62701,20,27,0.43295940727610627
sp|P62750|RL23A_HUMAN,P62750,14,17,0.2801079191927352
sp|P62753|RS6_HUMAN,P62753,23,26,0.17687776208407918
sp|P62805|H4_HUMAN,P62805,51,97,0.927487500215632
sp|P62820|RAB1A_HUMAN,P62820,11,12,0.12553088208385882
sp|P62826|RAN_HUMAN,P62826,32,23,-0.4764380439429871
sp|P62829|RL23_HUMAN,P62829,10,11,0.13750352374993502
sp|P62841|RS15_HUMAN,P62841,9,2,-2.1699250014423126
sp|P62847|RS24_HUMAN,P62847,6,7,0.22239242133644802
sp|P62851|RS25_HUMAN,P62851,7,11,0.6520766965796931
sp|P62854|RS26_HUMAN,P62854,5,4,-0.3219280948873623
sp|P62857|RS28_HUMAN,P62857,6,5,-0.2630344058337938
sp|P62861|RS30_HUMAN,P62861,5,4,-0.3219280948873623
sp|P62873|GBB1_HUMAN,P62873,13,12,-0.1154772174199359
sp|P62879|GBB2_HUMAN,P62879,5,9,0.8479969065549501
sp|P62888|RL30_HUMAN,P62888,9,11,0.289506617194985
sp|P62899|RL31_HUMAN,P62899,7,6,-0.22239242133644802
sp|P62906|RL10A_HUMAN,P62906,10,15,0.5849625007211562
sp|P62910|RL32_HUMAN,P62910,11,10,-0.13750352374993496
sp|P62913|RL11_HUMAN,P62913,10,12,0.2630344058337938
sp|P62917|RL8_HUMAN,P62917,15,20,0.41503749927884376
sp|P62937|PPIA_HUMAN,P62937,72,49,-0.5552151573271041
sp|P62942|FKB1A_HUMAN,P62942,10,7,-0.5145731728297583
sp|P62979|RS27A_HUMAN,P62979,47,36,-0.384663850235325
sp|P62993|GRB2_HUMAN,P62993,10,3,-1.7369655941662063
sp|P62995|TRA2B_HUMAN,P62995,3,10,1.7369655941662063
sp|P63000|RAC1_HUMAN,P63000,15,16,0.09310940439148145
sp|P63010|AP2B1_HUMAN,P63010,17,17,0
sp|P63104|1433Z_HUMAN,P63104,66,41,-0.6868421147403697
sp|P63151|2ABA_HUMAN,P63151,2,2,0
sp|P63165|SUMO1_HUMAN,P63165,2,3,0.5849625007211562
sp|P63167|DYL1_HUMAN,P63167,10,5,-1
sp|P63173|RL38_HUMAN,P63173,14,7,-1
sp|P63208|SKP1_HUMAN,P63208,14,6,-1.222392421336448
sp|P63218|GBG5_HUMAN,P63218,2,1,-1
sp|P63220|RS21_HUMAN,P63220,13,6,-1.1154772174199359
sp|P63241|IF5A1_HUMAN,P63241,24,17,-0.4974996594708167
sp|P63244|RACK1_HUMAN,P63244,32,31,-0.04580368961312479
sp|P63261|ACTG_HUMAN,P63261,11,10,-0.13750352374993496
sp|P63272|SPT4H_HUMAN,P63272,2,0,-Inf
sp|P63279|UBC9_HUMAN,P63279,8,4,-1
sp|P63313|TYB10_HUMAN,P63313,22,16,-0.4594316186372972
sp|P67775|PP2AA_HUMAN,P67775,13,10,-0.3785116232537297
sp|P67809|YBOX1_HUMAN,P67809,16,16,0
sp|P67812|SC11A_HUMAN,P67812,4,5,0.32192809488736235
sp|P67870|CSK2B_HUMAN,P67870,6,8,0.41503749927884376
sp|P67936|TPM4_HUMAN,P67936,49,25,-0.9708536543404835
sp|P68032|ACTC_HUMAN,P68032,15,17,0.18057224564182084
sp|P68036|UB2L3_HUMAN,P68036,10,0,-Inf
sp|P68104|EF1A1_HUMAN,P68104,70,56,-0.3219280948873623
sp|P68366|TBA4A_HUMAN,P68366,19,24,0.3370349872775706
sp|P68371|TBB4B_HUMAN,P68371,150,131,-0.19539568895843065
sp|P68400|CSK21_HUMAN,P68400,8,9,0.16992500144231237
sp|P68402|PA1B2_HUMAN,P68402,5,2,-1.3219280948873622
sp|P68431|H31_HUMAN,P68431,13,19,0.5474877953024933
sp|P69849|NOMO3_HUMAN,P69849,14,7,-1
sp|P78318|IGBP1_HUMAN,P78318,4,0,-Inf
sp|P78330|SERB_HUMAN,P78330,6,3,-1
sp|P78344|IF4G2_HUMAN,P78344,12,5,-1.2630344058337937
sp|P78346|RPP30_HUMAN,P78346,2,1,-1
sp|P78347|GTF2I_HUMAN,P78347,8,13,0.7004397181410922
sp|P78371|TCPB_HUMAN,P78371,55,26,-1.0809199953835675
sp|P78406|RAE1L_HUMAN,P78406,4,3,-0.4150374992788438
sp|P78417|GSTO1_HUMAN,P78417,18,11,-0.710493382805015
sp|P78527|PRKDC_HUMAN,P78527,41,119,1.5372657586898597
sp|P78536|ADA17_HUMAN,P78536,2,2,0
sp|P78537|BL1S1_HUMAN,P78537,3,0,-Inf
sp|P80188|NGAL_HUMAN,P80188,5,1,-2.321928094887362
sp|P80217|IN35_HUMAN,P80217,2,1,-1
sp|P80303|NUCB2_HUMAN,P80303,9,7,-0.36257007938470825
sp|P80723|BASP1_HUMAN,P80723,18,13,-0.46948528330122025
sp|P82650|RT22_HUMAN,P82650,6,6,0
sp|P82663|RT25_HUMAN,P82663,5,6,0.2630344058337938
sp|P82673|RT35_HUMAN,P82673,7,5,-0.4854268271702417
sp|P82909|KGD4_HUMAN,P82909,2,4,1
sp|P82930|RT34_HUMAN,P82930,3,3,0
sp|P82979|SARNP_HUMAN,P82979,15,5,-1.5849625007211563
sp|P83111|LACTB_HUMAN,P83111,3,7,1.222392421336448
sp|P83731|RL24_HUMAN,P83731,8,15,0.9068905956085185
sp|P83916|CBX1_HUMAN,P83916,9,4,-1.1699250014423124
sp|P84022|SMAD3_HUMAN,P84022,4,2,-1
sp|P84090|ERH_HUMAN,P84090,16,10,-0.6780719051126377
sp|P84095|RHOG_HUMAN,P84095,5,5,0
sp|P84098|RL19_HUMAN,P84098,9,11,0.289506617194985
sp|P84103|SRSF3_HUMAN,P84103,15,12,-0.3219280948873623
sp|P85037|FOXK1_HUMAN,P85037,6,0,-Inf
sp|P98170|XIAP_HUMAN,P98170,4,0,-Inf
sp|P98175|RBM10_HUMAN,P98175,7,0,-Inf
sp|P98179|RBM3_HUMAN,P98179,8,3,-1.415037499278844
sp|P99999|CYC_HUMAN,P99999,10,9,-0.15200309344504995
sp|Q00059|TFAM_HUMAN,Q00059,10,7,-0.5145731728297583
sp|Q00169|PIPNA_HUMAN,Q00169,5,1,-2.321928094887362
sp|Q00325|MPCP_HUMAN,Q00325,16,17,0.0874628412503394
sp|Q00341|VIGLN_HUMAN,Q00341,16,6,-1.415037499278844
sp|Q00535|CDK5_HUMAN,Q00535,3,0,-Inf
sp|Q00577|PURA_HUMAN,Q00577,3,2,-0.5849625007211563
sp|Q00610|CLH1_HUMAN,Q00610,75,82,0.12873331412220274
sp|Q00653|NFKB2_HUMAN,Q00653,9,3,-1.5849625007211563
sp|Q00688|FKBP3_HUMAN,Q00688,17,11,-0.6280312226130421
sp|Q00765|REEP5_HUMAN,Q00765,6,3,-1
sp|Q00796|DHSO_HUMAN,Q00796,7,1,-2.807354922057604
sp|Q00839|HNRPU_HUMAN,Q00839,38,52,0.4525122046975067
sp|Q01081|U2AF1_HUMAN,Q01081,7,6,-0.22239242133644802
sp|Q01082|SPTB2_HUMAN,Q01082,42,72,0.777607578663552
sp|Q01085|TIAR_HUMAN,Q01085,5,4,-0.3219280948873623
sp|Q01105|SET_HUMAN,Q01105,19,12,-0.6629650127224294
sp|Q01130|SRSF2_HUMAN,Q01130,10,8,-0.3219280948873623
sp|Q01433|AMPD2_HUMAN,Q01433,2,2,0
